G4_alpha,0.2141
G4_gamma,0.1751
G3_beta,0.0973
G4_beta,0.0939
G3_gamma,0.0805
G3_alpha,0.0756
SHH_alpha,0.0696
WNT_alpha,0.0532
WNT_beta,0.0464
SHH_gamma,0.0403
SHH_delta,0.0294
SHH_beta,0.0246
