,ICB984
KNS60,0.10084662915243439
NCIH1568,0.09951463885481862
HUPT3,0.0993119529929833
ONS76,0.09918825541583473
A101D,0.09908129569992058
IALM,0.09904320350172457
UACC62,0.09886929989848149
T24,0.09881979865522252
SF295,0.09880403912823604
CAMA1,0.09876380352338074
HCC44,0.09861637518850003
PECAPJ15,0.09826729917236185
M059K,0.09797369991838069
HS822T,0.09769268312885429
NCIH1355,0.0974265499960873
NCIH28,0.09724297716283294
SNU626,0.09715146756864515
TE1,0.09697004964999323
RT112,0.09679896986473734
OE19,0.09665834278702493
HDMYZ,0.09664135925727123
SNUC2A,0.09632069115433411
JHH1,0.09627250641756625
HUCCT1,0.0958762626830236
TM31,0.09514684962599082
PATU8988S,0.09476068905240836
CORL105,0.09468154338748788
SNU1076,0.09452726549519873
RERFLCAD2,0.09445464931095295
JHUEM7,0.0944528278459633
CCK81,0.09444990469779754
LXF289,0.09409989280504502
RPMI7951,0.09367094038048158
HS766T,0.09353459288547145
AU565,0.09343664264668818
OV56,0.0928489174799703
KP3,0.09265059310542023
HEC251,0.09263491443948346
LOXIMVI,0.09236472700285198
JHH2,0.09225759607888563
HS895T,0.09216483383129032
HT55,0.09187271364401825
UMUC3,0.09179041360879593
NCIH322,0.09157986830459643
EFO27,0.09047026175361068
SNU213,0.09008484135781163
LMSU,0.0900121440074223
SNU61,0.08994847546803575
LOUNH91,0.0896463467365787
PK1,0.08941341116917273
MDAMB157,0.08908564524133156
G401,0.08906951532831985
NCIH1944,0.08894919704032082
PSN1,0.08892090224900054
COLO680N,0.08880603824027399
OVTOKO,0.08874386185427298
HCC1428,0.0885686787045442
RL952,0.08827797351568856
HS578T,0.08826119099663468
SKMEL30,0.088174052831241
MDAMB231,0.08809126534148222
HCC1588,0.08804213356137022
U87MG,0.08799512879615574
SW1710,0.08753964359460904
NCIH2087,0.0872647015280803
MDAMB453,0.0870370813374971
TE15,0.08701966542490548
SW1783,0.08688709603276411
CAL62,0.08664956112158402
KMH2,0.08659627501888652
TE5,0.08658996822789007
PANC0813,0.08616835746318292
KYSE510,0.08603563832778359
HOP92,0.08603543591233628
HEL,0.086027021682687
LN18,0.0855477945095411
EFO21,0.08527425627367755
NMCG1,0.08498215397730119
MFE296,0.0849615460138989
HCC202,0.0848705910692786
LNCAPCLONEFGC,0.08482328719535005
PANC1005,0.08475129115819895
HPAFII,0.08473928416908412
HSC4,0.0847140603915199
SKUT1,0.08452066848733102
C32,0.08447691782495853
SNU840,0.08442701721081104
AGS,0.0844234838358387
HMC18,0.08333000268179651
PATU8988T,0.08310540231384698
HLF,0.08310124056659791
HDQP1,0.08296963677872803
KNS81,0.08292090497566951
NCIH1339,0.0828284237040605
HT1197,0.08237047207694351
ASPC1,0.08224378250874068
SNU869,0.08206592656247191
KALS1,0.08198716454632986
OUMS23,0.0817308162096919
LCLC97TM1,0.08044065645805022
PANC1,0.08032353769296269
SNU245,0.0801820061283076
WM1799,0.08014009584874145
MORCPR,0.07931750596959092
PLCPRF5,0.07916786534964156
CAPAN1,0.07907499854871303
HCC2935,0.07882279425894553
COLO678,0.07878933688661813
SNUC5,0.07859107460469601
PK45H,0.07836018520696972
U251MG,0.0777815006461802
NCIH226,0.07756734039450211
GI1,0.07744123628096951
SH4,0.07699940801496438
SNU466,0.07659743759499135
OSRC2,0.07633889677312232
HCC2108,0.07626278485355477
MALME3M,0.07591763671827265
HPAC,0.07585445755475645
FU97,0.07546001819244304
MESSA,0.07523689413861753
HCC56,0.0751488263821229
MCAS,0.07389794711931898
HCC78,0.0734091575824963
HEC1B,0.07336202528144813
U118MG,0.07302024382071617
TOV21G,0.07245253797332403
HEP3B217,0.07227132551257201
MCF7,0.0721620461054562
BHT101,0.07194097800948215
CMLT1,0.07184388823868988
KYSE30,0.07172203933381821
KNS42,0.07151437398930849
COLO201,0.071226792351527
DV90,0.07109464649224068
SNU449,0.070971273989062
LS123,0.07093194050784603
NCIH508,0.07088288891239553
HT1080,0.07070506146300477
BCPAP,0.06991186618732048
JHUEM2,0.06976295798359294
SW948,0.0695491552911568
SQ1,0.06947616070226668
NCIH358,0.06938932666693634
SNU387,0.06925580433781181
SKCO1,0.06905995295287552
GMS10,0.06900564178991421
SNU407,0.06898793421008928
SNU761,0.06859287428189985
SNU1196,0.06849023699978483
KMBC2,0.06826640757119556
CL34,0.06819688955655452
SKBR3,0.06784118683898867
BICR22,0.0675974950325156
OE33,0.06743207882651264
SNU1079,0.06716034258115937
PANC0403,0.06702588635666759
KYSE140,0.06697917256076379
639V,0.06636539567058115
G402,0.0659898898539955
MDAMB415,0.06524218362538627
KCL22,0.06522715084821284
SNU601,0.06516379764076438
NCIH1373,0.0650121562479144
ZR7530,0.0640884493878871
JURKAT,0.06332955389899735
NCIH2126,0.06260722543785402
T84,0.06212145021423421
HUH6,0.06199052357661515
HEC1A,0.06149390257613538
T47D,0.061397680135366554
LS180,0.06097808731924975
CAL33,0.06073336746593521
NCIH1838,0.0596445544061256
BT20,0.059393677054476963
PATU8902,0.058887838181729546
SNU1105,0.058304770974088364
KM12,0.05729631190971906
SCC9,0.057083727222828354
NCIH1435,0.056817115382956515
HT29,0.05427402167758287
SNGM,0.05306940577084896
OCUM1,0.05297848495565316
AM38,0.05282853373601541
CL11,0.052546922402418095
SNU719,0.05248905523343605
SW620,0.05195477566742001
SNU1033,0.051179950272522645
HEPG2,0.05111353996175832
HEC50B,0.05027411417334736
HEC59,0.047885500973813444
NCIH2342,0.04763781146773406
JHH5,0.04679123202176264
NCIH2110,0.04605418327021552
KYSE150,0.04588092937060403
LAMA84,0.04587403820620856
JVM2,0.04587333709637543
AN3CA,0.04276629742337148
HUH1,0.042577800200917296
CJM,0.0422864183529435
KASUMI2,0.04121490683448083
HCC1937,0.04060422489849127
IM95,0.039705177013953624
HCC1419,0.039079850121100615
TYKNU,0.03855624746597841
DLD1,0.038030640942324175
RCM1,0.0378007506599227
NCIH838,0.035948466730984376
KE39,0.03553110076414923
LS1034,0.035021799967877555
RKO,0.033900422589866364
JHH4,0.028936968098631295
NCIH1915,0.02873864278571646
HEC265,0.028361394487029953
JHUEM1,0.02515197404504443
HT1376,0.024993653998285313
HS611T,0.02319849930646581
GSU,0.02250580924154473
NCIH441,0.021310965148882404
LS513,0.020960709148432732
HEC6,0.018716550088088944
PK59,0.018413092145833008
HEC151,0.013136759921061213
MDAMB435S,0.012124318953106809
ALLSIL,0.009286341142871269
NCIN87,0.006543495056255459
HEC108,0.00011756095095754832
KYM1,-0.014545891243792864
