SHH_alpha,0.3594
SHH_delta,0.1047
G3_gamma,0.0791
SHH_gamma,0.0723
WNT_alpha,0.0638
G4_alpha,0.0638
WNT_beta,0.062
SHH_beta,0.0611
G3_beta,0.0455
G3_alpha,0.0396
G4_gamma,0.026
G4_beta,0.0227
