,MB009,COSMIC ID
cosmic_1322212,-0.31236740454820733,1322212
cosmic_688025,-0.313024637728113,688025
cosmic_908469,-0.31464383811624874,908469
cosmic_1297438,-0.3147185973482891,1297438
cosmic_688087,-0.31567303098887944,688087
cosmic_949178,-0.3164351752968895,949178
cosmic_949177,-0.31691448654779014,949177
cosmic_687980,-0.3170761551903031,687980
cosmic_688026,-0.3198855718810819,688026
cosmic_909731,-0.32285678181341165,909731
cosmic_1330964,-0.3237146485277218,1330964
cosmic_908468,-0.32384305542189024,908468
cosmic_949170,-0.32398836359322847,949170
cosmic_687600,-0.32556980012460973,687600
cosmic_946357,-0.326438773984133,946357
cosmic_908447,-0.3276961277377245,908447
cosmic_688007,-0.32964409928992705,688007
cosmic_1330972,-0.33216519847444964,1330972
cosmic_688011,-0.33333959366606536,688011
cosmic_753607,-0.33456089824664625,753607
cosmic_717431,-0.3349974430951016,717431
cosmic_688021,-0.3350816648914323,688021
cosmic_1298534,-0.33712140627268583,1298534
cosmic_1240182,-0.33806653105209195,1240182
cosmic_949168,-0.340580934859617,949168
cosmic_910899,-0.3412551829125563,910899
cosmic_949155,-0.3438747857596429,949155
cosmic_713869,-0.34400469008102563,713869
cosmic_724872,-0.3451335900224478,724872
cosmic_910692,-0.3453903567972724,910692
cosmic_908481,-0.347443798783454,908481
cosmic_1297439,-0.3483546396832897,1297439
cosmic_908454,-0.3487447641052989,908454
cosmic_949166,-0.3493930716071561,949166
cosmic_906875,-0.3507582055030751,906875
cosmic_910780,-0.3508713021477059,910780
cosmic_906808,-0.35256014344854014,906808
cosmic_753534,-0.35260461304664237,753534
cosmic_930299,-0.3558023918466886,930299
cosmic_906850,-0.35782244689613024,906850
cosmic_684055,-0.36097002034342596,684055
cosmic_753551,-0.36157640847335565,753551
cosmic_925341,-0.3638189448634929,925341
cosmic_910942,-0.36404890896056336,910942
cosmic_753539,-0.3648427232444788,753539
cosmic_1299075,-0.37116027520868833,1299075
cosmic_908458,-0.3722569759776561,908458
cosmic_909779,-0.37306442933310074,909779
cosmic_949167,-0.37351396531934233,949167
cosmic_687995,-0.3736266592578872,687995
cosmic_906847,-0.3736931397191716,906847
cosmic_907295,-0.37414185499712754,907295
cosmic_906833,-0.37414199259884345,906833
cosmic_949176,-0.37458146690490524,949176
cosmic_908440,-0.3758331512882626,908440
cosmic_949171,-0.3768269608414812,949171
cosmic_949172,-0.3773160013496119,949172
cosmic_684057,-0.37792625155331383,684057
cosmic_949162,-0.3803946278628479,949162
cosmic_724828,-0.3815802076820305,724828
cosmic_1330973,-0.38311511115113006,1330973
cosmic_753565,-0.3846682463948187,753565
cosmic_1327765,-0.3851702986085817,1327765
cosmic_1240210,-0.38586741084382153,1240210
cosmic_949160,-0.38772614966227886,949160
cosmic_906844,-0.3885522181444583,906844
cosmic_906848,-0.38944064318041577,906848
cosmic_949161,-0.3909879173629201,949161
cosmic_971773,-0.3912356971520304,971773
cosmic_724855,-0.3927514336420514,724855
cosmic_946358,-0.39541849024164344,946358
cosmic_684062,-0.3954277678083228,684062
cosmic_909730,-0.39666738603945934,909730
cosmic_946360,-0.3973055441391095,946360
cosmic_909264,-0.39930195050879047,909264
cosmic_910934,-0.3998597975551326,910934
cosmic_684052,-0.4000501530379703,684052
cosmic_1298349,-0.40059939115562115,1298349
cosmic_906849,-0.4013028146803523,906849
cosmic_925342,-0.401635262048111,925342
cosmic_949090,-0.4032885527207368,949090
cosmic_924100,-0.4034164923426611,924100
cosmic_949165,-0.40347235031635414,949165
cosmic_1298350,-0.4035138995543023,1298350
cosmic_1480359,-0.40426905283737263,1480359
cosmic_1331040,-0.40445497213894466,1331040
cosmic_907790,-0.40457000214193883,907790
cosmic_949163,-0.4049729355039424,949163
cosmic_949164,-0.4053143341275765,949164
cosmic_1240205,-0.4060052566257949,1240205
cosmic_908131,-0.40638304998490266,908131
cosmic_910853,-0.4067673361205499,910853
cosmic_925340,-0.40682466420011715,925340
cosmic_909707,-0.40778084405550213,909707
cosmic_1298538,-0.4084104796646353,1298538
cosmic_906804,-0.40855888949721736,906804
cosmic_1298222,-0.4087026551280526,1298222
cosmic_1240217,-0.4092786459487294,1240217
cosmic_908129,-0.409508758300118,908129
cosmic_1240206,-0.4097484852876604,1240206
cosmic_946355,-0.4098295949332717,946355
cosmic_949158,-0.4101148769506636,949158
cosmic_909256,-0.4116476613224566,909256
cosmic_924106,-0.41294701771505665,924106
cosmic_905956,-0.41313134323716333,905956
cosmic_910706,-0.4131981382408665,910706
cosmic_910569,-0.41326388060029273,910569
cosmic_906793,-0.413907977461116,906793
cosmic_907785,-0.41462531465334096,907785
cosmic_909742,-0.41549029602344895,909742
cosmic_724859,-0.4155521328951994,724859
cosmic_998184,-0.4157893982573187,998184
cosmic_906820,-0.415825752834746,906820
cosmic_1297447,-0.4161023301618009,1297447
cosmic_909716,-0.41623923930021245,909716
cosmic_753576,-0.4163162330227383,753576
cosmic_908125,-0.4166162275518475,908125
cosmic_1331039,-0.4179045531039718,1331039
cosmic_907791,-0.4180909411182594,907791
cosmic_910687,-0.4182008649968934,910687
cosmic_907320,-0.4182673928406797,907320
cosmic_905977,-0.41841788491587867,905977
cosmic_753573,-0.4191848532418464,753573
cosmic_1240192,-0.41938563792977124,1240192
cosmic_910851,-0.4194274070903153,910851
cosmic_908471,-0.41953586284616273,908471
cosmic_907323,-0.4198856451720766,907323
cosmic_687452,-0.4200907343814869,687452
cosmic_909718,-0.4203280673919913,909718
cosmic_906795,-0.4206478861156462,906795
cosmic_909727,-0.42153992126453194,909727
cosmic_906824,-0.4215401892632667,906824
cosmic_1480358,-0.4220174184410269,1480358
cosmic_908119,-0.422114508888484,908119
cosmic_907055,-0.42240211689964746,907055
cosmic_910906,-0.42256591134967614,910906
cosmic_906794,-0.4225805429883262,906794
cosmic_909724,-0.4227399443107637,909724
cosmic_908159,-0.42278108265257547,908159
cosmic_909737,-0.4228982756152356,909737
cosmic_906818,-0.4232358976981225,906818
cosmic_687563,-0.4233330767096338,687563
cosmic_1298223,-0.42340206532714353,1298223
cosmic_1240199,-0.4234645905306412,1240199
cosmic_687798,-0.42353589512445156,687798
cosmic_908126,-0.42356588571067355,908126
cosmic_907042,-0.4241169513559447,907042
cosmic_908151,-0.42459555061762916,908151
cosmic_1299059,-0.42466398869180516,1299059
cosmic_910544,-0.4253608635692619,910544
cosmic_1331038,-0.42567748748432516,1331038
cosmic_906831,-0.42611310798195084,906831
cosmic_925339,-0.42612533539671976,925339
cosmic_924240,-0.42619943644250685,924240
cosmic_687505,-0.42641994244736803,687505
cosmic_1240209,-0.42647783096546965,1240209
cosmic_1299070,-0.4265000085860366,1299070
cosmic_1330950,-0.4267157912812746,1330950
cosmic_910566,-0.4268803849093162,910566
cosmic_1290907,-0.4271276474853359,1290907
cosmic_946354,-0.42719516267787455,946354
cosmic_906865,-0.42733046584539985,906865
cosmic_905955,-0.4274856543733282,905955
cosmic_749711,-0.42784605862739294,749711
cosmic_1299052,-0.42816705203613925,1299052
cosmic_917486,-0.4281803424905235,917486
cosmic_909249,-0.4283171449435432,909249
cosmic_909251,-0.42839427519765244,909251
cosmic_1240221,-0.4284050150707087,1240221
cosmic_907282,-0.42851730906435187,907282
cosmic_907319,-0.4288208489228071,907319
cosmic_905965,-0.4290208226053658,905965
cosmic_1503364,-0.429492129260339,1503364
cosmic_909756,-0.4295113643359645,909756
cosmic_687787,-0.4299385754441066,687787
cosmic_949156,-0.4300176961762851,949156
cosmic_1331036,-0.43045879430063844,1331036
cosmic_907058,-0.43052011518378236,907058
cosmic_753559,-0.43076159421405036,753559
cosmic_684681,-0.4308004837725575,684681
cosmic_684072,-0.4308214020713267,684072
cosmic_910919,-0.4308706726563003,910919
cosmic_910705,-0.4309193863117801,910705
cosmic_1331035,-0.4310536899033668,1331035
cosmic_1299067,-0.4310593700372742,1299067
cosmic_946372,-0.4311763515557496,946372
cosmic_905939,-0.43125766196271126,905939
cosmic_1240129,-0.4314024324297354,1240129
cosmic_910545,-0.4316093873236827,910545
cosmic_909776,-0.4316274644910276,909776
cosmic_1240178,-0.43176894953759765,1240178
cosmic_908472,-0.4319071241452841,908472
cosmic_908147,-0.43199049185718036,908147
cosmic_1659817,-0.4322138857895108,1659817
cosmic_1330941,-0.4324133708338396,1330941
cosmic_908451,-0.43241358252742484,908451
cosmic_722046,-0.4324751672500696,722046
cosmic_905971,-0.4325169655974428,905971
cosmic_1322224,-0.43259297383005474,1322224
cosmic_907787,-0.43271242117853903,907787
cosmic_908476,-0.43291807361530416,908476
cosmic_905944,-0.432941147344412,905944
cosmic_908482,-0.43306293756121006,908482
cosmic_905952,-0.4331957326553346,905952
cosmic_1331045,-0.43357914364709715,1331045
cosmic_687820,-0.43360690688607034,687820
cosmic_905990,-0.4336804497506372,905990
cosmic_906827,-0.43373084088815994,906827
cosmic_924248,-0.4337426110409318,924248
cosmic_1240172,-0.4337519445898747,1240172
cosmic_924104,-0.4337727828664629,924104
cosmic_1240153,-0.43379287155796825,1240153
cosmic_925345,-0.43379736798684365,925345
cosmic_905986,-0.43396075086029223,905986
cosmic_910703,-0.4339688758199284,910703
cosmic_1298358,-0.43405417121207596,1298358
cosmic_724874,-0.4341206828274366,724874
cosmic_907799,-0.4342244818010865,907799
cosmic_1298475,-0.43435099771014346,1298475
cosmic_906812,-0.43444665289295664,906812
cosmic_906693,-0.4346279374703123,906693
cosmic_1240200,-0.4350330783812548,1240200
cosmic_907060,-0.4352015987825211,907060
cosmic_1298539,-0.4352480256603478,1298539
cosmic_905983,-0.43535364355832207,905983
cosmic_907171,-0.4354991216026175,907171
cosmic_724838,-0.4355631385357966,724838
cosmic_905962,-0.435614917726468,905962
cosmic_949174,-0.43569886938739716,949174
cosmic_1330987,-0.4357055713369935,1330987
cosmic_687815,-0.43577845503847895,687815
cosmic_907273,-0.43593952619844095,907273
cosmic_905948,-0.43594110484060555,905948
cosmic_753556,-0.4361671002274403,753556
cosmic_908148,-0.4361985869499608,908148
cosmic_1331031,-0.43632205038704264,1331031
cosmic_1330985,-0.43640154687918375,1330985
cosmic_753536,-0.43642377000839117,753536
cosmic_905933,-0.43662924994403396,905933
cosmic_910931,-0.4368723902538998,910931
cosmic_753554,-0.43701153565972123,753554
cosmic_905954,-0.43710463066262717,905954
cosmic_907072,-0.43717513532265956,907072
cosmic_910921,-0.4371831078470209,910921
cosmic_906792,-0.4372397195559645,906792
cosmic_908455,-0.43731401319067537,908455
cosmic_909747,-0.4374529068019313,909747
cosmic_722058,-0.43748508001659187,722058
cosmic_909773,-0.437602479225682,909773
cosmic_910904,-0.43762454299118747,910904
cosmic_753563,-0.43767281048864753,753563
cosmic_909257,-0.43782095669342613,909257
cosmic_684059,-0.4378763916837163,684059
cosmic_906800,-0.43796950783702754,906800
cosmic_1331025,-0.43803972052190965,1331025
cosmic_1298156,-0.43818002150763447,1298156
cosmic_908149,-0.4382143338615141,908149
cosmic_749710,-0.43841413737893853,749710
cosmic_1240191,-0.43849265413311134,1240191
cosmic_1503368,-0.43853202140003705,1503368
cosmic_1240125,-0.43862022167560616,1240125
cosmic_1660035,-0.43866358001925126,1660035
cosmic_1240216,-0.4386921336265969,1240216
cosmic_907275,-0.43885327226194193,907275
cosmic_1327768,-0.4389938193837781,1327768
cosmic_909907,-0.439040139522743,909907
cosmic_1659928,-0.4391226998282082,1659928
cosmic_905976,-0.43913612516817113,905976
cosmic_1323913,-0.4391445236620619,1323913
cosmic_1330984,-0.4392718926402375,1330984
cosmic_1524417,-0.43940102961028293,1524417
cosmic_907050,-0.4395087327709929,907050
cosmic_907272,-0.43955920615286215,907272
cosmic_1330995,-0.4396857369269526,1330995
cosmic_1240189,-0.439811355382412,1240189
cosmic_724825,-0.4400320508006131,724825
cosmic_687802,-0.44003872808704164,687802
cosmic_907318,-0.4401472819306012,907318
cosmic_907274,-0.4402991955707948,907274
cosmic_753569,-0.4403357946733568,753569
cosmic_749715,-0.44035071584146146,749715
cosmic_905940,-0.44056990954117975,905940
cosmic_906843,-0.44057212242760846,906843
cosmic_908143,-0.44074431560258276,908143
cosmic_1327775,-0.440844687220873,1327775
cosmic_909726,-0.4409024634609867,909726
cosmic_907783,-0.440981780441068,907783
cosmic_910209,-0.4410160199704826,910209
cosmic_909253,-0.4411256083647436,909253
cosmic_924151,-0.44159127883845745,924151
cosmic_1503366,-0.44160082770107323,1503366
cosmic_930298,-0.44168760763967246,930298
cosmic_1659819,-0.441735016214107,1659819
cosmic_1240131,-0.44177993241836017,1240131
cosmic_1290797,-0.44188282133092793,1290797
cosmic_907277,-0.4418906559452538,907277
cosmic_910905,-0.44193387037227866,910905
cosmic_1240127,-0.4420866064091257,1240127
cosmic_908443,-0.4421114501115622,908443
cosmic_909703,-0.44238279094807526,909703
cosmic_908141,-0.4427203783727643,908141
cosmic_1327771,-0.4427527734714376,1327771
cosmic_687561,-0.4429064346768697,687561
cosmic_909744,-0.4430049372164811,909744
cosmic_1330933,-0.4430571424428529,1330933
cosmic_1503363,-0.44320733820707314,1503363
cosmic_909702,-0.44338628448430906,909702
cosmic_1331033,-0.4434871767248726,1331033
cosmic_906815,-0.443560474435715,906815
cosmic_910930,-0.4436088494765262,910930
cosmic_909263,-0.4436113580074593,909263
cosmic_1479987,-0.44362762493686037,1479987
cosmic_909761,-0.44365799117459276,909761
cosmic_907322,-0.4437828037477101,907322
cosmic_1240142,-0.4439042231989791,1240142
cosmic_907173,-0.44396329258857736,907173
cosmic_909252,-0.44398971447214064,909252
cosmic_909701,-0.444087279509179,909701
cosmic_905942,-0.44415736943157685,905942
cosmic_908121,-0.44421925678547575,908121
cosmic_909759,-0.44422219438768734,909759
cosmic_905974,-0.4443741216883212,905974
cosmic_1240149,-0.44449762266347753,1240149
cosmic_909260,-0.44452808153696477,909260
cosmic_1290771,-0.44460014289930794,1290771
cosmic_910704,-0.4446178304376825,910704
cosmic_971774,-0.4446441284921905,971774
cosmic_907789,-0.44466438272416614,907789
cosmic_753538,-0.4446764163244386,753538
cosmic_907280,-0.44477621623024827,907280
cosmic_724878,-0.4447983137252477,724878
cosmic_735784,-0.4449874715790618,735784
cosmic_905959,-0.44505112693595644,905959
cosmic_687459,-0.4450541727494531,687459
cosmic_910926,-0.4453104163774652,910926
cosmic_1240204,-0.44545160593801747,1240204
cosmic_908122,-0.4455888231785931,908122
cosmic_909976,-0.44559835332167963,909976
cosmic_1298533,-0.4456780873512556,1298533
cosmic_1240130,-0.445963965643412,1240130
cosmic_906854,-0.4459923340912856,906854
cosmic_908124,-0.446016995037826,908124
cosmic_907073,-0.4460783164181088,907073
cosmic_753561,-0.4464485248522474,753561
cosmic_1298146,-0.446672643098204,1298146
cosmic_724839,-0.44685232827231064,724839
cosmic_905946,-0.4468812439518769,905946
cosmic_724831,-0.4469193281327766,724831
cosmic_713880,-0.4469889928212864,713880
cosmic_1659818,-0.44707349724956374,1659818
cosmic_910925,-0.44728488793790466,910925
cosmic_905964,-0.4473044596452287,905964
cosmic_910900,-0.44737614202536236,910900
cosmic_909248,-0.44738173592427827,909248
cosmic_1327766,-0.4474120405713518,1327766
cosmic_687819,-0.44757854564787225,687819
cosmic_909977,-0.44760810871663365,909977
cosmic_906846,-0.44766550751058776,906846
cosmic_909725,-0.44781454725468584,909725
cosmic_1330931,-0.4478538808392667,1330931
cosmic_907067,-0.4478677010104196,907067
cosmic_924110,-0.44791562368666227,924110
cosmic_1480374,-0.4479388398021972,1480374
cosmic_905958,-0.44797478155803083,905958
cosmic_1298356,-0.448037855546749,1298356
cosmic_688058,-0.4481208502694785,688058
cosmic_753615,-0.44822656613967216,753615
cosmic_753572,-0.4482341036908485,753572
cosmic_1240137,-0.4482577294904129,1240137
cosmic_910946,-0.44838587770724775,910946
cosmic_908457,-0.44838963252017233,908457
cosmic_687448,-0.448396227112343,687448
cosmic_1503367,-0.44842166452304943,1503367
cosmic_753624,-0.4485008611705757,753624
cosmic_905985,-0.4485301774734017,905985
cosmic_1287381,-0.44861159771480646,1287381
cosmic_1660034,-0.44864220257141263,1660034
cosmic_909758,-0.44866481882369164,909758
cosmic_909785,-0.44876621931076044,909785
cosmic_907312,-0.4489145568766652,907312
cosmic_909757,-0.4489595915477507,909757
cosmic_924111,-0.4490546511699342,924111
cosmic_909975,-0.4494256073390493,909975
cosmic_909780,-0.44947950483660926,909780
cosmic_946353,-0.4495686602347008,946353
cosmic_910401,-0.4495734282022231,910401
cosmic_687983,-0.44961191447930204,687983
cosmic_1240167,-0.4497703121123354,1240167
cosmic_909769,-0.44977346795893086,909769
cosmic_908146,-0.4498203064766475,908146
cosmic_924186,-0.44983903068870956,924186
cosmic_753562,-0.44989881829922324,753562
cosmic_910911,-0.449909371900108,910911
cosmic_1298160,-0.4501058914457264,1298160
cosmic_907169,-0.4501973575934105,907169
cosmic_1298154,-0.45027078882887445,1298154
cosmic_905941,-0.4502797218411433,905941
cosmic_909255,-0.45029696107757167,909255
cosmic_909708,-0.45031652896075286,909708
cosmic_909262,-0.45034734986439906,909262
cosmic_908463,-0.45047876998335107,908463
cosmic_910399,-0.4505175003867988,910399
cosmic_909721,-0.45056156940555336,909721
cosmic_1290730,-0.4505692296393122,1290730
cosmic_907000,-0.4505693090181368,907000
cosmic_906870,-0.4507381556026363,906870
cosmic_1240201,-0.45088500756571126,1240201
cosmic_1331050,-0.4508998869683358,1331050
cosmic_906877,-0.4509115510528048,906877
cosmic_687514,-0.45096134776619734,687514
cosmic_687592,-0.45112669000824124,687592
cosmic_910702,-0.45115641891612995,910702
cosmic_753531,-0.4514320931467327,753531
cosmic_1298215,-0.45144364919733027,1298215
cosmic_907062,-0.4515194887528674,907062
cosmic_908138,-0.45156445406899914,908138
cosmic_908444,-0.45159412355309,908444
cosmic_906830,-0.45171312783836165,906830
cosmic_905972,-0.45174160574140604,905972
cosmic_907047,-0.4518397372245164,907047
cosmic_1299078,-0.45185716326266645,1299078
cosmic_724873,-0.4518835198424735,724873
cosmic_1480361,-0.45193132912241135,1480361
cosmic_1290795,-0.4519627755349719,1290795
cosmic_1240170,-0.4519765195733262,1240170
cosmic_722066,-0.4520597716383282,722066
cosmic_1327773,-0.4521886322000629,1327773
cosmic_910951,-0.4522445101256722,910951
cosmic_909777,-0.4523378328916649,909777
cosmic_753600,-0.45234172431964625,753600
cosmic_1303897,-0.45243825655564496,1303897
cosmic_753541,-0.4524775374382415,753541
cosmic_909748,-0.4525262118312417,909748
cosmic_907059,-0.452543327881712,907059
cosmic_1479994,-0.4526006009814988,1479994
cosmic_907313,-0.45265907357940655,907313
cosmic_1303896,-0.45267368179345596,1303896
cosmic_906823,-0.45267533369921414,906823
cosmic_906797,-0.45268235248385214,906797
cosmic_1298134,-0.45271401120247123,1298134
cosmic_1240212,-0.4527161726046888,1240212
cosmic_910916,-0.45274514191966275,910916
cosmic_1290722,-0.45276202673649346,1290722
cosmic_905989,-0.452781222203834,905989
cosmic_1287706,-0.45281951178858776,1287706
cosmic_1295741,-0.45283129367270625,1295741
cosmic_753596,-0.45291451921141335,753596
cosmic_1240190,-0.4529563209268245,1240190
cosmic_1480364,-0.45298690541659437,1480364
cosmic_749716,-0.4529893794792654,749716
cosmic_749713,-0.4530023109559257,749713
cosmic_1331032,-0.4531644362153836,1331032
cosmic_1240174,-0.45355528866396394,1240174
cosmic_1290809,-0.45368093788667957,1290809
cosmic_907287,-0.4536980414603008,907287
cosmic_724870,-0.4536987384484435,724870
cosmic_924250,-0.4536998653759394,924250
cosmic_1503361,-0.4537021307556622,1503361
cosmic_1330994,-0.4537353946146591,1330994
cosmic_907176,-0.4538555523817712,907176
cosmic_907056,-0.4539124321179512,907056
cosmic_1331048,-0.45394796545299787,1331048
cosmic_908130,-0.4539518151761847,908130
cosmic_1290765,-0.45431091826911524,1290765
cosmic_687777,-0.45433135976945804,687777
cosmic_753577,-0.4544173264236489,753577
cosmic_909723,-0.45443542352427047,909723
cosmic_906765,-0.4545400927985853,906765
cosmic_906696,-0.45460919111403264,906696
cosmic_1240160,-0.4546262830305178,1240160
cosmic_910852,-0.45466638163527806,910852
cosmic_1298359,-0.45474281043490833,1298359
cosmic_905991,-0.4548529844955716,905991
cosmic_1297449,-0.4548620180312726,1297449
cosmic_1480360,-0.4548643258724506,1480360
cosmic_753545,-0.4548745638741902,753545
cosmic_753549,-0.45490680135761713,753549
cosmic_683665,-0.4550907644827248,683665
cosmic_906841,-0.45510066372151603,906841
cosmic_907299,-0.45521761289971946,907299
cosmic_910695,-0.4552735641815514,910695
cosmic_1290455,-0.45541702552209423,1290455
cosmic_1247871,-0.4554366221457608,1247871
cosmic_1290922,-0.45549262515310723,1290922
cosmic_906807,-0.45551142859749716,906807
cosmic_906999,-0.4555140032450408,906999
cosmic_910920,-0.4555168423767763,910920
cosmic_1331049,-0.4555471017406931,1331049
cosmic_946370,-0.4555694165159072,946370
cosmic_1299081,-0.4556267573424049,1299081
cosmic_971777,-0.45564928848848874,971777
cosmic_908474,-0.4556778845460606,908474
cosmic_925348,-0.4556917981154825,925348
cosmic_907175,-0.4557012956397077,907175
cosmic_906838,-0.4557508340607454,906838
cosmic_1660036,-0.4557549603940983,1660036
cosmic_753608,-0.455867611234676,753608
cosmic_1290810,-0.455955395402853,1290810
cosmic_753610,-0.4560218075734971,753610
cosmic_687590,-0.45627931746400957,687590
cosmic_683667,-0.45642277888711746,683667
cosmic_907053,-0.4564564515672734,907053
cosmic_910701,-0.45650590636420824,910701
cosmic_908144,-0.45651719519850126,908144
cosmic_1298353,-0.4566974698242998,1298353
cosmic_1240197,-0.4567813716224872,1240197
cosmic_909709,-0.4569947435397728,909709
cosmic_906842,-0.457096687280897,906842
cosmic_949093,-0.45712795257779093,949093
cosmic_905938,-0.4571417374864367,905938
cosmic_924105,-0.4571508670642984,924105
cosmic_906851,-0.4571579953731185,906851
cosmic_909774,-0.45716182394678545,909774
cosmic_905934,-0.4572678633624173,905934
cosmic_905967,-0.45736171986866514,905967
cosmic_949088,-0.457365955941948,949088
cosmic_907795,-0.45765931658756276,907795
cosmic_924108,-0.45784857260041606,924108
cosmic_924187,-0.4579094519350481,924187
cosmic_687814,-0.45800281957213657,687814
cosmic_908150,-0.45801219036390206,908150
cosmic_687816,-0.4580857550425259,687816
cosmic_753621,-0.4581342685685564,753621
cosmic_1240169,-0.45815237033191286,1240169
cosmic_910861,-0.4581735618013972,910861
cosmic_1240124,-0.45826959293708597,1240124
cosmic_753546,-0.4584084685061884,753546
cosmic_1290769,-0.4584936238002543,1290769
cosmic_907044,-0.45860993079547796,907044
cosmic_753581,-0.4586794915740576,753581
cosmic_1299061,-0.45870749070178,1299061
cosmic_1290807,-0.4587511089709262,1290807
cosmic_907788,-0.4588239348647357,907788
cosmic_1303900,-0.4588590346724758,1303900
cosmic_910549,-0.45885947393687165,910549
cosmic_910546,-0.45891568347837686,910546
cosmic_1240122,-0.45893869148824135,1240122
cosmic_1240134,-0.45894238652777997,1240134
cosmic_909722,-0.4590244780637124,909722
cosmic_753604,-0.4590267259718989,753604
cosmic_908459,-0.459081507702589,908459
cosmic_1330943,-0.4591367796705899,1330943
cosmic_909697,-0.4591777783210091,909697
cosmic_925338,-0.4592041352793919,925338
cosmic_910694,-0.4592765523001266,910694
cosmic_909698,-0.4593176191034057,909698
cosmic_909771,-0.4594827915931388,909771
cosmic_1290767,-0.45954647092949136,1290767
cosmic_906839,-0.45955192182141685,906839
cosmic_910910,-0.45957041941852006,910910
cosmic_907068,-0.4596119196455249,907068
cosmic_1503362,-0.4596400246814984,1503362
cosmic_905951,-0.4597479503001457,905951
cosmic_924247,-0.4597566438117417,924247
cosmic_906836,-0.4598773480889108,906836
cosmic_910944,-0.46013438455974276,910944
cosmic_1299080,-0.46019320274136244,1299080
cosmic_907276,-0.4602797179973213,907276
cosmic_753586,-0.4603095434163211,753586
cosmic_905936,-0.46050103918325214,905936
cosmic_1240155,-0.46064784003777737,1240155
cosmic_1240158,-0.460751949893855,1240158
cosmic_1298529,-0.46082235028481533,1298529
cosmic_907300,-0.46088926307570477,907300
cosmic_1240168,-0.46099130112224157,1240168
cosmic_909974,-0.4610682152369931,909974
cosmic_910849,-0.46111303109880936,910849
cosmic_907290,-0.46116592661391503,907290
cosmic_1298531,-0.46130636682952053,1298531
cosmic_1327774,-0.46139204745519846,1327774
cosmic_908142,-0.4614648236615303,908142
cosmic_907298,-0.461492787280767,907298
cosmic_1240141,-0.46151684673801735,1240141
cosmic_925347,-0.461560461042385,925347
cosmic_908475,-0.4615693216065925,908475
cosmic_909719,-0.4616049946510878,909719
cosmic_905961,-0.46165344133683617,905961
cosmic_749709,-0.46181157322372246,749709
cosmic_724812,-0.46181481623908294,724812
cosmic_949157,-0.46181542268291553,949157
cosmic_905982,-0.46183535335485054,905982
cosmic_905975,-0.46190641127533383,905975
cosmic_909736,-0.4619108107863718,909736
cosmic_753614,-0.462188320734651,753614
cosmic_905960,-0.46220747670086393,905960
cosmic_1298136,-0.4622198243201633,1298136
cosmic_1503370,-0.46224170241545426,1503370
cosmic_908473,-0.4622746097707675,908473
cosmic_907281,-0.462308761570501,907281
cosmic_907796,-0.4623241002349746,907796
cosmic_907391,-0.46234997664066446,907391
cosmic_906803,-0.4624101596805731,906803
cosmic_687506,-0.46245556727228765,687506
cosmic_1503371,-0.46250986571422786,1503371
cosmic_910932,-0.46261758790564145,910932
cosmic_687588,-0.4626915620972472,687588
cosmic_906832,-0.462773611099368,906832
cosmic_906814,-0.4628469006891496,906814
cosmic_753555,-0.46288212664174766,753555
cosmic_1240128,-0.4629966191623937,1240128
cosmic_909740,-0.4630399168100901,909740
cosmic_1240183,-0.46309080936124597,1240183
cosmic_1298351,-0.4630936156510453,1298351
cosmic_930083,-0.46310258335799703,930083
