,MB009
42MGBA,0.04682106688579193
KMS26,0.046408411143046883
MKN7,0.04640058975884108
8505C,0.045935147685757655
A673,0.04581587627332602
WM983B,0.04535604523662839
SW48,0.0452942003034089
HS695T,0.04451253577082516
RPMI8402,0.04446822968857784
DEL,0.04429032440707735
T98G,0.04386805930147157
KNS60,0.04384924776274157
LP1,0.04352414818974306
SCC25,0.043446936054371506
MHHES1,0.0432485449819513
KYSE70,0.04287435634596221
KP4,0.04279634862358822
JURKAT,0.04271287434977697
SNU423,0.04200079454500957
NCIH520,0.041608745269629856
NCIH1792,0.041533981885295446
NCIH2172,0.041263769529577096
SF126,0.041073226532006346
OVMANA,0.040596582566120525
HS852T,0.04037379089418748
CALU3,0.04013412407169422
NCIH1650,0.039763387071592375
8MGBA,0.0395841570049246
HS939T,0.039569810146767664
L428,0.039496184619914394
WM115,0.039226438461700076
NCIH1693,0.03878432737923129
MALME3M,0.03863691177826274
RVH421,0.038536551566432625
GMS10,0.0384864283582644
SKOV3,0.03810934985812257
YKG1,0.03761904352508586
HCC44,0.03750289553114279
HCC1806,0.037394918848021146
VMRCRCZ,0.03736575480078972
HS944T,0.03735774861010154
C2BBE1,0.03702748346413526
MEG01,0.03681739540896727
SNU182,0.036759401864083475
A2058,0.03658184960932833
MFE296,0.036171656997171404
JHH7,0.03573326076128609
HS683,0.035588344732985784
C32,0.03546503551615069
SNU16,0.03508067535154807
JHUEM2,0.03417917407968956
SUDHL10,0.033870448018929356
SKHEP1,0.0338304265044314
A253,0.03380276445761546
HMC18,0.033771624171032584
SW1417,0.03362539467767425
TE1,0.033154463350303615
MDAMB453,0.0330074279876936
ONCODG1,0.03289331826790313
NCIH1563,0.03279023785396479
P12ICHIKAWA,0.03257017709881893
OC314,0.03244451871075397
GB1,0.03226751229815264
TE11,0.03203654731840275
NCIH2122,0.03195127678749027
NCIH322,0.03131111051812065
GAMG,0.03125936901018744
SW900,0.031155696340630926
KHM1B,0.03052221363307406
GI1,0.030405462800675187
LOUNH91,0.029940429975273315
769P,0.02986355650319911
HDMYZ,0.029814257573456328
RERFGC1B,0.028810260493048193
BCPAP,0.028516084265919988
HS229T,0.028322470938397355
HCC4006,0.028197579710995353
NCO2,0.028080929433203533
MOLP8,0.027988910699118977
FADU,0.02746702576118471
BXPC3,0.027428755365996357
SKLU1,0.027408682271576803
GCT,0.027280965373453876
NCIH2023,0.027280556828033403
SW1271,0.02686452984560715
T24,0.026668240360106545
RL952,0.025990859867300594
WM1799,0.025583746284360564
NCIH226,0.025394160360992606
HS294T,0.02532028243490653
NUGC4,0.02530712099378924
SF295,0.025142320067251946
SJSA1,0.024475528415559184
SW480,0.024167088090531662
MDAMB415,0.0239512547040948
NCIH1568,0.02357742769053251
NCIH1355,0.023564019171914214
CAL851,0.023549442350122667
NCIH2030,0.02333267399405388
TYKNU,0.023269666363318665
NCIH2228,0.02287362031004549
PSN1,0.022742061993041914
HS766T,0.022707655495200152
KARPAS620,0.022676896193595433
COV504,0.022246201963537108
TCCSUP,0.021820201736456126
SW1990,0.02153639959936029
SUDHL4,0.021285703709756142
SKMEL31,0.02079649596865274
SKLMS1,0.020603139769014598
KMM1,0.02059980320338703
SUPM2,0.02059260260488369
SCABER,0.01996874644764653
MPP89,0.019952551578173917
HEPG2,0.019894241982701115
U87MG,0.01972425830843441
HLF,0.019655047457574685
SKMES1,0.01964120243806
639V,0.019197801295026212
LOXIMVI,0.01918946221363087
CI1,0.019144146015858267
LN18,0.018886172175865242
HS746T,0.01867542401565534
SH10TC,0.0180242416076541
MOLT16,0.01800642969660637
KP2,0.01800368825300354
KNS42,0.017913595001229944
NCIH1573,0.017747620387672775
NCIH2085,0.017729675902499985
PANC0327,0.017624172186725153
GRANTA519,0.017310804529111445
MDAMB175VII,0.01726314866638267
HS895T,0.017116400771892068
EBC1,0.017021494815947242
BFTC909,0.016979846458613498
OVTOKO,0.016811775656524197
HSC2,0.016755644633293196
G402,0.016408265648621814
LCLC103H,0.016337975698008902
RERFLCMS,0.01609135293410381
MORCPR,0.015853739561729654
RT112,0.015361561332097963
CAMA1,0.015284664483637996
COLO320,0.015100806865283709
KNS81,0.014910187278282855
U937,0.014649102062218882
OV90,0.014546639325719842
SIGM5,0.014497443669097023
PLCPRF5,0.014234168935953091
RPMI7951,0.013910428813596358
HCC1187,0.013297720671495823
MDAMB468,0.013257909924476768
NCIH1869,0.013220628618667001
HS578T,0.012895303945594305
OPM2,0.012608390403728915
CAKI2,0.012369172553311911
HUPT4,0.012293192708283746
KP3,0.012011843218705399
HS840T,0.0115731035940178
MCF7,0.01143535660355347
SU8686,0.01134843970685376
NCIH1648,0.011291745723168939
LUDLU1,0.011093812122250036
ASPC1,0.01081721509793126
SKBR3,0.01034616967408999
REH,0.01012586372667531
COLO678,0.009658670790568152
ONS76,0.00830574671461557
EFO27,0.00809319773992299
CAL12T,0.00756696123530422
KYSE520,0.007244094635885412
LN229,0.006895168644889999
CORL105,0.006818466792736683
KCL22,0.006503178267946812
JHH6,0.00644398958024336
HCC70,0.005662410157581928
HT,0.005263898632023511
HEC251,0.005205859728638397
AU565,0.00488861886222982
CCK81,0.004649552372590997
HT1197,0.004565832864160642
MC116,0.004287925773956079
MEC1,0.004157507948980055
NCIH647,0.004032318587030955
JHH2,0.003903100146476828
DOHH2,0.003831607511317778
CAPAN2,0.0036803426170079223
KASUMI2,0.0036259464948725285
NCIH28,0.0035734357532536823
PFEIFFER,0.002786685205068969
PK45H,0.002770445443317796
SUPT1,0.002525931742382613
HUPT3,0.0022591240106700316
P3HR1,0.0009988720323924167
SNUC2A,0.0006336944393547569
HT1080,-0.0004683829751260447
RKO,-0.0007013011684957616
SNU449,-0.0010736804757066464
NCIH1339,-0.0011238980287140718
EFM19,-0.0013058959957141002
HPAFII,-0.0021129455990029165
AMO1,-0.0025479837252694215
JM1,-0.003785950658845445
KU812,-0.0038987042715500054
L363,-0.004504901867540352
HUT78,-0.004744103089388821
KYM1,-0.004845126047677167
NCIH2087,-0.00492578108347937
KMS12BM,-0.004931262375069048
L33,-0.004972483613162184
KYSE510,-0.005192940713364359
AN3CA,-0.005208236850116946
SUDHL8,-0.005296176044601018
NCIH2452,-0.005672647093636586
JVM3,-0.00568578117159659
HEP3B217,-0.00571452116330733
PANC1005,-0.005950256752558001
KMBC2,-0.005989485768160201
U118MG,-0.006215043565042478
SKMM2,-0.006246379859296137
KG1,-0.006384256888698601
NCIH1793,-0.006778256849149473
TEN,-0.007191891301354333
HEC59,-0.007462275811584203
GCIY,-0.007751632257823651
TOLEDO,-0.007881327220930875
MCAS,-0.008334570524650987
HEC1A,-0.008391077848869536
HT29,-0.008623044920504096
COLO201,-0.008864916513586748
SNU387,-0.00898983338703254
RT4,-0.009115765243519125
KE97,-0.009276044904312568
HPAC,-0.009522820350507704
RERFLCAI,-0.009659970456459159
JHH5,-0.010028011678070842
NUGC3,-0.010037147881309744
PANC0203,-0.010062140262106842
PC14,-0.010097129839497539
SQ1,-0.010185836806639068
NCIH1975,-0.010296771596036513
KO52,-0.010592029904253002
EFO21,-0.010600818087822312
LS411N,-0.01081625570548913
ZR7530,-0.01126694724495372
SNU1,-0.012222989753882264
T47D,-0.013010534782492077
KARPAS299,-0.013282690271557932
KARPAS422,-0.014492955772033458
HCC827,-0.014767611168928677
697,-0.015157728614598744
DV90,-0.015214502739778231
IGROV1,-0.01583098390737268
SW780,-0.016174347109426536
HCC56,-0.01619759249630265
HH,-0.016350077605616603
TE9,-0.016397358584460026
PANC0403,-0.016492144125316244
PATU8902,-0.01690745080703221
J82,-0.01710342354851812
TE15,-0.0173336115157466
LS123,-0.01747933265298456
HT1376,-0.019189768437838685
NCIH1373,-0.02090666287605867
KE39,-0.02090885431212442
IALM,-0.02174244604102256
TOV21G,-0.0224623223004459
OCUM1,-0.02248291150378374
HUH1,-0.023003636444439264
SW620,-0.02340815279031356
SNGM,-0.023726475921281014
EB1,-0.024024422158638967
HCC78,-0.024070841523852134
OE33,-0.025460435018978787
BT20,-0.02572053784516043
HCC2935,-0.026163725413514333
KYSE150,-0.02695564523442742
CORL23,-0.0273218308121108
SCC9,-0.02783641039249399
BDCM,-0.028429958807983234
JHH4,-0.02961925583741559
MDAMB435S,-0.03208857580601832
KYSE140,-0.03313170859250821
HEC151,-0.03367678014856345
NCIH1944,-0.033788960277531144
PK1,-0.03386782061259958
RAJI,-0.034850576291488786
OCIAML5,-0.03486909583189157
HEC1B,-0.03597214205701193
MINO,-0.03713924543972362
HDQP1,-0.03843867403339646
LS513,-0.038452549896959884
SKCO1,-0.03879532860445911
TE5,-0.03923475933990312
HEC6,-0.04037273117012104
NCIH358,-0.040835349817352026
MONOMAC1,-0.04088007931636267
NCIH1915,-0.04151954202338384
KYSE30,-0.0429786953774703
T84,-0.04363168784242855
OCIAML2,-0.044664591243143426
F36P,-0.046328341988124064
ALLSIL,-0.046604799118156535
NCIH2009,-0.049663179615126556
HEC265,-0.05114232121675439
P31FUJ,-0.053214596348153446
NCIH3255,-0.054028091394773756
PK59,-0.05418419826931829
NCIH441,-0.06436311341851311
IM95,-0.06978342140708226
NCIN87,-0.11603609937941735
