,MB009
UMUC3,0.06154719216243148
NCIH1703,0.061529163586283055
NCIH727,0.06148685637709661
ISHIKAWAHERAKLIO02ER,0.06133902704485107
IGR39,0.061088559897590426
KURAMOCHI,0.060884122837387034
HCC1588,0.06080890443281065
OVK18,0.06069160495537344
JHOS2,0.06044864471300473
CAL148,0.05991970364096886
SW1353,0.05944050634861654
SNU503,0.05908649720519734
DBTRG05MG,0.059084650179557816
NCIH2170,0.0588175050714946
BT549,0.0587385586602705
RH30,0.05860158049980793
PECAPJ34CLONEC12,0.0585805923792614
FU97,0.05848838569058768
CALU6,0.05839523954664674
SBC5,0.057712875790711146
HCT116,0.057345959756945
8305C,0.057061522168068715
MFE319,0.056994225469502224
HT144,0.056944262774375656
JMSU1,0.05690682420355695
OVCAR4,0.05671638624051515
ML1,0.056609772326958775
G401,0.05659752617637007
TUHR10TKB,0.05649821966000032
NCIH1666,0.05646751693428826
786O,0.056307429088246944
NCIH1755,0.05589305356499642
COV318,0.05555965649013356
HCC95,0.055517568268059876
BT474,0.055004614449978104
SF539,0.05473226921019203
SNU738,0.05467700332966914
SNU1272,0.054456742780177224
NCIH2444,0.05437600653776211
EFE184,0.05428615512514684
HS822T,0.05407283250690771
MKN74,0.0538851599254426
NCIH841,0.05382561462844952
HGC27,0.053514531978538366
HMCB,0.05324968512181647
MESSA,0.053204627162034626
HS839T,0.053182779920982415
PECAPJ41CLONED2,0.05278463678876408
SNB75,0.05209131163480006
HCC1395,0.05156991182363617
NCIH23,0.05152565230342541
HS729,0.051386349456050986
CCFSTTG1,0.05077331888929266
DETROIT562,0.05068997895502397
CAS1,0.050094084157123395
ACHN,0.05009120235831751
SKMEL30,0.04980020183228664
DKMG,0.04956861158436246
KALS1,0.04919272277134323
KMRC1,0.04890411698236707
MDAMB157,0.04884524144199338
PC3,0.0486763291462762
OE21,0.04865256195093908
NCIH650,0.04863554093120334
HCC15,0.04862525735924837
A172,0.04824797335167025
KMRC3,0.048238656236196525
OVCAR8,0.048180155053204256
HELA,0.04803893301511746
HUCCT1,0.04799007333471844
A498,0.04777427838096668
A101D,0.04767479958603615
PATU8988S,0.047609342182276825
LI7,0.04736418674745125
HEYA8,0.0473444315477742
NCIH460,0.04733101680404872
MKN1,0.04712431954155713
HCC1569,0.04702962129177775
RKN,0.04699711845919485
LU99,0.04696691965537204
42MGBA,0.04682106688579193
HCC1195,0.04677604886944243
MKN7,0.04640058975884108
IGR1,0.04630195364878386
8505C,0.045935147685757655
A673,0.04581587627332602
WM983B,0.04535604523662839
SW48,0.0452942003034089
SNU81,0.04465109399595776
NCIH1395,0.04404545233243922
SW1116,0.04404442838338286
T98G,0.04386805930147157
KNS60,0.04384924776274157
VMCUB1,0.04348786326556298
SCC25,0.043446936054371506
SNU216,0.04342664832930765
NB1,0.04340555192254639
MHHES1,0.0432485449819513
KYSE70,0.04287435634596221
KP4,0.04279634862358822
CAL51,0.04278741930236708
JURKAT,0.04271287434977697
LMSU,0.04211164398222841
TUHR14TKB,0.0420111709077118
SNU423,0.04200079454500957
BICR6,0.041830649075009135
SH4,0.04177447016638187
HSC3,0.04171824985634297
NCIH520,0.041608745269629856
NCIH1792,0.041533981885295446
NCIH2172,0.041263769529577096
SF126,0.041073226532006346
CAL120,0.04073167471384214
SNU668,0.0405770198088997
HS852T,0.04037379089418748
CALU3,0.04013412407169422
NCIH1650,0.039763387071592375
8MGBA,0.0395841570049246
SNU899,0.03923169144840602
WM115,0.039226438461700076
NCIH1693,0.03878432737923129
MALME3M,0.03863691177826274
BICR31,0.03860978803731687
RMGI,0.038504859918156394
PECAPJ49,0.03849130214948596
GMS10,0.0384864283582644
KG1C,0.038241099110841906
SKOV3,0.03810934985812257
KU1919,0.03804076898121277
YKG1,0.03761904352508586
HCC44,0.03750289553114279
BFTC905,0.037473961793643776
HCC1806,0.037394918848021146
VMRCRCZ,0.03736575480078972
HS944T,0.03735774861010154
FTC238,0.03725069663493391
C2BBE1,0.03702748346413526
SNU182,0.036759401864083475
A2058,0.03658184960932833
COV644,0.03656812297916108
SNUC4,0.03643577501143874
BICR56,0.03641745122947972
BC3C,0.036321835751732374
CAKI1,0.03621283327065319
MFE296,0.036171656997171404
COLO800,0.03610388824776671
HCC2279,0.0359688600577649
HS683,0.035588344732985784
C32,0.03546503551615069
JHUEM3,0.03443722591495057
JHUEM2,0.03417917407968956
GOS3,0.033873917417516795
SKHEP1,0.0338304265044314
A253,0.03380276445761546
HMC18,0.033771624171032584
SW1417,0.03362539467767425
LNCAPCLONEFGC,0.03360525054371305
SNU626,0.03352839902509107
TE1,0.033154463350303615
BICR22,0.033029847347076514
MDAMB453,0.0330074279876936
SNU46,0.032987971006896606
ONCODG1,0.03289331826790313
NCIH2291,0.03280181464011747
NCIH1563,0.03279023785396479
OC314,0.03244451871075397
GB1,0.03226751229815264
TE11,0.03203654731840275
NCIH2122,0.03195127678749027
HS888T,0.03134878735757645
NCIH322,0.03131111051812065
GAMG,0.03125936901018744
JHOC5,0.03082325755457261
GI1,0.030405462800675187
YAPC,0.030063246095162654
LOUNH91,0.029940429975273315
769P,0.02986355650319911
HDMYZ,0.029814257573456328
JHUEM7,0.02960258132754965
253J,0.0293096918998786
MDAMB231,0.02921231656914824
SNU466,0.028560895864858358
BCPAP,0.028516084265919988
HCC1143,0.02844445055622103
RCC10RGB,0.028346804158222876
SNU201,0.028318916507963168
HCC4006,0.028197579710995353
MOLP8,0.027988910699118977
FADU,0.02746702576118471
BXPC3,0.027428755365996357
SKLU1,0.027408682271576803
GCT,0.027280965373453876
NCIH2023,0.027280556828033403
SNU489,0.02688455706600205
SW1271,0.02686452984560715
T24,0.026668240360106545
EKVX,0.026590292316054708
CAL62,0.026046023643686817
OV56,0.02601610239850191
RL952,0.025990859867300594
M059K,0.02564942259511565
WM1799,0.025583746284360564
NCIH226,0.025394160360992606
HS294T,0.02532028243490653
SF295,0.025142320067251946
SJSA1,0.024475528415559184
SNU1214,0.024448585445548843
CAL29,0.024239829715566666
KMH2,0.024101847581596322
NCIH1734,0.02398378809885083
CW2,0.0239526462751472
MDAMB415,0.0239512547040948
HOP62,0.02377109290413007
SNU410,0.02364212621194772
NCIH1568,0.02357742769053251
NCIH1355,0.023564019171914214
CAL851,0.023549442350122667
NCIH2030,0.02333267399405388
SNU1077,0.023308091591265408
TYKNU,0.023269666363318665
NCIH2228,0.02287362031004549
PSN1,0.022742061993041914
HS766T,0.022707655495200152
CAL54,0.02257840537189625
YD8,0.022349383117131746
NCIH2405,0.022096687363345364
CL11,0.02188106327417749
TCCSUP,0.021820201736456126
SW1990,0.02153639959936029
SKMEL31,0.02079649596865274
ECGI10,0.02068694006192818
SKLMS1,0.020603139769014598
SNU1041,0.020329335827224286
SNU840,0.020270369206292528
SCABER,0.01996874644764653
MPP89,0.019952551578173917
HEPG2,0.019894241982701115
SNU1105,0.01977563091973232
U87MG,0.01972425830843441
HLF,0.019655047457574685
SKMES1,0.01964120243806
639V,0.019197801295026212
LOXIMVI,0.01918946221363087
LN18,0.018886172175865242
HS746T,0.01867542401565534
CMLT1,0.018673141352669387
SNUC5,0.01861760455219453
SH10TC,0.0180242416076541
KP2,0.01800368825300354
NMCG1,0.01792745235342098
KNS42,0.017913595001229944
AGS,0.017889638997695488
U251MG,0.017833735854489628
SNU8,0.017769641588849555
NCIH1573,0.017747620387672775
NCIH2085,0.017729675902499985
647V,0.017658581083065075
PANC0327,0.017624172186725153
HS895T,0.017116400771892068
EBC1,0.017021494815947242
BFTC909,0.016979846458613498
SNU1079,0.0168815877879481
OVTOKO,0.016811775656524197
HSC2,0.016755644633293196
JHOM1,0.01651713419569426
G402,0.016408265648621814
LCLC103H,0.016337975698008902
RERFLCMS,0.01609135293410381
MORCPR,0.015853739561729654
RT112,0.015361561332097963
CAMA1,0.015284664483637996
KNS81,0.014910187278282855
TM31,0.014618964871727277
OV90,0.014546639325719842
SW1710,0.014337263331406898
PATU8988T,0.0143341000644069
PLCPRF5,0.014234168935953091
SW1783,0.01405082472009441
SNU478,0.013916795211832263
RPMI7951,0.013910428813596358
MDAMB468,0.013257909924476768
NCIH1869,0.013220628618667001
HS578T,0.012895303945594305
CAKI2,0.012369172553311911
HUPT4,0.012293192708283746
KP3,0.012011843218705399
MCF7,0.01143535660355347
SU8686,0.01134843970685376
RERFLCAD2,0.011130623739113343
LUDLU1,0.011093812122250036
ASPC1,0.01081721509793126
HCC2108,0.010689626778827281
HSC4,0.010664863304060967
SKBR3,0.01034616967408999
PANC0813,0.010135909429540887
CAL33,0.009919028379002246
HT55,0.009771884618826533
COLO678,0.009658670790568152
KPL1,0.009257387544320091
OVISE,0.009200119031438499
SCC4,0.00834182599199291
ONS76,0.00830574671461557
EFO27,0.00809319773992299
2313287,0.007595685907198641
CAL12T,0.00756696123530422
SNU245,0.007463741552888823
KYSE520,0.007244094635885412
LN229,0.006895168644889999
CORL105,0.006818466792736683
HEL,0.006553932786062312
KCL22,0.006503178267946812
PANC1,0.0057446918229144455
HEC251,0.005205859728638397
SNU886,0.005145809437266217
AU565,0.00488861886222982
PECAPJ15,0.004739163275252163
NCIH1623,0.004738140940743105
CL34,0.004727501309802455
CCK81,0.004649552372590997
HT1197,0.004565832864160642
DANG,0.004550279637435818
LOVO,0.00445328720168258
ACCMESO1,0.004180076404917471
NCIH647,0.004032318587030955
JHH2,0.003903100146476828
CAPAN2,0.0036803426170079223
SNU61,0.0036429805591963772
KASUMI2,0.0036259464948725285
NCIH28,0.0035734357532536823
PK45H,0.002770445443317796
HCC366,0.002713615207521926
HUPT3,0.0022591240106700316
LS1034,0.0018149727405158364
KMRC20,0.0014382843435475983
CJM,0.0013624395638522472
SNUC2A,0.0006336944393547569
NCIH2126,0.00024650052559763115
HCC38,0.00022875062352010897
HOP92,-0.00010518254470351334
LAMA84,-0.000175808303147707
HCC1500,-0.00036992523796449344
HT1080,-0.0004683829751260447
RKO,-0.0007013011684957616
SNU449,-0.0010736804757066464
NCIH1339,-0.0011238980287140718
JVM2,-0.0019596813605317802
HPAFII,-0.0021129455990029165
SNU761,-0.004124839585412425
KYM1,-0.004845126047677167
NCIH2087,-0.00492578108347937
L33,-0.004972483613162184
KYSE510,-0.005192940713364359
AN3CA,-0.005208236850116946
NCIH2452,-0.005672647093636586
HEP3B217,-0.00571452116330733
PANC1005,-0.005950256752558001
KMBC2,-0.005989485768160201
U118MG,-0.006215043565042478
SNU1033,-0.0064386090823799905
AM38,-0.00664097253152926
253JBV,-0.006708072249299738
NCIH508,-0.0067760500203459285
NCIH1793,-0.006778256849149473
CAPAN1,-0.007145713180770651
SW948,-0.00719415574854528
HEC59,-0.007462275811584203
JHH1,-0.00780047263752041
SNU213,-0.008121852144414764
MCAS,-0.008334570524650987
HEC1A,-0.008391077848869536
HT29,-0.008623044920504096
COLO201,-0.008864916513586748
SNU387,-0.00898983338703254
RT4,-0.009115765243519125
SKUT1,-0.009332482677242489
HPAC,-0.009522820350507704
RERFLCAI,-0.009659970456459159
JHH5,-0.010028011678070842
NUGC3,-0.010037147881309744
PANC0203,-0.010062140262106842
PC14,-0.010097129839497539
SQ1,-0.010185836806639068
EFO21,-0.010600818087822312
LS411N,-0.01081625570548913
LXF289,-0.011028225212981116
ZR7530,-0.01126694724495372
SNU1076,-0.011443324684240499
BHT101,-0.011880722210330564
BHY,-0.012104038956504281
PANC0504,-0.012737975442349501
T47D,-0.013010534782492077
HUH6,-0.013645625213845613
HCC827,-0.014767611168928677
DV90,-0.015214502739778231
IGROV1,-0.01583098390737268
HCC56,-0.01619759249630265
TE9,-0.016397358584460026
HEC50B,-0.016435427752530082
PANC0403,-0.016492144125316244
PATU8902,-0.01690745080703221
OSRC2,-0.017034944299738772
SNU719,-0.017146209575366417
LS180,-0.017157211807518644
TE15,-0.0173336115157466
LS123,-0.01747933265298456
OUMS23,-0.01774994125653588
RERFLCAD1,-0.017978081067722876
HT1376,-0.019189768437838685
CFPAC1,-0.0198094470672972
SNU1196,-0.019863126809514513
LCLC97TM1,-0.020153269445954084
OE19,-0.020588423527018326
NCIH1373,-0.02090666287605867
KE39,-0.02090885431212442
SNU869,-0.02128946526794147
HCC1937,-0.021521121398857177
IALM,-0.02174244604102256
TOV21G,-0.0224623223004459
OCUM1,-0.02248291150378374
HCC1428,-0.022880820582423522
HUH1,-0.023003636444439264
HCC1419,-0.023209895252533738
SW620,-0.02340815279031356
SNGM,-0.023726475921281014
HCC78,-0.024070841523852134
HT115,-0.0249733003436278
OE33,-0.025460435018978787
GSU,-0.025637648572696837
BT20,-0.02572053784516043
HCC2935,-0.026163725413514333
KYSE150,-0.02695564523442742
SNU601,-0.026986489971829883
NCIH1435,-0.0272617668515522
SNU1066,-0.02741539745730648
NCIH2110,-0.027604898673657452
SCC9,-0.02783641039249399
JHH4,-0.02961925583741559
DLD1,-0.03021761999298883
COLO680N,-0.030338867161196038
HCC202,-0.031266215210370436
MDAMB435S,-0.03208857580601832
HS611T,-0.032201275018573554
NCIH1838,-0.032667021035503535
KYSE140,-0.03313170859250821
RCM1,-0.03347901728765558
HEC151,-0.03367678014856345
NCIH1944,-0.033788960277531144
PK1,-0.03386782061259958
JHUEM1,-0.034422720392107475
HEC1B,-0.03597214205701193
SNU308,-0.03801434134435312
HDQP1,-0.03843867403339646
LS513,-0.038452549896959884
SKCO1,-0.03879532860445911
TE5,-0.03923475933990312
HEC6,-0.04037273117012104
NCIH358,-0.040835349817352026
NCIH1915,-0.04151954202338384
KYSE30,-0.0429786953774703
NCIH2342,-0.04357212638805149
T84,-0.04363168784242855
ALLSIL,-0.046604799118156535
NCIH2009,-0.049663179615126556
KM12,-0.050079902565080756
SNU407,-0.0507254341368389
HEC265,-0.05114232121675439
PK59,-0.05418419826931829
HEC108,-0.05654942267143744
NCIH838,-0.057738585159634835
NCIH441,-0.06436311341851311
IM95,-0.06978342140708226
NCIN87,-0.11603609937941735
