,RCMB28
D283MED,0.30532918701944955
NCIH524,0.2819532574166489
HCC33,0.21779263635268217
DMS273,0.2163859042176665
NCIH1184,0.20768940045726053
NCIH1155,0.1972592658830511
NCIH1341,0.18226348519549468
NCIH446,0.1645697384732542
IMR32,0.16097597824832147
COLO668,0.1556961307922726
NH6,0.15212565986831275
NCIH2029,0.14262580764897761
KNS62,0.1394816818953732
FTC133,0.13815899563307882
DU145,0.13770124578320964
CORL95,0.13569057059622297
HCC1833,0.13504614405036056
SKNDZ,0.12864602593320987
NCIH810,0.1286285053337517
KELLY,0.12708399420786837
LK2,0.12237191846667844
KYSE450,0.1199607126548865
SW1463,0.11719980157014409
CADOES1,0.11664872372983573
5637,0.11604429302752328
SKNFI,0.11601015564540361
FUOV1,0.11597167600057041
DMS114,0.11521374069296002
QGP1,0.1145606647508785
SNU503,0.11259497985229155
MHHNB11,0.10846604500002155
NCIH2196,0.10594324225778247
MSTO211H,0.10467209213126744
BICR18,0.10449458960486152
DAOY,0.10442464225193723
SUIT2,0.10439222435024574
NCIH522,0.10425670580847325
HCC1954,0.10302030595235695
BICR16,0.10250542942054565
BEN,0.10033166269296648
KPNSI9S,0.0994474101003591
TE14,0.09849031356759623
NCIH661,0.09734829533479548
CAL27,0.09711981051732727
NCIH747,0.09670763264946826
SNU119,0.0947973000036769
DMS454,0.09397891316724176
SIMA,0.09291532927440069
ECC12,0.09241512439375113
UBLC1,0.09190944133020329
NCIH196,0.09143610606334768
VCAP,0.0899626353218051
TE441T,0.08994472453628544
SNU475,0.08949389262454156
22RV1,0.08914950885071642
NCIH1299,0.0891128071748285
HARA,0.08903484257549733
SKMEL3,0.08856423841804979
RH41,0.0885547809884268
KPNYN,0.08819400262673757
TE6,0.08790981403667698
ESS1,0.08716288257074938
ISTMES1,0.08692293954395812
PECAPJ34CLONEC12,0.08689191645513805
HCC1171,0.08640219368821439
TT2609C02,0.08528342300371657
COLO792,0.0852047680797929
SKNBE2,0.0849942089954503
NCIH1693,0.08492104760010648
NCIH727,0.08490769868132614
OVCAR8,0.08441897712200265
SNU878,0.08401003487459442
SW1573,0.08389285799631653
NCIH2286,0.08314949792137169
CAOV3,0.0828844810307236
ECC10,0.08284595755088606
DMS53,0.08283577024342065
SF268,0.08256374874321837
CHAGOK1,0.08231039379846476
KLE,0.08215356972301995
U2OS,0.08123855365366428
NCIH23,0.08088989688223686
TE10,0.08028726317304798
SNU398,0.07990899121856307
ES2,0.07948901792691386
JL1,0.0790075562858387
RH18,0.07876791119939393
MDAMB361,0.07876242191413596
NCIH2052,0.07820106400673145
HCC95,0.07805443859593321
JHOS2,0.07797161436536201
SW579,0.07781864498899461
TE8,0.07780601562449457
KMS11,0.07772353506861993
NCIH1651,0.07747381928662046
NCIH520,0.07685710423954475
TE4,0.07667690017159966
T3M10,0.0754242587955201
SAOS2,0.07455362264612758
YH13,0.07433419674988442
NCIH2444,0.07357075149190229
MDST8,0.07347008176247907
BICR6,0.07328584042255419
SCC25,0.07261614734004292
COV362,0.07192385457175494
KYSE180,0.07173486472310057
DETROIT562,0.07136759266382431
G292CLONEA141B1,0.07086131919060047
ISHIKAWAHERAKLIO02ER,0.06975428637146266
YD38,0.06917056873171434
SKNSH,0.06896799011851992
IGR37,0.06888740528414981
SBC5,0.06860725426215113
HCT116,0.0684744105694122
SKES1,0.06838321344634163
NCIH1792,0.06768494428919719
WM793,0.06758512217047263
JIMT1,0.06686773053183186
NCIH1734,0.06675899570932221
NCIH841,0.06659785793144238
RH30,0.06575360612228887
SF539,0.06562418308979114
NCIH1581,0.06555276889982826
RD,0.0655378897850542
HCC1438,0.06544809135490012
TOV112D,0.06484757171827334
HCC1195,0.0640685675500453
CAL148,0.0637518470805123
COV434,0.06366662414219203
OC314,0.0629350702386354
ZR751,0.06286253793964268
NCIH2170,0.062497667981518
NCIH1755,0.062081408875872324
GOS3,0.061745955050624336
BT549,0.0616496494424198
CHP212,0.0616144891383432
OVCAR4,0.0610168327736968
SKMEL28,0.060437636031032416
OE21,0.0601591353497613
JMSU1,0.060058774823029404
ML1,0.06000120407994137
HCC1569,0.05999601391907898
KYSE70,0.05988813523595571
HSC3,0.059823954338990605
A2780,0.0596882737281809
TCCPAN2,0.059528437500481785
HCC1588,0.0592538913280965
VMRCRCW,0.05897195591987885
BFTC905,0.058663105665117114
A498,0.058638400517327806
SNU738,0.0585089084518407
RKN,0.058016622514822425
LMSU,0.057868798186663
OAW28,0.05777958775923506
NCIH1666,0.05775415911606062
TUHR4TKB,0.05705064072250272
OV7,0.0569955960666559
SKNMC,0.05690885596408212
MKN45,0.05685372767893471
HCC1806,0.05634441669777185
SW1116,0.055756029463015146
A204,0.05517851009914082
NCIH211,0.054853093986816565
NCIH2172,0.054752742846150906
8MGBA,0.0547182712255346
DBTRG05MG,0.053670182683750976
EPLC272H,0.05354888502293968
HMCB,0.053444696823460286
CAKI1,0.0532349519436528
A375,0.05300239339966293
G361,0.0529257175772099
JHUEM3,0.05279442497153341
BC3C,0.05268839016836203
MKN1,0.05242277442028206
HCT15,0.05240924075601098
SKMEL5,0.05240276684517667
WM2664,0.05229862187353811
BICR56,0.052006494250333185
IGR39,0.051440743561524734
HUH28,0.05121147656656247
SNU423,0.051182850873094154
MDAMB157,0.05062046022183773
CAL120,0.05028098258517015
HCC15,0.05015508901423908
HS940T,0.049943662001125495
FADU,0.049714210450945484
HGC27,0.04889785870272621
HS688AT,0.0483885132985065
MPP89,0.047932096015400695
647V,0.047847963673286496
ACHN,0.047742754760882175
JHOC5,0.04771895596494846
YD10B,0.04735599478572354
NCIH1650,0.04706937896785356
SNU216,0.04582552168106909
HCC1395,0.04557311777945391
MELJUSO,0.04537810548423072
OVK18,0.045344341304031685
EFE184,0.04525012521893951
GB1,0.04446013536926545
SKHEP1,0.04445376456543778
SNU899,0.044276453013195285
BICR31,0.044144237101827785
CW2,0.043865114492186635
EN,0.04381325792811584
EFM192A,0.04368720281573077
NCIH650,0.04365101458718892
KMRC3,0.043159610827423166
CALU6,0.043056560344736365
SNB75,0.04297839640300733
NCIH1703,0.04297331342879634
WM115,0.042933279934004906
A253,0.04282488234054454
SW1417,0.04276452560499938
A549,0.0427393800845413
SCABER,0.04250348430986188
G401,0.04239486720829133
SW1088,0.0423463601298723
HDMYZ,0.042321112219349255
KMRC2,0.04222490472958015
NCIH1573,0.04193656909608042
253J,0.04192343165438812
JHOM1,0.04168809059390354
C2BBE1,0.0414265029462677
MELHO,0.0414112546874157
NCIH322,0.04118922850552735
8305C,0.04105576016120478
SNU685,0.041007679275042244
PECAPJ41CLONED2,0.04080950533088569
YD15,0.040786126829039517
FTC238,0.040660348586289044
SNU182,0.040539938595480295
T98G,0.04026088438724586
HS852T,0.04008049483845176
VMRCRCZ,0.03933160651197875
HS822T,0.039262509049562536
KURAMOCHI,0.039178913199014787
HCC4006,0.03911147137982555
CALU3,0.03908741840384207
HCC44,0.039051256791454304
HOS,0.03900968228111757
HS683,0.038882116818136046
SNU1214,0.03850138218950684
HS936T,0.03836770198826358
PECAPJ49,0.03835033426413971
K029AX,0.03833806717245225
SNU1077,0.03831527181745458
KP4,0.03827692904388841
ECGI10,0.03826581479765901
SNU626,0.03793741022576414
KYSE410,0.03785088655431941
SKMEL24,0.037727340381897755
NCIH460,0.03771208239044611
SCC4,0.03752086119998991
SW1271,0.0372082017672323
CAL54,0.03712850992859601
HS729,0.037114716763279106
KMH2,0.037002890403134134
GCT,0.03696893460714261
NCIH2023,0.03668298526403764
BICR22,0.03649539792699998
UMUC3,0.03630607206272645
DKMG,0.036066482621032334
SW1353,0.03595532191212481
NCIH1395,0.03594883537621428
UMUC1,0.035901025801244706
TM31,0.035720786679599076
KPL1,0.03531577595855139
LU99,0.035046006138209455
SKNAS,0.034963181309504175
COLO829,0.0349543745692157
MHHES1,0.03457328908904444
CCFSTTG1,0.034238319670707465
HSC2,0.034202997047466675
OAW42,0.0341396674565528
SNU8,0.033722523758198515
ONCODG1,0.033236860724872766
SKMES1,0.03296114622333424
TE11,0.03283532455874866
TUHR14TKB,0.0324880720162278
IPC298,0.032449951852259726
MKN7,0.032290421377189155
KNS60,0.03217965714373971
YKG1,0.032174964351474954
KNS42,0.03205184358220884
COV644,0.03203611631890728
HUH6,0.03160380027768472
HT144,0.03137099696006507
WM88,0.03068617957821643
HEYA8,0.030226591416947893
NCIH1869,0.029121852116559658
SKOV3,0.02891461341384605
TE617T,0.028809841472368744
CAKI2,0.028292189762930048
SU8686,0.02827734015347992
HCC38,0.028069210482637535
ONS76,0.027987260346036553
HOP62,0.02797291226548077
BT474,0.027757725502632623
OVSAHO,0.027661068930203217
MG63,0.027653784345220863
A172,0.027602748490420024
NCIH1568,0.027536125382196488
COLO800,0.02679500695210871
CAL78,0.0267662529827102
HUPT4,0.026746738456535964
COV318,0.02654323413116829
NCIH1623,0.0265324719534637
NCIH28,0.0265020270298846
CMLT1,0.026460913355857783
HCC2279,0.02630071825715507
SKMEL31,0.02615104021111191
CALU1,0.025718408503655
HS944T,0.025715722743074647
TUHR10TKB,0.025641045574723655
CAS1,0.025456426520568256
KYSE520,0.02535522509953097
MIAPACA2,0.025330804556755862
PC3,0.025094997654519464
8505C,0.024952405802541558
LI7,0.024610385284434235
DANG,0.02452263191633112
NCIH647,0.024481956251852708
SNU1272,0.024331625781370304
MKN74,0.02429082617773016
RERFLCMS,0.024208182408824122
LOXIMVI,0.023913366084324834
HCC1143,0.02381119956296978
PATU8988S,0.023713889222821104
NCIH1563,0.0234696558097524
KMRC20,0.023392744230477387
HS294T,0.02279393231107741
SW620,0.022653020258127328
VMCUB1,0.02262312115224402
CAL12T,0.0226166120389156
NCIH2291,0.0222856175219642
NCIH2228,0.022072707732967607
SNU489,0.021905332627099313
IALM,0.02143312713821898
SNUC5,0.0211797462593467
GMS10,0.020800676117939662
SJSA1,0.020648962499270264
NCIH1355,0.020625613269870655
HT55,0.020057728221839703
RCC10RGB,0.020052569904731213
SW48,0.01978620006999848
GSS,0.019626378205805126
SNUC2A,0.019412532791103852
SNUC4,0.019258260913414888
639V,0.019186648033351735
SNU466,0.019114507868921823
SNU1041,0.019092292735673862
CAL851,0.01908723146453378
KG1C,0.018980206519170213
NCIH2085,0.01894962631251794
RMGI,0.018342433476653843
NMCG1,0.018331255131503296
LUDLU1,0.018325999716566354
BHY,0.018250984796508614
HS888T,0.01824904283190606
LN18,0.01824609915687997
NCIH2030,0.01820824154826321
CL34,0.018096054272021395
COLO741,0.017933198578951853
SNU46,0.017616495980827467
BCPAP,0.017469690785165682
HUCCT1,0.017386081020073912
TCCSUP,0.01737451400641048
EBC1,0.017265352349099407
KALS1,0.017246251810777005
MEWO,0.017146275311426883
IGR1,0.017070660082157692
CAL29,0.017019011510229092
BXPC3,0.01685028641741921
HS934T,0.0168180348414837
SF126,0.016647747460128353
PANC0327,0.016238393934193754
T24,0.015600120689595728
HCC366,0.01543385840714288
SNU668,0.015373759637801625
786O,0.015299007475281725
SNU410,0.01499073602466464
SF295,0.014965679537786136
A2058,0.014361630735373812
YAPC,0.014140036416691171
PANC0504,0.014114966572891916
MCF7,0.013993878328439764
HEPG2,0.013917578342140179
MFE319,0.01384658744908493
BFTC909,0.013655635154803641
HCC827,0.013296687301211087
A101D,0.013253519056222933
RERFLCAD2,0.012688273644519282
SW1710,0.012649301785009597
EKVX,0.011878327022568443
KMRC1,0.011782787996954418
CAL51,0.011194387705635096
SNU81,0.011120125161278796
RERFLCAD1,0.010817902291944058
YD8,0.010478263425653214
UACC257,0.010458674907461147
CAPAN2,0.010154041709018385
LCLC103H,0.010030011758336219
MOLP8,0.010001879429345805
WM983B,0.009831041821563193
KNS81,0.009785466098726018
OV90,0.009372492069585563
MORCPR,0.009189241205170263
HS839T,0.009013794030210555
OV56,0.008970256889665773
NCIH1339,0.008883233949825492
253JBV,0.008815619383688807
SW1783,0.008644665916404951
MALME3M,0.008550263311640546
CFPAC1,0.008203316392328118
CAMA1,0.008099496650529682
NCIH2405,0.008004799651422033
NCIH226,0.007923021015533091
AGS,0.007885137297360968
SNU1079,0.007611489456261443
HSC4,0.007604943219562693
SNU1033,0.007438087301513792
KYSE510,0.007199682137931503
LN229,0.006991850066825712
A673,0.006506141682557138
SNU869,0.006393465983634054
SW1990,0.006206313650392205
NCIH358,0.006163065443784765
NCIH2122,0.006156744669606061
42MGBA,0.005885220282751098
SNU1066,0.005736196466845573
HCC1428,0.00515532648595565
TE15,0.004932225066235236
RT112,0.0035535014519119537
PSN1,0.003355242860146523
U118MG,0.00314680957986401
HELA,0.0030152848585797824
MDAMB468,0.0030044822862562333
CAL33,0.002561286968398591
EFO27,0.0021280890547379972
SNU1105,0.002034836635190068
UACC62,0.0019909130938452614
HEC251,0.001980391983664054
GI1,0.0018441806654530908
GAMG,0.0017796387521227723
OVISE,0.0017192530101396545
MESSA,0.001618539344835286
HT1080,0.0015264765489255312
CAPAN1,0.0011856777012697666
769P,0.0011324646238269696
SH4,0.0009906325528521716
LXF289,0.0009517903055262843
U251MG,0.0008035750071455548
PECAPJ15,0.0005150889440985399
HT1197,0.0003999245756896767
L33,0.00026648753853065815
NCIH2110,0.00019989027485991273
LS411N,6.452194140335989e-05
HCC2108,-8.150037762752937e-05
LOUNH91,-0.00018661734757088275
PLCPRF5,-0.00022416657344010674
COLO678,-0.0005678681161289311
JHUEM7,-0.0006171923294490632
COLO201,-0.0006513712979733807
PC14,-0.0006689546438430799
SNU840,-0.0009090393441777506
MFE296,-0.0009380140731959944
RPMI7951,-0.0011091000962825419
BHT101,-0.0012862662693192293
TE9,-0.0015026338618478023
PANC0203,-0.0015287516046997502
2313287,-0.0016051410179278073
RL952,-0.0023889514283416506
HLF,-0.0027515967347440493
SKLU1,-0.0027855720453984645
TE5,-0.00290939058896987
SNU201,-0.0029415720521725522
SNU245,-0.003032903846333522
SKLMS1,-0.0031282220945331933
HCC1500,-0.003191368878606456
PANC0403,-0.0033476363090149974
NUGC3,-0.0036956380848482953
AU565,-0.004203707227949794
U87MG,-0.0042388894022919316
KU1919,-0.004549680598911854
HMC18,-0.004632270587445902
CORL105,-0.004696736263333162
MDAMB231,-0.005171009441901002
NCIH2126,-0.005598184180464349
CAL62,-0.005627126562184842
HEP3B217,-0.005923306431436283
CL11,-0.006368006981376565
HS578T,-0.006531327741214454
SNU387,-0.006969054867397961
CJM,-0.007261797622567625
SNU1076,-0.00794076828360211
FU97,-0.008115808451181136
LOVO,-0.008126845337499963
TE1,-0.00904218312490187
PATU8988T,-0.009445194347859603
RERFLCAI,-0.00981917079170786
NCIH508,-0.009948403096990053
SNU761,-0.010402731098348389
RCM1,-0.010528711771103455
SKMEL30,-0.011074066601194615
PANC1,-0.011246989625920035
SNU61,-0.011381358580636757
HOP92,-0.011689771150760883
SNU478,-0.01170778372728939
G402,-0.012136534350141061
HDQP1,-0.012150477125472306
KP2,-0.012281502759242285
HS746T,-0.012543388711054206
WM1799,-0.012809937432679904
HCC56,-0.012979189282896384
SNU213,-0.013233979465042149
NCIH1944,-0.013601244146000358
MDAMB415,-0.013808048955154835
SW948,-0.013821741612831307
DV90,-0.014115193811565218
M059K,-0.01417117140394423
NCIH2009,-0.014414721009287187
JURKAT,-0.014773716116410653
NCIH1793,-0.015286881574208287
LS1034,-0.015748573707689763
OVTOKO,-0.015927168016097094
LCLC97TM1,-0.01608574664695546
KYM1,-0.01624199244069556
SH10TC,-0.016544875258959427
NCIH1373,-0.016601166502612483
HEC1B,-0.01662474061923748
HS895T,-0.016932582647369774
NCIH2452,-0.017199555392809138
KP3,-0.017267573875209784
HEC1A,-0.0184472165262503
AM38,-0.018459820138079286
PANC0813,-0.018541306870718765
KYSE140,-0.018596825863291415
ASPC1,-0.019146486878738517
OSRC2,-0.019469697914998533
LS123,-0.01966524414361739
HCC1419,-0.020152300202402933
OUMS23,-0.022251090220511083
HPAFII,-0.02232551930482141
JHH5,-0.022412848644791834
ACCMESO1,-0.02254186901212247
C32,-0.022964686565472025
ZR7530,-0.02375935725500963
SNU886,-0.023899443205386735
HS766T,-0.0240126349285403
COLO680N,-0.024247498208183872
SCC9,-0.02436631554399221
HEC59,-0.02439582207308942
HPAC,-0.024479949703288668
PATU8902,-0.02453769012919674
NCIH1435,-0.025933717312129824
HT115,-0.026142524710766175
KCL22,-0.026247916316904343
PK1,-0.02663213852688936
JHH2,-0.02736813959812406
IGROV1,-0.02769348326756266
CCK81,-0.0277216515989187
HUPT3,-0.027905400812484167
BT20,-0.02794079631099143
SQ1,-0.02887139047410618
SNU449,-0.029816347433779443
PK45H,-0.03026422181514749
HEC50B,-0.030486353171551236
KMBC2,-0.031012267999481792
PANC1005,-0.031025532072069473
NCIH2087,-0.03169008591802426
OE19,-0.03172988245877037
SNU1196,-0.031930891216343155
OCUM1,-0.032057271663802206
LS180,-0.0322793791263157
OE33,-0.03246128804082482
JHH1,-0.032504664138486655
EFO21,-0.03298230920201501
JHH4,-0.03329398647668122
HCC2935,-0.03359506262604765
KE39,-0.034033885715084505
HCC202,-0.03442202194829125
LNCAPCLONEFGC,-0.034796554249435896
NB1,-0.034858700253234905
SNU719,-0.0355440549353414
HEL,-0.0355689805662449
MDAMB453,-0.03612380476904891
TOV21G,-0.036220447617543144
MCAS,-0.036250743796661884
JHUEM1,-0.036688071893771636
KYSE150,-0.03678104527693596
SNU308,-0.03820150054641416
T84,-0.03888039540255062
HCC1937,-0.03904730498963696
NCIH2342,-0.03906738208414068
HS611T,-0.039609386201183115
HEC151,-0.04058258891742261
HUH1,-0.04263058961284691
JHUEM2,-0.0430892060410864
SKUT1,-0.04389310179874696
NCIH838,-0.04539798064964284
AN3CA,-0.046677849603342064
HT29,-0.04676599704785846
NCIH1915,-0.04745560010006716
JVM2,-0.047478883990609504
LS513,-0.047962876802024226
SKBR3,-0.04834829690773938
KYSE30,-0.0489134357115657
T47D,-0.04954506148988432
HT1376,-0.049775568326947524
HEC265,-0.051704453444556785
KASUMI2,-0.05251271861277793
GSU,-0.05270302386237174
NCIH1838,-0.053221066537239806
SNGM,-0.05395204790089564
TYKNU,-0.05429952203622808
SNU407,-0.05500915341924603
HCC78,-0.05522233040725323
SNU601,-0.0562370511593048
RT4,-0.056868087096673375
DLD1,-0.05798775120035513
SKCO1,-0.05812484009674626
HEC6,-0.059840397769255205
NCIH441,-0.06016229236709104
HEC108,-0.06146301438794908
RKO,-0.06355924497152685
MDAMB435S,-0.06465033132487213
IM95,-0.06924096855968019
NCIN87,-0.07116694739352526
LAMA84,-0.07462489530539464
PK59,-0.07674219022362773
KM12,-0.0776237844051157
ALLSIL,-0.08357576097538733
