G3_gamma,0.237
G3_beta,0.1243
G4_alpha,0.1182
SHH_alpha,0.1054
G3_alpha,0.0898
G4_gamma,0.0614
WNT_alpha,0.0593
WNT_beta,0.0555
G4_beta,0.0508
SHH_gamma,0.0409
SHH_delta,0.0396
SHH_beta,0.0178
