G4_beta,0.2024
G4_alpha,0.1977
SHH_alpha,0.0903
G3_gamma,0.0808
G3_beta,0.0798
G4_gamma,0.0794
WNT_beta,0.0568
WNT_alpha,0.0509
G3_alpha,0.0493
SHH_gamma,0.0463
SHH_delta,0.0444
SHH_beta,0.0219
