,RCMB24,COSMIC ID
cosmic_688022,-0.11138339567500216,688022
cosmic_753589,-0.17263096998538807,753589
cosmic_687997,-0.1732362771114661,687997
cosmic_908483,-0.17924823671182266,908483
cosmic_688027,-0.18061572478307544,688027
cosmic_688031,-0.18064161668629872,688031
cosmic_688023,-0.18351764151626127,688023
cosmic_924241,-0.18857987739702117,924241
cosmic_688010,-0.19298136975507407,688010
cosmic_910937,-0.19577559892912583,910937
cosmic_688006,-0.19741249143864892,688006
cosmic_753594,-0.20327832563572254,753594
cosmic_753582,-0.2033481569857132,753582
cosmic_687985,-0.2052301545367071,687985
cosmic_713899,-0.2084830973976639,713899
cosmic_907170,-0.21724398232792225,907170
cosmic_688013,-0.21905881925331486,688013
cosmic_1322212,-0.2203147750804659,1322212
cosmic_688014,-0.22665560254763575,688014
cosmic_908135,-0.2271523340836999,908135
cosmic_688021,-0.22843700004000214,688021
cosmic_909194,-0.23370807863627596,909194
cosmic_1322213,-0.23384856675160412,1322213
cosmic_949175,-0.23561135563068986,949175
cosmic_910941,-0.23647397785842217,910941
cosmic_688007,-0.23921949512631852,688007
cosmic_687804,-0.23934888724494227,687804
cosmic_713885,-0.24023384907856404,713885
cosmic_910692,-0.24028829971973112,910692
cosmic_688001,-0.2411459207773721,688001
cosmic_713878,-0.24192393724439218,713878
cosmic_753588,-0.2432112780074433,753588
cosmic_753605,-0.24326360241289513,753605
cosmic_910691,-0.24340133303670822,910691
cosmic_906808,-0.2445568741907085,906808
cosmic_908468,-0.24549754541955163,908468
cosmic_1297438,-0.24797112176817632,1297438
cosmic_908469,-0.24864637920173563,908469
cosmic_1330972,-0.24901697807899448,1330972
cosmic_753607,-0.25099480272890445,753607
cosmic_688011,-0.25429050906319045,688011
cosmic_688018,-0.25459090617923,688018
cosmic_687600,-0.2548612109741768,687600
cosmic_1240193,-0.2551995492990561,1240193
cosmic_753599,-0.2583997249354989,753599
cosmic_908467,-0.2608807303863854,908467
cosmic_753564,-0.26175694909346514,753564
cosmic_909731,-0.26376387955958885,909731
cosmic_910567,-0.2639677308312861,910567
cosmic_1297439,-0.2704679796205612,1297439
cosmic_910568,-0.2733535959587927,910568
cosmic_949155,-0.274481119406435,949155
cosmic_753547,-0.2749839738681886,753547
cosmic_949177,-0.27589729000150853,949177
cosmic_907295,-0.27938279415464795,907295
cosmic_684055,-0.28004079579009133,684055
cosmic_688086,-0.28011325314683155,688086
cosmic_1240182,-0.28021603198600303,1240182
cosmic_1330964,-0.28216901012656886,1330964
cosmic_753616,-0.2829121823578491,753616
cosmic_688026,-0.2843901739803426,688026
cosmic_925341,-0.2853719726616447,925341
cosmic_1240181,-0.2864649195636613,1240181
cosmic_906834,-0.29030225104972346,906834
cosmic_906833,-0.2905320589419979,906833
cosmic_949166,-0.2912054071159314,949166
cosmic_688025,-0.2912391920715383,688025
cosmic_753551,-0.2920049246901289,753551
cosmic_687980,-0.2938492356346584,687980
cosmic_688087,-0.2939280958344283,688087
cosmic_949173,-0.29408231604999435,949173
cosmic_908129,-0.2942356937126169,908129
cosmic_949160,-0.2955160816527289,949160
cosmic_910780,-0.29561337256081954,910780
cosmic_908454,-0.29616232156241,908454
cosmic_949167,-0.29735715829451637,949167
cosmic_910899,-0.2975767189903837,910899
cosmic_907314,-0.2991940898917171,907314
cosmic_684062,-0.30407225363044416,684062
cosmic_687995,-0.3042487102103621,687995
cosmic_908481,-0.3046486745283258,908481
cosmic_724872,-0.30574021995183803,724872
cosmic_908447,-0.3072388248972665,908447
cosmic_946360,-0.3074383671616219,946360
cosmic_753577,-0.3116424868094284,753577
cosmic_753618,-0.3135968240776529,753618
cosmic_753620,-0.3142899691663266,753620
cosmic_724828,-0.31653435384950807,724828
cosmic_949158,-0.3181658288100815,949158
cosmic_949178,-0.3188878931252735,949178
cosmic_909776,-0.3189894000176423,909776
cosmic_949164,-0.31931666079070253,949164
cosmic_949168,-0.32024836781300187,949168
