,BT084,COSMIC ID
cosmic_907290,-0.3130939298173242,907290
cosmic_908159,-0.31313091108121827,908159
cosmic_753538,-0.31324887338461965,753538
cosmic_1298226,-0.3133774245185824,1298226
cosmic_753563,-0.3135162924216395,753563
cosmic_909252,-0.31356174621791777,909252
cosmic_909780,-0.3136360232085446,909780
cosmic_924188,-0.31363880345637124,924188
cosmic_687814,-0.3137580943194553,687814
cosmic_906839,-0.31384464936733075,906839
cosmic_1330984,-0.31384891415198446,1330984
cosmic_1330933,-0.31387041436396984,1330933
cosmic_908455,-0.3139318946614815,908455
cosmic_907275,-0.3139763993015613,907275
cosmic_905969,-0.31398789678420536,905969
cosmic_907792,-0.3140730312781298,907792
cosmic_907794,-0.31408209132089154,907794
cosmic_910545,-0.31413332053287707,910545
cosmic_1331036,-0.3142886709652676,1331036
cosmic_910919,-0.31430780698704547,910919
cosmic_909745,-0.3143759743572254,909745
cosmic_905984,-0.3144228489745931,905984
cosmic_1299062,-0.31454749582169156,1299062
cosmic_1479988,-0.31455518401084226,1479988
cosmic_753552,-0.3146017035761438,753552
cosmic_906797,-0.31466506033542907,906797
cosmic_1290798,-0.3146888037376506,1290798
cosmic_1299051,-0.314730818846164,1299051
cosmic_749710,-0.31497468592121886,749710
cosmic_724838,-0.31503790159769984,724838
cosmic_907059,-0.31512112385156077,907059
cosmic_906826,-0.3151892476014033,906826
cosmic_1240173,-0.31530662667317577,1240173
cosmic_909974,-0.31531536151402445,909974
cosmic_909977,-0.31547772116845,909977
cosmic_908448,-0.315502186357398,908448
cosmic_753561,-0.3155161533503514,753561
cosmic_1524418,-0.3155789681877674,1524418
cosmic_906696,-0.31572555504463284,906696
cosmic_1659823,-0.31574046185539717,1659823
cosmic_946361,-0.31574817218788054,946361
cosmic_753531,-0.31607425598275185,753531
cosmic_1480360,-0.3163696898076639,1480360
cosmic_908142,-0.3163943119588719,908142
cosmic_749714,-0.3164187361260389,749714
cosmic_907071,-0.3164747579580091,907071
cosmic_1330935,-0.31650263644952836,1330935
cosmic_1240139,-0.31657773037385073,1240139
cosmic_753612,-0.3166397273607134,753612
cosmic_907277,-0.3168682868265614,907277
cosmic_925347,-0.3168873060825073,925347
cosmic_906795,-0.3169533216383103,906795
cosmic_946356,-0.3171686925253872,946356
cosmic_906798,-0.31717290254752417,906798
cosmic_949094,-0.3171766289291357,949094
cosmic_910401,-0.31733760642076486,910401
cosmic_724866,-0.31743140009119764,724866
cosmic_905939,-0.3177148530242776,905939
cosmic_924244,-0.317743413385041,924244
cosmic_1298533,-0.3178696857734123,1298533
cosmic_1298365,-0.31798261766421915,1298365
cosmic_910932,-0.318060943811681,910932
cosmic_1509073,-0.3183207996630643,1509073
cosmic_1503365,-0.3184056423643112,1503365
cosmic_1480371,-0.3184238888086226,1480371
cosmic_905947,-0.3184333418483419,905947
cosmic_908452,-0.31897508332102753,908452
cosmic_1298353,-0.3190008134293059,1298353
cosmic_907317,-0.3191398535445272,907317
cosmic_1331032,-0.3191786459511973,1331032
cosmic_906872,-0.319405653168195,906872
cosmic_1298358,-0.31945143359503436,1298358
cosmic_910849,-0.31976519920695085,910849
cosmic_905990,-0.3198234701210629,905990
cosmic_949153,-0.31985506624422044,949153
cosmic_906824,-0.3198596098773091,906824
cosmic_1240166,-0.3198886217093361,1240166
cosmic_906870,-0.3200128428979107,906870
cosmic_1290455,-0.32010918711072583,1290455
cosmic_1240215,-0.3201290506698676,1240215
cosmic_1240158,-0.3201786810659378,1240158
cosmic_924110,-0.3201997527456532,924110
cosmic_906846,-0.3202294955706443,906846
cosmic_924238,-0.32041923723687477,924238
cosmic_722045,-0.3204747339494684,722045
cosmic_1240160,-0.32055768100708926,1240160
cosmic_1240212,-0.3206286604984014,1240212
cosmic_1298531,-0.3206801635344996,1298531
cosmic_909262,-0.3207658145496714,909262
cosmic_1240222,-0.3208047294574629,1240222
cosmic_924247,-0.3209571697203226,924247
cosmic_909699,-0.32099339781575376,909699
cosmic_910905,-0.32099712347744075,910905
cosmic_910903,-0.3210030192826587,910903
cosmic_910906,-0.32108628671430073,910906
cosmic_906763,-0.32125963618409553,906763
cosmic_753535,-0.3212868071536254,753535
cosmic_906842,-0.32135423141920666,906842
cosmic_1303896,-0.3213604558360927,1303896
cosmic_910704,-0.32154604101540574,910704
cosmic_905981,-0.3218473339273679,905981
cosmic_946367,-0.32198727389903503,946367
cosmic_907270,-0.3219923358991015,907270
cosmic_909708,-0.32211369180599153,909708
cosmic_909751,-0.3221999810415499,909751
cosmic_908146,-0.32226404770674144,908146
cosmic_1290769,-0.3224817504620732,1290769
cosmic_687588,-0.32268043206731684,687588
cosmic_910548,-0.32271739912173886,910548
cosmic_910907,-0.3227617084239514,910907
cosmic_946358,-0.3229254970239551,946358
cosmic_910399,-0.32300223874648093,910399
cosmic_753574,-0.3230096565149767,753574
cosmic_909905,-0.32310813647873887,909905
cosmic_1240226,-0.3232346788083158,1240226
cosmic_753578,-0.32327458750437404,753578
cosmic_906838,-0.323335218287756,906838
cosmic_909753,-0.32333601008660495,909753
cosmic_1240196,-0.32335399003268406,1240196
cosmic_1297449,-0.32341628468129807,1297449
cosmic_910930,-0.3234969005154225,910930
cosmic_687457,-0.3236737228530531,687457
cosmic_906693,-0.32383322152980887,906693
cosmic_909715,-0.32385996776466636,909715
cosmic_906851,-0.3238989308140096,906851
cosmic_909729,-0.32396388214670213,909729
cosmic_1298151,-0.32410450516452805,1298151
cosmic_1659819,-0.32410552047679714,1659819
cosmic_1327769,-0.3241330281924009,1327769
cosmic_909747,-0.32414322425038944,909747
cosmic_906790,-0.3242663320905586,906790
cosmic_908461,-0.3243303171487273,908461
cosmic_1240218,-0.3244525886324588,1240218
cosmic_908451,-0.3245166219433606,908451
cosmic_930297,-0.3245901812824388,930297
cosmic_907048,-0.32462144786218494,907048
cosmic_906868,-0.32465068778324857,906868
cosmic_924250,-0.32474188742402255,924250
cosmic_909263,-0.32477011422849533,909263
cosmic_907000,-0.3248666262063004,907000
cosmic_907783,-0.3249570709066647,907783
cosmic_907175,-0.3250515967614506,907175
cosmic_1479991,-0.32507702321425713,1479991
cosmic_753592,-0.3251475109292494,753592
cosmic_687506,-0.32525199693170576,687506
cosmic_910705,-0.3252872638202921,910705
cosmic_907043,-0.3256333996888968,907043
cosmic_908475,-0.32592981578042085,908475
cosmic_910951,-0.3267341633877402,910951
cosmic_946369,-0.32697448813390984,946369
cosmic_1298168,-0.3270504623049773,1298168
cosmic_909704,-0.3271352589666328,909704
cosmic_1322218,-0.32736719712678064,1322218
cosmic_1290795,-0.3274763011669852,1290795
cosmic_946372,-0.32764576308773163,946372
cosmic_908139,-0.3277667226718125,908139
cosmic_1240223,-0.32787321593111124,1240223
cosmic_909742,-0.32793471258534823,909742
cosmic_1240140,-0.32797925076012147,1240140
cosmic_905974,-0.32800073938346913,905974
cosmic_907041,-0.32813950930927815,907041
cosmic_1240204,-0.32814405848272016,1240204
cosmic_905989,-0.32822866461395556,905989
cosmic_724878,-0.328434522363496,724878
cosmic_906801,-0.3285435079451273,906801
cosmic_906869,-0.3290518072675066,906869
cosmic_1479993,-0.32912601686784415,1479993
cosmic_910936,-0.32917096092204634,910936
cosmic_910924,-0.32922192037070747,910924
cosmic_687799,-0.32923448008522194,687799
cosmic_753540,-0.32928074816004343,753540
cosmic_1503363,-0.3296253248737776,1503363
cosmic_905961,-0.32971726100121657,905961
cosmic_924111,-0.3298124269340037,924111
cosmic_908132,-0.33000548437437394,908132
cosmic_724825,-0.33014660349234526,724825
cosmic_909770,-0.33036346150650364,909770
cosmic_907285,-0.33052813708549655,907285
cosmic_907278,-0.33056985526049315,907278
cosmic_1298216,-0.3308104005355073,1298216
cosmic_753622,-0.3308396877260364,753622
cosmic_753583,-0.33096116384324115,753583
cosmic_906831,-0.330965954441877,906831
cosmic_1331037,-0.3314021368671764,1331037
cosmic_946382,-0.3314140840048356,946382
cosmic_909750,-0.331727028823656,909750
cosmic_1503368,-0.3321536536493791,1503368
cosmic_908460,-0.33228504862848274,908460
cosmic_910852,-0.33234010138124354,910852
cosmic_1330942,-0.3324737093240147,1330942
cosmic_1240138,-0.3325502563728913,1240138
cosmic_907321,-0.3325564987213021,907321
cosmic_1240146,-0.3325644980017708,1240146
cosmic_909696,-0.3325864929350009,909696
cosmic_909904,-0.3327196181537902,909904
cosmic_907061,-0.3330795972506129,907061
cosmic_1479992,-0.3330951347808222,1479992
cosmic_1298145,-0.33311187084233607,1298145
cosmic_1290808,-0.33322434865644013,1290808
cosmic_910703,-0.33325676365891554,910703
cosmic_907799,-0.33338072976464594,907799
cosmic_1331033,-0.3334259667017718,1331033
cosmic_907057,-0.3334718459038331,907057
cosmic_1298347,-0.3335298213355987,1298347
cosmic_1247871,-0.3335706976102251,1247871
cosmic_1298157,-0.33369871335267876,1298157
cosmic_907051,-0.3337343323001546,907051
cosmic_909260,-0.3337630085012739,909260
cosmic_930083,-0.33376798514629735,930083
cosmic_1331049,-0.3339817000964455,1331049
cosmic_1240145,-0.33399295284456654,1240145
cosmic_909735,-0.33488684010218644,909735
cosmic_907056,-0.33495757304638246,907056
cosmic_1323913,-0.3350366820661835,1323913
cosmic_909771,-0.33516489060701865,909771
cosmic_909774,-0.3353771896849055,909774
cosmic_909706,-0.33547902328297824,909706
cosmic_909738,-0.3356022111354109,909738
cosmic_907273,-0.3357766151818738,907273
cosmic_1240159,-0.3360390712320367,1240159
cosmic_688121,-0.3361773191931544,688121
cosmic_907272,-0.33618007339282274,907272
cosmic_1290908,-0.336288672937805,1290908
cosmic_908141,-0.33641287321159946,908141
cosmic_1331038,-0.3364931907911756,1331038
cosmic_1295741,-0.33651489653074057,1295741
cosmic_1303912,-0.3365238893731229,1303912
cosmic_906864,-0.3367249265485034,906864
cosmic_1674021,-0.33693308701795377,1674021
cosmic_753608,-0.337000937564002,753608
cosmic_908147,-0.337127041907124,908147
cosmic_753604,-0.33717549770810085,753604
cosmic_906856,-0.3374043301316783,906856
cosmic_1240208,-0.33766822682807746,1240208
cosmic_910947,-0.33792941202280524,910947
cosmic_1298218,-0.33795060406913485,1298218
cosmic_907268,-0.3381366130560757,907268
cosmic_1330994,-0.3383670960539202,1330994
cosmic_909709,-0.33886899298343925,909709
cosmic_1240161,-0.3391582598370238,1240161
cosmic_753595,-0.33923522841161186,753595
cosmic_906836,-0.3393307540144374,906836
cosmic_1240147,-0.3393572501977165,1240147
cosmic_905967,-0.3396960188558043,905967
cosmic_1240151,-0.3397737674162529,1240151
cosmic_917486,-0.33989691733583444,917486
cosmic_1331031,-0.3402587312964125,1331031
cosmic_906873,-0.340720162306922,906873
cosmic_1330995,-0.341280338461797,1330995
cosmic_1298357,-0.3413196183531448,1298357
cosmic_910861,-0.341328381663474,910861
cosmic_907279,-0.3416625510302889,907279
cosmic_908136,-0.3417951024528273,908136
cosmic_906813,-0.3424410513660839,906813
cosmic_1298362,-0.3424735659154318,1298362
cosmic_1503369,-0.3425664705769882,1503369
cosmic_687561,-0.3427000655386861,687561
cosmic_1331050,-0.34272361363121295,1331050
cosmic_909702,-0.3427493944409927,909702
cosmic_910700,-0.3430123171031092,910700
cosmic_1240121,-0.34319195536756747,1240121
cosmic_910687,-0.3433042731923461,910687
cosmic_907788,-0.3433185805327085,907788
cosmic_906999,-0.34336757893218534,906999
cosmic_1290722,-0.3434661053633715,1290722
cosmic_1290906,-0.34352652365564745,1290906
cosmic_924104,-0.3436009379154197,924104
cosmic_905979,-0.3438875714234338,905979
cosmic_908450,-0.3439248315304969,908450
cosmic_907795,-0.34402176726905026,907795
cosmic_687780,-0.34422379036495304,687780
cosmic_910697,-0.3447208731424376,910697
cosmic_1330991,-0.34522035579202687,1330991
cosmic_1298146,-0.3453534712456156,1298146
cosmic_925343,-0.3457682737070497,925343
cosmic_909736,-0.3457929923745854,909736
cosmic_909700,-0.34587159719530286,909700
cosmic_946377,-0.3460551522908463,946377
cosmic_907276,-0.3460771369868642,907276
cosmic_1240167,-0.3464785827851502,1240167
cosmic_910925,-0.3468383177421299,910925
cosmic_907281,-0.34687534072296017,907281
cosmic_907280,-0.3475547165577033,907280
cosmic_724870,-0.3477010731717567,724870
cosmic_907066,-0.34782425863317734,907066
cosmic_906853,-0.34815711676986727,906853
cosmic_1298475,-0.3482981911810113,1298475
cosmic_1298476,-0.34843170300711185,1298476
cosmic_753570,-0.3485079576529005,753570
cosmic_724863,-0.3486862389818205,724863
cosmic_753532,-0.3488755578985407,753532
cosmic_907284,-0.34893576880523364,907284
cosmic_906877,-0.3491181573186045,906877
cosmic_724869,-0.34920136903575694,724869
cosmic_907065,-0.34933127890778154,907065
cosmic_1503367,-0.3495799985422329,1503367
cosmic_908156,-0.34972510225228354,908156
cosmic_722066,-0.3499122922191459,722066
cosmic_1298141,-0.34991535182649225,1298141
cosmic_907789,-0.3504214021268212,907789
cosmic_907300,-0.3506352285681483,907300
cosmic_1297446,-0.35068913039031013,1297446
cosmic_909251,-0.35104707849641853,909251
cosmic_946368,-0.3516884780033074,946368
cosmic_909778,-0.3519587919050739,909778
cosmic_1503370,-0.3521465933964793,1503370
cosmic_1295740,-0.3521603855272043,1295740
cosmic_1298537,-0.3522638081046511,1298537
cosmic_1330982,-0.3523002083882674,1330982
cosmic_1240202,-0.35289611159810075,1240202
cosmic_753584,-0.35325942256017945,753584
cosmic_909749,-0.353492676621449,909749
cosmic_1240157,-0.35362868804798636,1240157
cosmic_924151,-0.3542138155412743,924151
cosmic_906805,-0.3542816611306722,906805
cosmic_909743,-0.35438686571631867,909743
cosmic_905973,-0.35681060739696746,905973
cosmic_753614,-0.3569722766818515,753614
cosmic_910850,-0.35841596578653,910850
cosmic_1240184,-0.3595783673474783,1240184
cosmic_1298529,-0.3595793726549265,1298529
cosmic_909785,-0.3597292965162517,909785
cosmic_687777,-0.3601198373661113,687777
cosmic_910702,-0.36082597795460264,910702
cosmic_1240154,-0.3628349768058854,1240154
cosmic_1330947,-0.36297903976254126,1330947
cosmic_1298526,-0.36457375978564527,1298526
cosmic_1290767,-0.36478764837526695,1290767
cosmic_905938,-0.3665606589061945,905938
cosmic_905958,-0.36708682708526963,905958
cosmic_905940,-0.367234701592225,905940
cosmic_907069,-0.3686142164706241,907069
cosmic_907299,-0.3706063234986246,907299
cosmic_925348,-0.37177292586783783,925348
cosmic_910933,-0.3782289613891412,910933
