,BT084,COSMIC ID
cosmic_1299067,-0.26307260135773447,1299067
cosmic_1327765,-0.2631450017788984,1327765
cosmic_910904,-0.2632848891636446,910904
cosmic_753559,-0.2635235231820759,753559
cosmic_924248,-0.2642117811308439,924248
cosmic_906804,-0.2643235972462007,906804
cosmic_1299052,-0.2643681122599291,1299052
cosmic_905942,-0.264469430226748,905942
cosmic_905950,-0.2644850168800546,905950
cosmic_1240150,-0.26454456118067987,1240150
cosmic_1287706,-0.264783722297976,1287706
cosmic_907050,-0.2655560130977775,907050
cosmic_1503364,-0.2656477628688375,1503364
cosmic_1298359,-0.26570372218825994,1298359
cosmic_1330985,-0.2659556835402817,1330985
cosmic_905986,-0.26599363611682003,905986
cosmic_905935,-0.2661026791780255,905935
cosmic_910851,-0.266274494504132,910851
cosmic_1240127,-0.26635779831908574,1240127
cosmic_1240129,-0.26660101721624385,1240129
cosmic_908149,-0.26665292004431795,908149
cosmic_1298356,-0.2667407123292349,1298356
cosmic_722058,-0.26702901292019815,722058
cosmic_908463,-0.26708049202475226,908463
cosmic_908476,-0.2670831198360397,908476
cosmic_1240131,-0.2674709534485146,1240131
cosmic_687452,-0.2676745297579249,687452
cosmic_687816,-0.2676750682062356,687816
cosmic_749715,-0.2677489678513461,749715
cosmic_925345,-0.26777927984098754,925345
cosmic_909756,-0.26781733438852406,909756
cosmic_909732,-0.26796839570179987,909732
cosmic_687802,-0.2680789127548314,687802
cosmic_1524417,-0.26887178734053935,1524417
cosmic_925340,-0.2688932209915891,925340
cosmic_1299081,-0.2691109206848171,1299081
cosmic_924186,-0.2693409889090334,924186
cosmic_1240200,-0.2696972108663452,1240200
cosmic_910948,-0.26974768859325976,910948
cosmic_906814,-0.2699152238623515,906814
cosmic_1480362,-0.2700829644212206,1480362
cosmic_1299061,-0.2701189191358686,1299061
cosmic_753576,-0.2703757170692579,753576
cosmic_906818,-0.2704419653306209,906818
cosmic_905948,-0.27045832991627233,905948
cosmic_908472,-0.27066886777444876,908472
cosmic_906849,-0.27080378545071987,906849
cosmic_749717,-0.27101452452558483,749717
cosmic_907068,-0.27101728029373606,907068
cosmic_908148,-0.27129371043320266,908148
cosmic_1480372,-0.27137478384515673,1480372
cosmic_910920,-0.2715280915990289,910920
cosmic_906815,-0.27163014457429235,906815
cosmic_909722,-0.2716608455936996,909722
cosmic_909739,-0.27189172261143435,909739
cosmic_1240134,-0.2718951984243641,1240134
cosmic_909721,-0.2719248168416406,909721
cosmic_946357,-0.2721228524642246,946357
cosmic_905963,-0.27223614482266917,905963
cosmic_909757,-0.2723140410879275,909757
cosmic_753566,-0.27257616189643163,753566
cosmic_687829,-0.27259213189897513,687829
cosmic_713880,-0.2728942485270387,713880
cosmic_909717,-0.2729175805628305,909717
cosmic_753539,-0.2729448063810563,753539
cosmic_1240132,-0.2733840086194621,1240132
cosmic_971774,-0.273548903790111,971774
cosmic_907173,-0.27367223958245407,907173
cosmic_910911,-0.274116802952029,910911
cosmic_1659928,-0.2741628949070653,1659928
cosmic_907796,-0.27425409795363903,907796
cosmic_1240137,-0.27444162903295977,1240137
cosmic_1240142,-0.27445897265793645,1240142
cosmic_1299070,-0.2744893662215338,1299070
cosmic_907072,-0.2745615814108276,907072
cosmic_1298134,-0.2747841055432737,1298134
cosmic_905968,-0.27490931191880225,905968
cosmic_906865,-0.2749175773968448,906865
cosmic_905965,-0.275001410334816,905965
cosmic_687819,-0.27512330588251344,687819
cosmic_1524414,-0.2752218625013553,1524414
cosmic_910931,-0.27528312078651723,910931
cosmic_1480374,-0.2754396441250549,1480374
cosmic_907047,-0.2755372238307804,907047
cosmic_924106,-0.27555294270447583,924106
cosmic_906827,-0.2762068734037277,906827
cosmic_687800,-0.276408394072866,687800
cosmic_1240162,-0.2773392969232688,1240162
cosmic_908122,-0.2775446480108552,908122
cosmic_1298160,-0.27774363692081455,1298160
cosmic_907282,-0.27783688346250857,907282
cosmic_1327773,-0.277848350124668,1327773
cosmic_905941,-0.2780682701620063,905941
cosmic_910566,-0.27809298729774556,910566
cosmic_908473,-0.2781018011877387,908473
cosmic_949174,-0.2782227842367017,949174
cosmic_687514,-0.2786347839987353,687514
cosmic_1331040,-0.2787575278589021,1331040
cosmic_753573,-0.2788088993438963,753573
cosmic_949093,-0.2791107088307435,949093
cosmic_1290730,-0.27914036853180996,1290730
cosmic_905985,-0.2792556133695234,905985
cosmic_1322224,-0.27953481731720103,1322224
cosmic_906861,-0.27956575501072123,906861
cosmic_908152,-0.2795885980057753,908152
cosmic_910916,-0.27970137716954985,910916
cosmic_1240124,-0.27978117229958555,1240124
cosmic_908125,-0.27983776193641235,908125
cosmic_908131,-0.2801001886703886,908131
cosmic_909759,-0.28023441950575456,909759
cosmic_905955,-0.28032327782053335,905955
cosmic_909737,-0.28047103659450495,909737
cosmic_946353,-0.28064138975272473,946353
cosmic_908130,-0.28086740716911296,908130
cosmic_906823,-0.2809599997651956,906823
cosmic_909703,-0.28099927913809014,909703
cosmic_905954,-0.28143677301030046,905954
cosmic_907274,-0.2815139125242924,907274
cosmic_1240187,-0.2815342020145499,1240187
cosmic_724839,-0.2816705172246419,724839
cosmic_909711,-0.2817490234860488,909711
cosmic_905983,-0.2817585987207545,905983
cosmic_753623,-0.2818945671920846,753623
cosmic_908459,-0.28193268651896436,908459
cosmic_907786,-0.2819968767381255,907786
cosmic_909784,-0.28199954529741,909784
cosmic_1327766,-0.28213436819934024,1327766
cosmic_906835,-0.28214971832088653,906835
cosmic_905971,-0.2822427280347338,905971
cosmic_905956,-0.2825188987162224,905956
cosmic_1660034,-0.2825653567940853,1660034
cosmic_687821,-0.2825712242536205,687821
cosmic_753579,-0.282584158149295,753579
cosmic_753572,-0.282844618480943,753572
cosmic_998184,-0.28295019769966623,998184
cosmic_908444,-0.2830469538232463,908444
cosmic_905946,-0.2830606157053907,905946
cosmic_907045,-0.2831149934738371,907045
cosmic_687562,-0.2836063142404539,687562
cosmic_1240136,-0.2836442475253624,1240136
cosmic_907169,-0.28390207617361973,907169
cosmic_905957,-0.28434641890738016,905957
cosmic_909746,-0.284770967404937,909746
cosmic_906791,-0.28477488253124866,906791
cosmic_908471,-0.2848915883788881,908471
cosmic_687820,-0.2849889107506371,687820
cosmic_909976,-0.2850530684970013,909976
cosmic_753600,-0.28516634376148636,753600
cosmic_753569,-0.28529349383231606,753569
cosmic_907067,-0.28542604901209084,907067
cosmic_905949,-0.28557755745096275,905949
cosmic_909697,-0.28565800919888157,909697
cosmic_722046,-0.28583630161572915,722046
cosmic_753610,-0.2859855915183139,753610
cosmic_1240199,-0.28634572001844666,1240199
cosmic_909713,-0.28657781207654065,909713
cosmic_905991,-0.28659556993599317,905991
cosmic_946355,-0.28664782215484985,946355
cosmic_907046,-0.28667652880433175,907046
cosmic_909727,-0.28673118063150854,909727
cosmic_1298355,-0.2867827583017684,1298355
cosmic_906800,-0.2867953958289947,906800
cosmic_1240144,-0.28700985474572394,1240144
cosmic_1327768,-0.28705920657571676,1327768
cosmic_1240197,-0.2872054058954053,1240197
cosmic_910927,-0.28730506790680543,910927
cosmic_907073,-0.28746998420338177,907073
cosmic_905936,-0.287582229192913,905936
cosmic_1247873,-0.28759213050691496,1247873
cosmic_908151,-0.2876457259928716,908151
cosmic_1240153,-0.2878266195971998,1240153
cosmic_905975,-0.2878286135082081,905975
cosmic_687812,-0.2878859961997823,687812
cosmic_753596,-0.28800184461507355,753596
cosmic_924105,-0.288221010442511,924105
cosmic_909248,-0.28836840009716536,909248
cosmic_687590,-0.28862872085802055,687590
cosmic_909776,-0.28877897045844286,909776
cosmic_687448,-0.2887966231437902,687448
cosmic_1290813,-0.2888780995518054,1290813
cosmic_907323,-0.28899263720936735,907323
cosmic_1240128,-0.28904605765784175,1240128
cosmic_971777,-0.289069600442371,971777
cosmic_906852,-0.28913346359458486,906852
cosmic_906803,-0.28936722981373264,906803
cosmic_906843,-0.2894410519824145,906843
cosmic_1240170,-0.28953115634644566,1240170
cosmic_908119,-0.2896163209781866,908119
cosmic_910784,-0.2896915229011504,910784
cosmic_909975,-0.2898910393817657,909975
cosmic_1480358,-0.28996598619833147,1480358
cosmic_906746,-0.29000378195471194,906746
cosmic_906837,-0.29022097108848177,906837
cosmic_1479995,-0.29039345514170267,1479995
cosmic_909781,-0.290540571003555,909781
cosmic_905937,-0.29066785103668147,905937
cosmic_907790,-0.29077373740365065,907790
cosmic_724873,-0.29111239790290583,724873
cosmic_1330948,-0.29111628343470974,1330948
cosmic_1299059,-0.29121486820430525,1299059
cosmic_724859,-0.29122291532721395,724859
cosmic_905978,-0.2915428209972427,905978
cosmic_1330941,-0.29160660064271504,1330941
cosmic_1290765,-0.29161652558347617,1290765
cosmic_1303897,-0.29173124093225156,1303897
cosmic_753549,-0.29173511597647317,753549
cosmic_1240185,-0.2918215469771459,1240185
cosmic_753585,-0.2920032594093523,753585
cosmic_906844,-0.29202624060881605,906844
cosmic_909755,-0.29202725916520356,909755
cosmic_906863,-0.2920531787878233,906863
cosmic_906830,-0.29209225194748106,906830
cosmic_907312,-0.2921237234213544,907312
cosmic_907271,-0.29214902485634,907271
cosmic_908462,-0.29226977719332664,908462
cosmic_908465,-0.2923177645163139,908465
cosmic_907787,-0.2924941643213657,907787
cosmic_909744,-0.29265264444600614,909744
cosmic_1290768,-0.29268214470119874,1290768
cosmic_1290907,-0.2930033675354977,1290907
cosmic_1298136,-0.29312539834673007,1298136
cosmic_909698,-0.293198256035912,909698
cosmic_910079,-0.2932113376746569,910079
cosmic_905972,-0.2932733586997895,905972
cosmic_1299080,-0.29330403291609725,1299080
cosmic_906765,-0.2933197969101896,906765
cosmic_687568,-0.2933806525998986,687568
cosmic_908482,-0.29340466342495347,908482
cosmic_909907,-0.29355961635878053,909907
cosmic_908127,-0.2937580031175131,908127
cosmic_1298351,-0.2937941225270015,1298351
cosmic_909725,-0.29380990228788567,909725
cosmic_1240207,-0.2938418293442288,1240207
cosmic_925339,-0.2940505022560353,925339
cosmic_1479994,-0.2941997938312346,1479994
cosmic_1298219,-0.2942322196786972,1298219
cosmic_1240169,-0.29426317834927035,1240169
cosmic_909773,-0.2942654606903054,909773
cosmic_906821,-0.2943190182543647,906821
cosmic_905970,-0.29442504233502775,905970
cosmic_910554,-0.29445572207283105,910554
cosmic_910781,-0.2944605214604316,910781
cosmic_907058,-0.29456584256390766,907058
cosmic_1290806,-0.29461311984776806,1290806
cosmic_1290809,-0.29465762670617635,1290809
cosmic_909728,-0.2946838129544425,909728
cosmic_908144,-0.2948584074522354,908144
cosmic_905934,-0.29492323882948523,905934
cosmic_910695,-0.2953850875154509,910695
cosmic_753558,-0.29548191212704544,753558
cosmic_1240219,-0.29554657567918696,1240219
cosmic_1290922,-0.2957054662803386,1290922
cosmic_910544,-0.29592899871616385,910544
cosmic_909255,-0.2960861062842716,909255
cosmic_908124,-0.29615968932750153,908124
cosmic_1240125,-0.29629253521518595,1240125
cosmic_1298539,-0.29671372505158045,1298539
cosmic_753624,-0.29680242288667247,753624
cosmic_908446,-0.29696795984440516,908446
cosmic_1240130,-0.2969975569544744,1240130
cosmic_753621,-0.2972206115612611,753621
cosmic_1331048,-0.297334478605202,1331048
cosmic_1327775,-0.2973764478697232,1327775
cosmic_753541,-0.2973816386332618,753541
cosmic_924108,-0.29748012551181513,924108
cosmic_905944,-0.29753714057016345,905944
cosmic_911905,-0.29775560097850146,911905
cosmic_1331025,-0.2978086914895571,1331025
cosmic_1299078,-0.29814951909785253,1299078
cosmic_910922,-0.2981711625446275,910922
cosmic_906841,-0.2982046015369664,906841
cosmic_905945,-0.2983201835915224,905945
cosmic_905976,-0.29845839032385035,905976
cosmic_1660036,-0.2985862701348605,1660036
cosmic_683665,-0.2987142305927429,683665
cosmic_724834,-0.2988629268849561,724834
cosmic_749709,-0.298869787867686,749709
cosmic_907044,-0.29894579370331026,907044
cosmic_753586,-0.29900307221201694,753586
cosmic_1330983,-0.29912241638818826,1330983
cosmic_905951,-0.2991695032513523,905951
cosmic_946354,-0.29934249503712423,946354
cosmic_930298,-0.2993946675020011,930298
cosmic_924239,-0.29941045473651734,924239
cosmic_753615,-0.29952132691177247,753615
cosmic_1503362,-0.29964752408668716,1503362
cosmic_1290724,-0.29972237353890174,1290724
cosmic_1298352,-0.29987808545185274,1298352
cosmic_1240143,-0.30000504054355875,1240143
cosmic_1330943,-0.3000597497495418,1330943
cosmic_910921,-0.3001881303236028,910921
cosmic_908445,-0.3002242676361448,908445
cosmic_1660035,-0.3002341900642849,1660035
cosmic_908158,-0.3002749056980549,908158
cosmic_910688,-0.30055679077771763,910688
cosmic_687807,-0.30088777706530795,687807
cosmic_909249,-0.30089264177962655,909249
cosmic_908474,-0.3011391820770734,908474
cosmic_1503366,-0.30121136557424977,1503366
cosmic_753536,-0.3012168411519997,753536
cosmic_905933,-0.3014378070541572,905933
cosmic_1240156,-0.3014641128551403,1240156
cosmic_907289,-0.3016337468727766,907289
cosmic_909754,-0.3016748332735857,909754
cosmic_1240206,-0.30209958857557045,1240206
cosmic_753545,-0.3021376120474607,753545
cosmic_946373,-0.30223410403263185,946373
cosmic_906807,-0.3022492909302027,906807
cosmic_906848,-0.30229410160654036,906848
cosmic_1240179,-0.30256137142931255,1240179
cosmic_909712,-0.3026983113906833,909712
cosmic_910701,-0.30294710188319224,910701
cosmic_909761,-0.30295024387275465,909761
cosmic_687455,-0.303040991145046,687455
cosmic_1240220,-0.30306059696511617,1240220
cosmic_910910,-0.30306582698931306,910910
cosmic_1299050,-0.303073397488377,1299050
cosmic_687592,-0.30308051031380673,687592
cosmic_908128,-0.3031087016411713,908128
cosmic_1290771,-0.30313725261763236,1290771
cosmic_1331035,-0.30327162897391535,1331035
cosmic_909719,-0.30330939435640214,909719
cosmic_735784,-0.30339927420545204,735784
cosmic_907313,-0.3035065654156646,907313
cosmic_1503361,-0.3035715091841701,1503361
cosmic_909769,-0.30357965226844025,909769
cosmic_753533,-0.30434474397287037,753533
cosmic_1299064,-0.3043493008016463,1299064
cosmic_907391,-0.3043767299491801,907391
cosmic_906854,-0.30444363081515885,906854
cosmic_1524419,-0.3044794674515681,1524419
cosmic_907176,-0.3045548511953959,907176
cosmic_910779,-0.3045796666554765,910779
cosmic_1240198,-0.30460178904961427,1240198
cosmic_910706,-0.304651616734736,910706
cosmic_1331045,-0.30466532605008934,1331045
cosmic_910926,-0.3047034761984916,910926
cosmic_1298169,-0.3047306419309187,1298169
cosmic_907322,-0.3047376782228219,907322
cosmic_909758,-0.30492777068784727,909758
cosmic_905960,-0.3050929472597598,905960
cosmic_908143,-0.3052126937138402,908143
cosmic_909701,-0.3052343999178094,909701
cosmic_906792,-0.3052537722004851,906792
cosmic_905964,-0.30526291035729197,905964
cosmic_753554,-0.30558630152181554,753554
cosmic_905962,-0.3056150070243644,905962
cosmic_906793,-0.3057363947705574,906793
cosmic_1240168,-0.3059498185264625,1240168
cosmic_924102,-0.3059805304233002,924102
cosmic_908123,-0.3060748132674122,908123
cosmic_1298156,-0.3061070537549824,1298156
cosmic_908457,-0.3061918412142605,908457
cosmic_1290812,-0.30654505988456415,1290812
cosmic_906871,-0.3066398950571171,906871
cosmic_907286,-0.3067373161597605,907286
cosmic_749712,-0.30684686763973035,749712
cosmic_910209,-0.30693684017666667,910209
cosmic_687459,-0.30699327004743004,687459
cosmic_910943,-0.3071611664272887,910943
cosmic_1240186,-0.3071732521464924,1240186
cosmic_905952,-0.30721030173124353,905952
cosmic_1290810,-0.3072198091165729,1290810
cosmic_1240201,-0.3073012245872037,1240201
cosmic_908470,-0.3073101359906902,908470
cosmic_909748,-0.3073181321599261,909748
cosmic_909250,-0.30733320128225855,909250
cosmic_1524415,-0.30736066274853624,1524415
cosmic_1330987,-0.30754480920869076,1330987
cosmic_910698,-0.30761382590562003,910698
cosmic_1330993,-0.3076852246972147,1330993
cosmic_906828,-0.3077058332066434,906828
cosmic_910934,-0.307772097066346,910934
cosmic_907053,-0.3079373980889105,907053
cosmic_910546,-0.30795677202334776,910546
cosmic_724874,-0.30803531590411803,724874
cosmic_907062,-0.3080782140611713,907062
cosmic_910946,-0.3081262263345671,910946
cosmic_910689,-0.30834443030012015,910689
cosmic_906832,-0.3086459398142139,906832
cosmic_905982,-0.30867916501970816,905982
cosmic_907298,-0.30869677489709707,907298
cosmic_907064,-0.30898149163775623,907064
cosmic_1240122,-0.3090349596868687,1240122
cosmic_925346,-0.309056977859722,925346
cosmic_1298154,-0.30912702620396615,1298154
cosmic_753548,-0.3091292698378257,753548
cosmic_1479987,-0.3091301846487522,1479987
cosmic_910952,-0.30913977695591294,910952
cosmic_749716,-0.30921659503121585,749716
cosmic_905959,-0.3094677239251741,905959
cosmic_908145,-0.30962174328435743,908145
cosmic_910935,-0.30986158399511843,910935
cosmic_907311,-0.31028697518173365,907311
cosmic_908449,-0.31038005653376505,908449
cosmic_753562,-0.3103849576798658,753562
cosmic_910694,-0.3104895714381569,910694
cosmic_1298348,-0.31050515814477464,1298348
cosmic_687586,-0.3106912075876906,687586
cosmic_1298215,-0.3107769980718801,1298215
cosmic_909720,-0.3108112352283501,909720
cosmic_998189,-0.31089145665614265,998189
cosmic_910944,-0.31094425483876276,910944
cosmic_909253,-0.310947807210795,909253
cosmic_910710,-0.31094976012420955,910710
cosmic_907318,-0.3109861951609637,907318
cosmic_909777,-0.3111567518133672,909777
cosmic_906862,-0.311206476645306,906862
cosmic_910915,-0.3116278833046054,910915
cosmic_949088,-0.31171798929251926,949088
cosmic_753581,-0.31190095210264923,753581
cosmic_907269,-0.3119183672750319,907269
cosmic_753575,-0.31192394549724206,753575
cosmic_906817,-0.31195815362198204,906817
cosmic_1524416,-0.3119857884729475,1524416
cosmic_1331034,-0.31203608557211715,1331034
cosmic_924107,-0.31210140168243095,924107
cosmic_1290725,-0.3121029888487934,1290725
cosmic_924240,-0.3121309883938945,924240
cosmic_1240183,-0.31216436447469686,1240183
cosmic_688058,-0.3122049917066675,688058
cosmic_909726,-0.31222850920017053,909726
cosmic_1240155,-0.31223068441635654,1240155
cosmic_724812,-0.3122471223265081,724812
cosmic_907287,-0.3124371799376242,907287
cosmic_905980,-0.3125227700787646,905980
cosmic_1290814,-0.3125252583862307,1290814
cosmic_687563,-0.31255024657687547,687563
cosmic_1240123,-0.3126470827390962,1240123
cosmic_910549,-0.31278285604600925,910549
cosmic_906855,-0.3128656759827408,906855
cosmic_1327774,-0.3129338142318876,1327774
