G3_gamma,0.2191
SHH_alpha,0.1349
G4_alpha,0.1209
G3_beta,0.0929
WNT_beta,0.0658
WNT_alpha,0.0652
G3_alpha,0.0646
G4_gamma,0.0564
G4_beta,0.0525
SHH_gamma,0.0511
SHH_delta,0.0511
SHH_beta,0.0255
