,MED1712
NCIH524,0.2936066402139493
DMS273,0.26560858402812587
HCC33,0.2524858559081209
NCIH1184,0.23402109668272073
NCIH446,0.23327852100229574
NCIH1341,0.21153323543866284
NCIH1155,0.20184505834012872
5637,0.20165952911522947
IMR32,0.18545773939954674
DAOY,0.18494156954485627
CAOV3,0.18235729238872608
DU145,0.18222699182553656
KNS62,0.17977708474529128
LK2,0.17806906471851583
D283MED,0.17299830733392635
COLO668,0.16922910729407117
UBLC1,0.16789053943509016
DMS114,0.16772185747659704
TUHR4TKB,0.16633121912732823
TE4,0.165748193131497
SW1463,0.16269030633645082
TE10,0.1622622236383408
CORL95,0.16215650431498224
JL1,0.16202929451144205
KYSE450,0.15892555086465018
HEYA8,0.1576818052790758
DBTRG05MG,0.15646218999230757
NCIH2029,0.15598341475233457
NCIH810,0.15472163412463835
FTC133,0.15300843766057978
NH6,0.1524142298423274
G292CLONEA141B1,0.1521043365974238
KMS11,0.15092914787532202
SKNSH,0.15016080373166213
SF268,0.1499000510512792
NCIH2052,0.1487874055802598
T3M10,0.1484988163111401
MDAMB361,0.14764880722259144
ISTMES1,0.1471158851768388
TE14,0.14621774659939357
TE8,0.1460993911262212
CHP212,0.14571668883108213
JHOS2,0.1455908762064355
SIMA,0.1444505111692279
DKMG,0.14441774832615858
TE441T,0.1441820087230869
KPNSI9S,0.14338002072702058
CAL27,0.14316347386223774
OV7,0.142464990528766
YD15,0.14171893855612558
YH13,0.1415940332091451
NCIH1651,0.14154457345622956
BICR18,0.14078725509611453
22RV1,0.14007944735020914
MDST8,0.13972189472160984
DMS53,0.13959554432794288
TT2609C02,0.13883376804895797
NCIH1299,0.13830578648584832
KLE,0.1379259452181412
SKMEL3,0.13757098372788226
U2OS,0.13750435277846332
SNU685,0.13728290601564305
WM793,0.13720023992764072
ACHN,0.13719726741529967
HARA,0.1369999439793285
SW579,0.136858830894947
SUIT2,0.13673784141986645
SKES1,0.13546412432775418
CAL78,0.13540236874692643
IGR37,0.13533054419456375
NCIH2286,0.13524103982274618
HCC1954,0.13507669283414614
SNU878,0.134352766302261
SNU398,0.13380157646964275
NCIH2196,0.1336732145660864
VMRCRCW,0.13347038743450199
DMS454,0.1328768641810204
NCIH1792,0.13198807395277942
MHHNB11,0.1315707314812054
SW1088,0.1315382088629401
SJSA1,0.13124596963965904
QGP1,0.13017913720182506
TCCPAN2,0.1298828013117358
BEN,0.1292005438593053
ZR751,0.1281262350555302
ESS1,0.12778176854174356
NCIH196,0.12738847598273517
COV362,0.12698646057754237
CHAGOK1,0.1266919549822144
KELLY,0.12538783786102572
ES2,0.12360154713063773
SNU503,0.12346858364123532
GOS3,0.12320496653918091
HGC27,0.12292651313725866
HCC95,0.12242852338985288
OVCAR8,0.12241204079235297
SKNBE2,0.12212369858752946
CAL148,0.12202875872514525
COLO792,0.12193530836150906
EPLC272H,0.12163160309143847
OE21,0.1208927161606374
NCIH2444,0.12040024316799375
