,MED1911
KCL22,-0.02570192122450876
GCT,-0.02578478415808057
SW1271,-0.026224197165925337
MALME3M,-0.026672195752010058
HT1197,-0.02696947185655764
SUDHL8,-0.027527738194130277
COLO320,-0.02774778536342789
OV90,-0.027831062723866637
MDAMB175VII,-0.02795459109847476
HSC2,-0.02801261348464298
NCIH647,-0.028146247938449866
KASUMI2,-0.028399016557806838
HEC1A,-0.02864456391909835
NCIH2452,-0.02914433999402479
GMS10,-0.029190376661101136
TEN,-0.029713597569500986
SNU449,-0.029736125384016217
HPAFII,-0.029809640096690022
NCIH2030,-0.02991863169018931
SKMM2,-0.03016249974706006
RERFLCAI,-0.030327816028162966
HEC1B,-0.030622937314708918
SCABER,-0.030730048058565298
EFO21,-0.030933696406104955
HEC251,-0.031017051858705708
L428,-0.031338464689689594
MC116,-0.031947606740844306
LN18,-0.03226620386650958
BFTC909,-0.03235656807805249
IGROV1,-0.032548465961733046
PANC1005,-0.03276050619571951
ASPC1,-0.0328186739547726
LCLC103H,-0.03300069570979257
SU8686,-0.03304967185962914
MORCPR,-0.03346333018307349
JHH4,-0.033831494605404196
NCIH1339,-0.034031173671733854
DOHH2,-0.034100184918999854
PSN1,-0.034632974187488494
JURKAT,-0.035225651801570064
HT29,-0.03546254951897036
COLO678,-0.03567710073960679
KP3,-0.03600813468132859
AU565,-0.036029528166731266
HS746T,-0.0363012704544664
LN229,-0.03634437346704452
HUH1,-0.03642754238977879
AMO1,-0.036451652210607435
KU812,-0.03671132486556761
L363,-0.03678170549208422
KYSE150,-0.037096586147147864
SKLU1,-0.03756304187236261
ZR7530,-0.03761848934321498
RT112,-0.037671209347634925
SH10TC,-0.0377958067186694
KE97,-0.038059762631812336
GRANTA519,-0.03819605611567256
RKO,-0.03850093657624073
U937,-0.03920832207136514
KYSE520,-0.03936935293357916
MCF7,-0.03943494963927974
OPM2,-0.03971465017055929
MDAMB415,-0.03978338403390817
PANC0403,-0.040473087860639294
HEC59,-0.04095204885512615
HCC78,-0.04113904244919597
L33,-0.04166265296884544
EFO27,-0.04173943082600746
HH,-0.04207759601520755
HT1080,-0.042244731987756426
PANC0203,-0.04225024085754723
IALM,-0.04274241267996298
CAPAN2,-0.04285869918053333
EFM19,-0.04363672040132737
HUT78,-0.043705134079240225
NCIH3255,-0.044774288877054154
TYKNU,-0.04483099220708507
KNS81,-0.04492356638388297
GCIY,-0.04518014748800753
RT4,-0.04566362718121148
SQ1,-0.04587631593153929
HPAC,-0.04670947973279462
CCK81,-0.04681256325787338
JHH6,-0.04740493734772667
COLO201,-0.04772751967738782
RL952,-0.048221458362563724
JHH5,-0.04827665662005016
PK45H,-0.04833616470479064
SNUC2A,-0.04867699316998356
KO52,-0.048751155747672005
HS766T,-0.04915328205630418
SW620,-0.04961434958310083
NCIH1793,-0.04972855001473023
EBC1,-0.04992546924264833
JVM3,-0.04998232192874669
U118MG,-0.05021101954514008
BDCM,-0.05029597843129077
NCIH2009,-0.050645175282935315
GAMG,-0.050667783691429956
LS123,-0.051157215759163696
KMBC2,-0.0516504492203074
ALLSIL,-0.05230661487613028
SNU1,-0.05276781789875664
HT,-0.05340752264158144
TE15,-0.0539924497996995
TE9,-0.05457385145794878
HDQP1,-0.054634426015019076
TOV21G,-0.054916475859698284
MONOMAC1,-0.05534888110273552
CORL105,-0.055434553903990345
SKBR3,-0.05548721156424051
KMS12BM,-0.05557358091236466
HT1376,-0.05581782086574834
KYSE510,-0.05607070395709393
HCC827,-0.05669460787883285
DV90,-0.06022513904331588
LS411N,-0.06227360389785526
NCIH358,-0.06256766615325751
T84,-0.06315807026726689
OCIAML5,-0.06359998393840643
SNGM,-0.06362521658689282
PK1,-0.06489634559293439
HEC265,-0.06505943846371204
PFEIFFER,-0.06547967393464746
HCC2935,-0.06576926223385166
NCIH1373,-0.06599538444007653
BT20,-0.06618335228257365
CORL23,-0.0663538485470555
RAJI,-0.06715295457189335
NCIH2087,-0.06769338478163717
T47D,-0.06787442847805836
KARPAS299,-0.06803225479640737
SCC9,-0.06825017686071579
HEC6,-0.06835175088514643
SKMEL31,-0.06911535900353638
OE33,-0.06941786711415979
HCC56,-0.07000834104597906
KE39,-0.07102503850266496
NCIH1975,-0.07307452150541942
697,-0.07308018292737269
OCUM1,-0.07367100795271304
KYSE30,-0.07369242275712405
TOLEDO,-0.07399577363410033
PK59,-0.07407894028791669
EB1,-0.0758387285671492
NCIH1944,-0.07614191213979817
SKCO1,-0.07972548825029907
KARPAS422,-0.0798133477798458
P31FUJ,-0.08235698338866267
TE5,-0.08307037600184787
LS513,-0.08405139948071146
IM95,-0.08446479849548184
AN3CA,-0.08552487034228441
NCIH1915,-0.08567697269475404
OCIAML2,-0.08610647784002623
HEC151,-0.08752500268004756
MDAMB435S,-0.09004868793522414
F36P,-0.0906650431251804
MINO,-0.09082659417227064
NCIH441,-0.09942244256623343
JM1,-0.1049237237820724
KYSE140,-0.12879713947199736
NCIN87,-0.16903853724752943
