,MED411,COSMIC ID
cosmic_907790,-0.34750311685196766,907790
cosmic_906844,-0.34806678152979925,906844
cosmic_949167,-0.3481419649994963,949167
cosmic_906849,-0.34821963123786903,906849
cosmic_684057,-0.3491511074260964,684057
cosmic_1240191,-0.3502725278166611,1240191
cosmic_908159,-0.3507753680572338,908159
cosmic_949172,-0.3516282722443344,949172
cosmic_905965,-0.35198316272776803,905965
cosmic_907319,-0.3526559104696191,907319
cosmic_1240206,-0.352903407336973,1240206
cosmic_909707,-0.3532359571495592,909707
cosmic_1240192,-0.35345690653411244,1240192
cosmic_753559,-0.3535114546814343,753559
cosmic_687802,-0.35397700027331686,687802
cosmic_1240216,-0.3546576708697666,1240216
cosmic_907059,-0.35508368363606035,907059
cosmic_1240182,-0.35536977638273287,1240182
cosmic_684052,-0.3562440585672423,684052
cosmic_908148,-0.35631841390011915,908148
cosmic_910706,-0.35711849606212603,910706
cosmic_924100,-0.35711997968772863,924100
cosmic_1299052,-0.3573460192446948,1299052
cosmic_907320,-0.3573493797465171,907320
cosmic_906820,-0.3576854621636086,906820
cosmic_949090,-0.3581390130399922,949090
cosmic_724868,-0.35835536833269727,724868
cosmic_907047,-0.3586386635686381,907047
cosmic_946355,-0.3593292730779721,946355
cosmic_1240221,-0.35943348902770134,1240221
cosmic_906848,-0.3599685211755897,906848
cosmic_724828,-0.36002262747554553,724828
cosmic_722058,-0.36005482535289374,722058
cosmic_1240205,-0.3602761370340709,1240205
cosmic_1240199,-0.3606579542292258,1240199
cosmic_1240142,-0.3611420402153612,1240142
cosmic_908476,-0.3617651949494401,908476
cosmic_1299061,-0.3618622188283921,1299061
cosmic_749711,-0.36243156508757696,749711
cosmic_1299059,-0.3629883962306131,1299059
cosmic_908443,-0.36305688035994793,908443
cosmic_753573,-0.3631986658494367,753573
cosmic_1298350,-0.36360881147220087,1298350
cosmic_925345,-0.3636669818324739,925345
cosmic_724859,-0.3638627554430442,724859
cosmic_905991,-0.3639078747266588,905991
cosmic_908129,-0.3639158786162271,908129
cosmic_909716,-0.3644653640585986,909716
cosmic_910566,-0.3646488219764885,910566
cosmic_910931,-0.36504305306836954,910931
cosmic_909737,-0.3651737715637232,909737
cosmic_910900,-0.3652895311557513,910900
cosmic_949156,-0.36543796968611775,949156
cosmic_1298222,-0.3654887436974361,1298222
cosmic_1240189,-0.36562183830954653,1240189
cosmic_749710,-0.36562751781204417,749710
cosmic_906843,-0.3661959443880209,906843
cosmic_906812,-0.3672868999603346,906812
cosmic_907068,-0.36782671056290683,907068
cosmic_1503371,-0.3680726113420366,1503371
cosmic_908472,-0.36851814225425994,908472
cosmic_724874,-0.3689897869863246,724874
cosmic_946353,-0.3690846402627155,946353
cosmic_909976,-0.3692096189803328,909976
cosmic_753555,-0.3692978237470766,753555
cosmic_949157,-0.3695542117887797,949157
cosmic_908463,-0.369582296509041,908463
cosmic_1240210,-0.3696719259289199,1240210
cosmic_907796,-0.36970402900449495,907796
cosmic_906863,-0.36979770986836435,906863
cosmic_749717,-0.37001736273563113,749717
cosmic_907785,-0.3707379733357146,907785
cosmic_905933,-0.3710708815530323,905933
cosmic_684681,-0.37126715719370806,684681
cosmic_1659817,-0.3713731189149712,1659817
cosmic_907277,-0.37146238653531377,907277
cosmic_753565,-0.37180335479517634,753565
cosmic_906850,-0.37187292932394544,906850
cosmic_1298356,-0.37216556765791375,1298356
cosmic_1331025,-0.37231564947582857,1331025
cosmic_1480374,-0.37274091678956556,1480374
cosmic_1240141,-0.37275210450765417,1240141
cosmic_753621,-0.3733046300969344,753621
cosmic_905959,-0.37349620322492144,905959
cosmic_1299070,-0.37397507821393017,1299070
cosmic_907055,-0.37398401449169516,907055
cosmic_687505,-0.37410485365858404,687505
cosmic_905935,-0.3741743370666558,905935
cosmic_684059,-0.37446028935059955,684059
cosmic_687983,-0.37454569555805217,687983
cosmic_909907,-0.3745494578535247,909907
cosmic_724831,-0.37481726240147223,724831
cosmic_905972,-0.3748480697196682,905972
cosmic_1480358,-0.3750350686692218,1480358
cosmic_910703,-0.37512842775312527,910703
cosmic_909756,-0.37531825775331074,909756
cosmic_1290922,-0.37542328496180655,1290922
cosmic_909780,-0.3754556439860886,909780
cosmic_905942,-0.3756261838448196,905942
cosmic_946354,-0.37565863731471805,946354
cosmic_907318,-0.37566964129646063,907318
cosmic_908126,-0.3759842824189179,908126
cosmic_909264,-0.37605228413782343,909264
cosmic_1240209,-0.37607228567791423,1240209
cosmic_1240149,-0.3765624960839329,1240149
cosmic_724879,-0.37670928109692264,724879
cosmic_910853,-0.3768662608720313,910853
cosmic_909251,-0.37692533032717973,909251
cosmic_1480372,-0.3770021479667593,1480372
cosmic_753556,-0.377107853778874,753556
cosmic_1298134,-0.37711417794448454,1298134
cosmic_1298475,-0.37716428581536343,1298475
cosmic_910911,-0.37732369837409324,910911
cosmic_909739,-0.377396538013922,909739
cosmic_905944,-0.3778692574476252,905944
cosmic_687452,-0.3778947187580895,687452
cosmic_1503365,-0.3780305878168603,1503365
cosmic_909759,-0.3786212916693556,909759
cosmic_910687,-0.3786441588545519,910687
cosmic_909703,-0.37889719136589795,909703
cosmic_909771,-0.3791067852016158,909771
cosmic_906855,-0.37930793377815,906855
cosmic_753592,-0.37933103529891066,753592
cosmic_908147,-0.3794238496629008,908147
cosmic_753576,-0.3794939246012404,753576
cosmic_1503363,-0.3795147220385031,1503363
cosmic_1240217,-0.3796344111161553,1240217
cosmic_909708,-0.3797386300640823,909708
cosmic_949088,-0.37980842907814316,949088
cosmic_908131,-0.37993812043137637,908131
cosmic_910930,-0.38011622527600925,910930
cosmic_908138,-0.38022219832706217,908138
cosmic_909718,-0.3802991919084739,909718
cosmic_1330942,-0.3803334680943117,1330942
cosmic_909728,-0.3804263190046809,909728
cosmic_1240204,-0.38042870669673245,1240204
cosmic_998184,-0.38071031806927635,998184
cosmic_906841,-0.38086679586458705,906841
cosmic_1330950,-0.38092527207192967,1330950
cosmic_1298359,-0.38103216701331755,1298359
cosmic_910920,-0.3810946867418909,910920
cosmic_687798,-0.38111503016024506,687798
cosmic_910919,-0.38138750687659656,910919
cosmic_907060,-0.3817386792474708,907060
cosmic_1330983,-0.3817419456334892,1330983
cosmic_906842,-0.38176505104616526,906842
cosmic_1240196,-0.3820226052634785,1240196
cosmic_924248,-0.3821345498511108,924248
cosmic_1331048,-0.38224225819406665,1331048
cosmic_907323,-0.38240854953615155,907323
cosmic_905952,-0.382457677272848,905952
cosmic_1331040,-0.3825337517111201,1331040
cosmic_909262,-0.3825661141839129,909262
cosmic_687815,-0.38281313965300245,687815
cosmic_909721,-0.3828524812277047,909721
cosmic_930082,-0.3829660297390174,930082
cosmic_905990,-0.38306184746353206,905990
cosmic_753586,-0.38310093872408396,753586
cosmic_1331038,-0.3834038663822468,1331038
cosmic_1299078,-0.3836366099093349,1299078
cosmic_910906,-0.38372201277567547,910906
cosmic_1240127,-0.3838242725969763,1240127
cosmic_753569,-0.3838285796414714,753569
cosmic_906861,-0.383898030132743,906861
cosmic_907073,-0.38394770875759704,907073
cosmic_910705,-0.38395835699304437,910705
cosmic_749713,-0.3845327236694354,749713
cosmic_1299064,-0.3847743878378881,1299064
cosmic_910916,-0.3848404902985596,910916
cosmic_906804,-0.38486243152166266,906804
cosmic_908473,-0.3851206927512435,908473
cosmic_908152,-0.3851421785455849,908152
cosmic_1659818,-0.3853121251094809,1659818
cosmic_753623,-0.38543002085720673,753623
cosmic_1240190,-0.3854381852900659,1240190
cosmic_930298,-0.3855570582468166,930298
cosmic_1240218,-0.38563693422303574,1240218
cosmic_909776,-0.3856829779704907,909776
cosmic_687596,-0.38572425663642634,687596
cosmic_907275,-0.3857538595108238,907275
cosmic_907791,-0.38598043838656226,907791
cosmic_1240200,-0.3859956086289941,1240200
cosmic_910695,-0.38603559072425025,910695
cosmic_910851,-0.38622925731957364,910851
cosmic_1240134,-0.38651325293674355,1240134
cosmic_907312,-0.38653774770624216,907312
cosmic_910209,-0.3868706921157391,910209
cosmic_907072,-0.38696531481190083,907072
cosmic_910779,-0.387074144489812,910779
cosmic_908121,-0.3872226219976398,908121
cosmic_1240129,-0.3873308357068617,1240129
cosmic_907000,-0.38780876634655725,907000
cosmic_1240168,-0.38781347391727494,1240168
cosmic_687787,-0.3878760311288523,687787
cosmic_1240122,-0.3878819699003789,1240122
cosmic_1503364,-0.38790163276512013,1503364
cosmic_1330985,-0.3880275489313133,1330985
cosmic_909974,-0.3881205330228338,909974
cosmic_753577,-0.3883299219650243,753577
cosmic_753572,-0.3883645018581807,753572
cosmic_907280,-0.3884140858806682,907280
cosmic_907050,-0.38855416466740555,907050
cosmic_1331035,-0.3886370336185511,1331035
cosmic_753536,-0.38874437776160886,753536
cosmic_910904,-0.3887935813600734,910904
cosmic_1303896,-0.38894547160923426,1303896
cosmic_1290725,-0.3890261168276974,1290725
cosmic_949162,-0.38926140612712096,949162
cosmic_1240172,-0.38953751877789683,1240172
cosmic_1330931,-0.3897685594529949,1330931
cosmic_925340,-0.38986407404212065,925340
cosmic_1240197,-0.38999510572533413,1240197
cosmic_1303897,-0.3900949960196835,1303897
cosmic_1290797,-0.39011664695109527,1290797
cosmic_753615,-0.390119563005212,753615
cosmic_910546,-0.3901270234661418,910546
cosmic_1327771,-0.39017667527977634,1327771
cosmic_753548,-0.3904269132838437,753548
cosmic_722066,-0.39044260756379084,722066
cosmic_1659819,-0.3906067583364635,1659819
cosmic_713880,-0.3907768741100955,713880
cosmic_1295740,-0.39102848678448393,1295740
cosmic_909257,-0.39129479105651427,909257
cosmic_909711,-0.39149240943018804,909711
cosmic_1298362,-0.39169206348407704,1298362
cosmic_909769,-0.39173359695623544,909769
cosmic_905962,-0.39178795012646905,905962
cosmic_1503367,-0.3917882307899783,1503367
cosmic_908449,-0.3917904574289407,908449
cosmic_908125,-0.3919226610254384,908125
cosmic_907783,-0.39205694837776783,907783
cosmic_906821,-0.3920838564416366,906821
cosmic_907282,-0.39215394146195176,907282
cosmic_1331039,-0.3922115828440896,1331039
cosmic_687459,-0.39224149693900434,687459
cosmic_1290807,-0.3923042437103343,1290807
cosmic_1297449,-0.3923416547901005,1297449
cosmic_905949,-0.3924482149637858,905949
cosmic_924186,-0.3924531431932793,924186
cosmic_924244,-0.3925377413258839,924244
cosmic_908145,-0.39278555115880964,908145
cosmic_909975,-0.3928975678362902,909975
cosmic_908119,-0.3929438482952958,908119
cosmic_724863,-0.3931139841338371,724863
cosmic_908475,-0.3931347221269063,908475
cosmic_924250,-0.3931811138641649,924250
cosmic_907787,-0.39324113091962976,907787
cosmic_908142,-0.3935151190604405,908142
cosmic_909740,-0.3936472796938166,909740
cosmic_905969,-0.39385972922831003,905969
cosmic_687819,-0.3941559695748544,687819
cosmic_908457,-0.3941690405548297,908457
cosmic_1240145,-0.3944320847789109,1240145
cosmic_687800,-0.3944749473811328,687800
cosmic_909777,-0.3945879053734967,909777
cosmic_906846,-0.3947979113161486,906846
cosmic_1503368,-0.3948164578144272,1503368
cosmic_1299067,-0.39484396091587953,1299067
cosmic_1331036,-0.3951943894877492,1331036
cosmic_909717,-0.3952301486695777,909717
cosmic_753574,-0.39546028843512837,753574
cosmic_1240136,-0.3955017884600455,1240136
cosmic_687799,-0.3956545346750717,687799
cosmic_905946,-0.3959475138037702,905946
cosmic_753608,-0.3959618697985545,753608
cosmic_1479988,-0.39601938589059377,1479988
cosmic_1240160,-0.3960723291236978,1240160
cosmic_1298136,-0.39615310200583,1298136
cosmic_906824,-0.39627538528976547,906824
cosmic_905963,-0.3964852489957397,905963
cosmic_1290768,-0.39651182461479373,1290768
cosmic_724839,-0.39652469360291454,724839
cosmic_906827,-0.39664813934113885,906827
cosmic_905938,-0.3968931181205032,905938
cosmic_910934,-0.3969360093287095,910934
cosmic_1659928,-0.39710615130251536,1659928
cosmic_905961,-0.3972289854720146,905961
cosmic_946358,-0.3973423497759075,946358
cosmic_1240179,-0.3973502465331772,1240179
cosmic_753563,-0.3974284755622728,753563
cosmic_908451,-0.3974319617371006,908451
cosmic_906865,-0.3974548335304952,906865
cosmic_722045,-0.3981007746036761,722045
cosmic_906826,-0.3981982479466186,906826
cosmic_683665,-0.3982991793919907,683665
cosmic_910852,-0.3983412115633226,910852
cosmic_910545,-0.3984550689085284,910545
cosmic_907053,-0.3984875292038169,907053
cosmic_910935,-0.3986064231609131,910935
cosmic_946369,-0.3986145871906608,946369
cosmic_1298355,-0.3987628681542342,1298355
cosmic_907042,-0.39896778435875013,907042
cosmic_949174,-0.39913878271542425,949174
cosmic_1295741,-0.3992330000558471,1295741
cosmic_971774,-0.39923427393174266,971774
cosmic_906696,-0.3992995288365826,906696
cosmic_908130,-0.3993361506238084,908130
cosmic_1298358,-0.39935060824118246,1298358
cosmic_905950,-0.39938258946924093,905950
cosmic_907391,-0.3995020495908075,907391
cosmic_906793,-0.39957062244626224,906793
cosmic_908474,-0.3996791844335458,908474
cosmic_906870,-0.39968731423727866,906870
cosmic_909732,-0.3997341462781155,909732
cosmic_906828,-0.3997816157308199,906828
cosmic_925338,-0.39984894700018475,925338
cosmic_735784,-0.3998510252925382,735784
cosmic_905956,-0.3998813322495273,905956
cosmic_1298347,-0.4000467401997949,1298347
cosmic_910926,-0.4000950906837449,910926
cosmic_905948,-0.4001411376945153,905948
cosmic_924239,-0.40015198103934013,924239
cosmic_924240,-0.4001548059104483,924240
cosmic_906795,-0.4002097171162331,906795
cosmic_909256,-0.4002410408619261,909256
cosmic_1240162,-0.40041114207200523,1240162
cosmic_905934,-0.4004734052500853,905934
cosmic_1240212,-0.4005943707975753,1240212
cosmic_1524417,-0.4005974853112663,1524417
cosmic_1327768,-0.40063079704323795,1327768
cosmic_753561,-0.40068846276168346,753561
cosmic_687821,-0.4006908184386689,687821
cosmic_687829,-0.4007368799131655,687829
cosmic_905937,-0.40080545846278054,905937
cosmic_753575,-0.40086641998178496,753575
cosmic_906838,-0.4008755554577923,906838
cosmic_908446,-0.4010932523927374,908446
cosmic_1480361,-0.4012181627235894,1480361
cosmic_908144,-0.40126556068097213,908144
cosmic_1503361,-0.4012692627947112,1503361
cosmic_1327766,-0.40140924953119367,1327766
cosmic_909249,-0.4014590522070423,909249
cosmic_907172,-0.40148564323056934,907172
cosmic_909742,-0.40155425483682866,909742
cosmic_1524414,-0.4015956436463294,1524414
cosmic_724825,-0.4016306870196248,724825
cosmic_1240207,-0.40164131126441843,1240207
cosmic_724873,-0.40190803407207654,724873
cosmic_907044,-0.4019571346297659,907044
cosmic_1327773,-0.40198677999145593,1327773
cosmic_687506,-0.40205622435374283,687506
cosmic_1479995,-0.40208804295570366,1479995
cosmic_910401,-0.4021413150481615,910401
cosmic_1330993,-0.4023933240779318,1330993
cosmic_908461,-0.40243186306777073,908461
cosmic_905986,-0.40247495884163137,905986
cosmic_924105,-0.40253879755456623,924105
cosmic_946370,-0.40268758303909563,946370
cosmic_749709,-0.4026998007295745,749709
cosmic_683667,-0.40287104939961044,683667
cosmic_1240143,-0.40287420800704304,1240143
cosmic_1240219,-0.40294376328947495,1240219
cosmic_908459,-0.4030963337810432,908459
cosmic_1299081,-0.40313280266764784,1299081
cosmic_909253,-0.40317161153883696,909253
cosmic_753624,-0.4033030049583467,753624
cosmic_907062,-0.40339411622524884,907062
cosmic_753541,-0.4034940444353607,753541
cosmic_907272,-0.40350572994273903,907272
cosmic_924110,-0.4035211900732527,924110
cosmic_1240198,-0.4035541576947423,1240198
cosmic_1240150,-0.4035810190012206,1240150
cosmic_905968,-0.4035915213373787,905968
cosmic_1290810,-0.40360389054700063,1290810
cosmic_1298156,-0.40363635192369685,1298156
cosmic_687780,-0.4036522101004933,687780
cosmic_1503366,-0.40397153551603643,1503366
cosmic_1322224,-0.403973985563107,1322224
cosmic_907176,-0.40408767392500267,907176
cosmic_1330987,-0.4042039636083483,1330987
cosmic_906798,-0.4043088019647743,906798
cosmic_1327775,-0.40432068687097034,1327775
cosmic_1503362,-0.40433555374462576,1503362
cosmic_1240128,-0.4045267810278742,1240128
cosmic_1240131,-0.40453828849390194,1240131
cosmic_1290907,-0.40454102376588985,1290907
cosmic_909697,-0.40459174910251156,909697
cosmic_910701,-0.40464284165708714,910701
cosmic_906832,-0.40478376781355707,906832
cosmic_906877,-0.4048283508880126,906877
cosmic_1331050,-0.40492094612675394,1331050
cosmic_924111,-0.40519682710481747,924111
cosmic_909248,-0.40519911048977275,909248
cosmic_1331031,-0.4052969569482298,1331031
cosmic_753531,-0.4054816887614868,753531
cosmic_1290455,-0.40549853341541514,1290455
cosmic_909702,-0.40556472863260823,909702
cosmic_924247,-0.405783293034321,924247
cosmic_909758,-0.4057936972519009,909758
cosmic_1480362,-0.4058378818282898,1480362
cosmic_687807,-0.4058405646731935,687807
cosmic_1240156,-0.40588792616837444,1240156
cosmic_924106,-0.4059571098545929,924106
cosmic_906831,-0.4059994908087868,906831
cosmic_910907,-0.40609594359618933,910907
cosmic_1298533,-0.4061191023797081,1298533
cosmic_910951,-0.40619623350247425,910951
cosmic_1240167,-0.40636696825553015,1240167
cosmic_906693,-0.4063916993041996,906693
cosmic_1240187,-0.40640966581655746,1240187
cosmic_909743,-0.4066228266925181,909743
cosmic_907271,-0.40662665752828187,907271
cosmic_910704,-0.4066407378147913,910704
cosmic_906836,-0.40704218401798814,906836
cosmic_905970,-0.4071240121636649,905970
cosmic_687592,-0.4072422238334736,687592
cosmic_906791,-0.4072652949214393,906791
cosmic_908448,-0.4073907450255257,908448
cosmic_906851,-0.40760438175444424,906851
cosmic_687820,-0.40768306509709434,687820
cosmic_1290905,-0.4076875787344191,1290905
cosmic_908143,-0.4077500844381508,908143
cosmic_724878,-0.40784410875949023,724878
cosmic_1330941,-0.40794449122307347,1330941
cosmic_907065,-0.4079605578883321,907065
cosmic_1298348,-0.4079788592661959,1298348
cosmic_1322218,-0.40799977879335725,1322218
cosmic_907041,-0.4080048197720505,907041
cosmic_906765,-0.40814651805518354,906765
cosmic_687568,-0.40819670208646297,687568
cosmic_1240170,-0.4082288482466402,1240170
cosmic_906817,-0.4082459792798457,906817
cosmic_1240135,-0.40836135894939773,1240135
cosmic_971777,-0.40883756262157006,971777
cosmic_910399,-0.4090035774735231,910399
cosmic_724870,-0.4091123626146633,724870
cosmic_909252,-0.40917394774235155,909252
cosmic_907799,-0.4092067805273272,907799
cosmic_907273,-0.40927965853924375,907273
cosmic_1290795,-0.4093108231894795,1290795
cosmic_949093,-0.40938122564060514,949093
cosmic_907173,-0.4093849499801577,907173
cosmic_1331045,-0.40939120074269414,1331045
cosmic_907311,-0.40946809172983667,907311
cosmic_753600,-0.40949052145971004,753600
cosmic_906852,-0.4094994363774034,906852
cosmic_753566,-0.409595993924603,753566
cosmic_924187,-0.4097029144877177,924187
cosmic_907300,-0.4097916895075133,907300
cosmic_724838,-0.4098456197795835,724838
cosmic_924104,-0.40989054105351,924104
cosmic_1240144,-0.4099452745689751,1240144
cosmic_905971,-0.4099714848227023,905971
cosmic_1287381,-0.40997259385443025,1287381
cosmic_1330943,-0.4100012082817,1330943
cosmic_909250,-0.41002803131468396,909250
cosmic_1330933,-0.4100972774540066,1330933
cosmic_909255,-0.41012537841050567,909255
cosmic_722046,-0.4101398330995005,722046
cosmic_908455,-0.41020060805897063,908455
cosmic_1290771,-0.41021378141950565,1290771
cosmic_753583,-0.410305057390327,753583
cosmic_905936,-0.41043823328259227,905936
cosmic_1240140,-0.41049088966011055,1240140
cosmic_909727,-0.4105214643776533,909727
cosmic_1298157,-0.41053554920773466,1298157
cosmic_946361,-0.41057611590976545,946361
cosmic_724834,-0.41064387296258487,724834
cosmic_1479993,-0.41069402028227814,1479993
cosmic_909904,-0.4109397961083043,909904
cosmic_906800,-0.41097437056545477,906800
cosmic_908141,-0.41101003639789213,908141
cosmic_905979,-0.4110731115296597,905979
cosmic_753554,-0.41119622406949097,753554
cosmic_911905,-0.41120536271072516,911905
cosmic_908146,-0.41129918370594026,908146
cosmic_1298145,-0.4114380195187758,1298145
cosmic_909260,-0.4114979789616126,909260
cosmic_1240184,-0.4116269379198729,1240184
cosmic_1327769,-0.4116526998501078,1327769
cosmic_753585,-0.41168081838634407,753585
cosmic_1298215,-0.41174761320417747,1298215
cosmic_1240185,-0.41175639014329557,1240185
cosmic_906807,-0.4118110573724265,906807
cosmic_909784,-0.411875996930254,909784
cosmic_1331033,-0.4119303184453105,1331033
cosmic_909751,-0.4119575832137035,909751
cosmic_905973,-0.41221266326208156,905973
cosmic_905983,-0.41249375904918584,905983
cosmic_908124,-0.4125336917576321,908124
cosmic_908136,-0.41254503728023684,908136
cosmic_907048,-0.4125720493836406,907048
cosmic_909746,-0.4126757917374764,909746
cosmic_753562,-0.41284607850369964,753562
cosmic_907046,-0.41285765148931547,907046
cosmic_906801,-0.4129271237989769,906801
cosmic_905958,-0.4129481272398623,905958
cosmic_1240130,-0.41297055479420064,1240130
cosmic_1298352,-0.41298253211519725,1298352
cosmic_910947,-0.41321413402324786,910947
cosmic_1240173,-0.41334116926238595,1240173
cosmic_910544,-0.4134064566796066,910544
cosmic_907792,-0.4134329215543749,907792
cosmic_909709,-0.4135640977542309,909709
cosmic_924151,-0.4137414524388969,924151
cosmic_1290813,-0.41390617934100404,1290813
cosmic_905985,-0.41400556926334575,905985
cosmic_910549,-0.41402425442774665,910549
cosmic_907071,-0.4141215101530111,907071
cosmic_749716,-0.41414772536692057,749716
cosmic_687562,-0.4142347831435244,687562
cosmic_906763,-0.4142571959697958,906763
cosmic_1247871,-0.41427147263997444,1247871
cosmic_1298539,-0.4143598042227166,1298539
cosmic_749714,-0.41439640962029817,749714
cosmic_905977,-0.4144834904244362,905977
cosmic_1299062,-0.41452626917395424,1299062
cosmic_1290730,-0.41461729989338625,1290730
cosmic_906797,-0.41486365637958983,906797
cosmic_1330995,-0.41500675030769024,1330995
cosmic_909725,-0.41504883444336077,909725
cosmic_687812,-0.41505589493883954,687812
cosmic_687816,-0.4150608896374664,687816
cosmic_907269,-0.41506845619698685,907269
cosmic_910933,-0.4152444491509686,910933
cosmic_906872,-0.41527959119447283,906872
cosmic_687814,-0.41531964942417093,687814
cosmic_905964,-0.4154497810920155,905964
cosmic_753538,-0.4155094868976561,753538
cosmic_1330935,-0.4155807539908596,1330935
cosmic_909701,-0.41560211478490017,909701
cosmic_1480364,-0.41560273423486205,1480364
cosmic_907064,-0.41566623661757973,907064
cosmic_1330948,-0.4156755942828097,1330948
cosmic_1287706,-0.4156842278634252,1287706
cosmic_1240178,-0.41569508011156586,1240178
