,MED411
SCC4,0.04151602848307984
MDAMB453,0.04146495782629826
PANC0504,0.04144724937036639
KNS42,0.04132878208042711
PANC1,0.041172136612858394
HS839T,0.04116498183519948
A2058,0.04107235860903437
CJM,0.041022004200352236
SW620,0.04095420112705661
SKMES1,0.04094159734810095
NCIH1793,0.0409193529283377
RERFLCAD1,0.04083722330294172
NCIH226,0.040434757808068184
IPC298,0.03969587744526979
SNU761,0.03966498237686194
SNU1272,0.039637223311215476
WM983B,0.039466146089517394
DV90,0.03941499851889013
SKCO1,0.03921547306893003
JHH5,0.03898720727600777
TE11,0.038734386651670276
LOUNH91,0.038701834268937675
SNUC5,0.03868161818336015
NCIH1915,0.038654210901958155
HS746T,0.03850024572147519
GI1,0.038450461721309906
HS683,0.038446188376727426
GB1,0.03836350114609325
PC14,0.03819462892324747
COLO680N,0.0380553421532649
NCIH2126,0.037799413098432204
COLO678,0.03770753161633785
JHOC5,0.03763354228962948
IGR1,0.03751886048764156
HS822T,0.03736319385802863
SNU410,0.03730614323387172
SKMEL24,0.03704514310575434
KNS81,0.03669797872464795
SNB75,0.03646010381597203
NCIH28,0.0362758547266938
HUH6,0.03600296333403197
NCIH2009,0.035864369850957305
HEC251,0.03578350305650583
NCIH2087,0.035190503547654385
HPAC,0.03506854266141027
JHUEM2,0.03478416828476242
HS944T,0.03426990436623675
KU1919,0.034263615090951
PATU8988T,0.034230818674811724
MCF7,0.033991774556275965
COLO800,0.03393172087428182
MDAMB468,0.03390390068316597
CAL54,0.033406089973823085
SKMEL31,0.03335177227231021
KYSE510,0.03330679149630666
PK45H,0.03326685296243001
HCC1500,0.033239772062546497
RPMI7951,0.03304271799796509
JHUEM1,0.032912147924487836
RT112,0.032790475094921584
HT55,0.03264981798639083
SNU1105,0.032522023800081235
RERFLCAD2,0.03228358982989348
253J,0.031961812652686786
CFPAC1,0.031568470376883186
DANG,0.03137820226380682
HUPT3,0.03112729211498155
HEPG2,0.031121278026445636
2313287,0.03092762279912941
LCLC97TM1,0.030866974621460774
LN229,0.030837326700099865
KALS1,0.030759962779624388
SKUT1,0.03042359887920776
NCIH1838,0.03021119058630044
ACCMESO1,0.030038725796054478
HEP3B217,0.03001031955935807
KE39,0.029251281073039714
NCIH2452,0.028664774325568715
HS895T,0.028533603036964242
OE33,0.028330945730590848
TYKNU,0.02833078545285521
HDQP1,0.027726100329265136
SW1417,0.027654931429744053
ONS76,0.02764832030831537
HT1080,0.027617821475782005
SNU245,0.026574278939434294
OUMS23,0.02649109562743331
HS578T,0.02624421877009254
COLO741,0.025917795912629965
KP2,0.02551428890834034
SQ1,0.025455069435589648
LS411N,0.02529751046165521
NCIH2110,0.024973570055675444
KMRC20,0.024914633727264966
SNU1066,0.024768009519888026
SW948,0.024371425386909295
L33,0.023901340108057053
OCUM1,0.023815930507662796
KP3,0.023549223101237037
CL11,0.023164529133322682
HS766T,0.02278418648233919
BHT101,0.022406626729085367
PANC0813,0.022370791535888238
TE9,0.022231246617580504
PANC0203,0.021769567461910656
SNU869,0.021644618232880653
HCC2108,0.02099364743904891
OSRC2,0.02073540799691266
KYSE150,0.020663787883690162
SH4,0.02054825262804173
NCIH358,0.020440342754797787
PANC0403,0.020369095464297982
EFO21,0.02025788579496437
TE15,0.02010675226356361
HEL,0.01988496414660371
SNU1079,0.019740165285674603
SNU1076,0.018918418811554264
KMBC2,0.018827404692231466
HT1376,0.018646273948281708
ZR7530,0.01863491737565874
IGROV1,0.018551311566975325
HCC1428,0.01824723017688506
PATU8902,0.01811227800564486
HSC4,0.017974581645815772
RT4,0.017960456220534105
NUGC3,0.017686592668321184
NCIH838,0.017683154585454948
769P,0.017673716210160697
HS294T,0.017399344125107057
RMGI,0.017073386520309854
SNU601,0.016902096053197414
PANC1005,0.01631355304988863
SNU213,0.016254142876263533
LOVO,0.015800549022441837
CCK81,0.015270223781868904
HEC50B,0.015012376598729267
UACC257,0.014936717595571422
HPAFII,0.014297742884299698
LOXIMVI,0.013747264181897973
NCIH2342,0.013701163581649757
253JBV,0.013502679050126466
RCM1,0.013376348152446257
NCIH1944,0.013231901109877639
LS180,0.013169377659224978
NCIH1435,0.012893427290906215
PK1,0.012503268768813055
JHH4,0.012489467652884206
NCIN87,0.012461054084720988
SNU61,0.012402082414054558
SNU449,0.012243782998079508
HS852T,0.011819624385780686
SKLMS1,0.011739961741283783
HCC56,0.011622102529543248
LNCAPCLONEFGC,0.011047368354721997
C32,0.010777937984556972
A101D,0.01037174951603981
KCL22,0.009626029819327397
TE5,0.009434358249484373
AN3CA,0.008429314977211496
U251MG,0.007934447189107848
KYSE30,0.007642564544529654
KYSE140,0.007537348875200754
HUH1,0.005382470052716506
LS123,0.005231222926076979
NCIH441,0.005014329732528658
BT20,0.004071204455088591
MCAS,0.0036279375404977294
GSU,0.003210499244058695
HT29,0.0028972336143521437
M059K,0.002523467057522512
T47D,0.001825063812193211
SNU1196,0.00161709054381795
SCC9,0.0006091874078389428
U87MG,-0.0001497563586069506
HT115,-0.00036393263794585974
HCC1419,-0.0005065846216962886
AM38,-0.0006307345127207272
ALLSIL,-0.0008822924997858688
SNU719,-0.00110032251388594
JVM2,-0.0013689643046709207
HCC2935,-0.0020510909079992532
HCC78,-0.0033027098654505142
SNU407,-0.0033487053991634666
JHH1,-0.005825163996122766
HEC1B,-0.005860564727038441
SNU308,-0.006439587427689889
SKMEL30,-0.006567906963810039
WM1799,-0.007119323474844124
LAMA84,-0.007276495211973108
KM12,-0.007279907423958872
RKO,-0.00798082453735453
HEC1A,-0.008352665150426705
HCC202,-0.008783980809767566
IM95,-0.010471987283165153
HEC6,-0.010474624692147279
PK59,-0.011328324874472957
T84,-0.012220783812621823
TOV21G,-0.01243144238979659
HS611T,-0.012802625193854972
LS1034,-0.013480929472690131
DLD1,-0.014168757032239774
LS513,-0.014415974914148958
HEC108,-0.017457279776106404
HEC265,-0.01775915122422118
U118MG,-0.01808585378218104
KYM1,-0.01873179843393858
SNGM,-0.022141043395876598
HEC151,-0.0281207392338202
MDAMB435S,-0.030508629802472546
