,RCMB18,COSMIC ID
cosmic_907058,-0.30978211829252805,907058
cosmic_1298539,-0.30981096355828946,1298539
cosmic_949157,-0.3103111014544278,949157
cosmic_1327771,-0.31060518755274197,1327771
cosmic_687505,-0.310628941982429,687505
cosmic_753559,-0.31067751942305616,753559
cosmic_905942,-0.31107389791422657,905942
cosmic_753577,-0.3111612969138208,753577
cosmic_1298359,-0.31135130646440695,1298359
cosmic_907171,-0.3115499627461592,907171
cosmic_909712,-0.3115668139297469,909712
cosmic_724859,-0.31182087273147074,724859
cosmic_906848,-0.3118342795904735,906848
cosmic_1509074,-0.312553442618,1509074
cosmic_908144,-0.3129974136073985,908144
cosmic_909780,-0.31321937133163114,909780
cosmic_924104,-0.3135460901124165,924104
cosmic_1298223,-0.3135634793648084,1298223
cosmic_910900,-0.313647307841353,910900
cosmic_1240136,-0.3136843647069054,1240136
cosmic_1298222,-0.3142664327910326,1298222
cosmic_1240150,-0.314508982785333,1240150
cosmic_908125,-0.31454411425780093,908125
cosmic_753562,-0.3147430767037345,753562
cosmic_1240200,-0.3147493635324785,1240200
cosmic_905933,-0.31492583812825553,905933
cosmic_1299059,-0.3149693660967134,1299059
cosmic_1503371,-0.31496979678240405,1503371
cosmic_907059,-0.31521601814771116,907059
cosmic_1240186,-0.3154107096510828,1240186
cosmic_724831,-0.31550753922096453,724831
cosmic_1480372,-0.3156526871179973,1480372
cosmic_908471,-0.31574241569176664,908471
cosmic_910851,-0.315757303131579,910851
cosmic_1299061,-0.3158477527313656,1299061
cosmic_909739,-0.3162291309792839,909739
cosmic_910931,-0.3163285025179091,910931
cosmic_1240205,-0.3164683115419917,1240205
cosmic_909776,-0.3164763070723475,909776
cosmic_749711,-0.31681331906778926,749711
cosmic_749717,-0.31682862454772887,749717
cosmic_907072,-0.31714530646946154,907072
cosmic_1327766,-0.3172540439990783,1327766
cosmic_907050,-0.31741831737269777,907050
cosmic_753576,-0.31742627965490944,753576
cosmic_1240207,-0.3174665486297902,1240207
cosmic_905971,-0.3176228703383264,905971
cosmic_910926,-0.3176578468319422,910926
cosmic_687596,-0.3176753484682143,687596
cosmic_949156,-0.3177107462191456,949156
cosmic_909717,-0.317755410647414,909717
cosmic_946357,-0.31803044576651324,946357
cosmic_906824,-0.31809112437179393,906824
cosmic_907796,-0.31843623120904835,907796
cosmic_905962,-0.318499602786677,905962
cosmic_1299078,-0.31861021879249146,1299078
cosmic_908474,-0.3189932474009302,908474
cosmic_910921,-0.3190513279496423,910921
cosmic_1290922,-0.3192914545095167,1290922
cosmic_909728,-0.31929401356749776,909728
cosmic_1659817,-0.31948309147040016,1659817
cosmic_1503363,-0.31952044075865144,1503363
cosmic_687568,-0.31976689935300745,687568
cosmic_946354,-0.3203322475030025,946354
cosmic_949174,-0.32037906901965313,949174
cosmic_909720,-0.32046728440552524,909720
cosmic_908482,-0.3206106917991295,908482
cosmic_1240172,-0.32062209939416864,1240172
cosmic_1479987,-0.32066340117463843,1479987
cosmic_1290905,-0.3206690103120329,1290905
cosmic_1298538,-0.3210283257142438,1298538
cosmic_1240206,-0.32128934882444904,1240206
cosmic_687586,-0.32145098939996525,687586
cosmic_1240128,-0.3215543978584036,1240128
cosmic_687562,-0.32170186649271076,687562
cosmic_1240170,-0.3220123281661417,1240170
cosmic_907791,-0.32206830613114357,907791
cosmic_910942,-0.3222645272475885,910942
cosmic_1240144,-0.3224825067597984,1240144
cosmic_1480362,-0.3225207426490945,1480362
cosmic_687821,-0.3227098009986063,687821
cosmic_930082,-0.3232021046466919,930082
cosmic_1240141,-0.323243705145257,1240141
cosmic_909727,-0.3234176702717383,909727
cosmic_946372,-0.32342758615067935,946372
cosmic_1240209,-0.32343584211590315,1240209
cosmic_907785,-0.32357303331892906,907785
cosmic_971777,-0.32379628980959263,971777
cosmic_1240125,-0.3238638562642938,1240125
cosmic_1659818,-0.32423942000124484,1659818
cosmic_906823,-0.3246317766375764,906823
cosmic_753615,-0.32467229992481483,753615
cosmic_905990,-0.3246991689534514,905990
cosmic_905946,-0.324876727014098,905946
cosmic_753536,-0.3248872385440035,753536
cosmic_1524417,-0.32497552106001065,1524417
cosmic_924188,-0.32507399467460607,924188
cosmic_909976,-0.3251669517545625,909976
cosmic_909722,-0.3253508490971479,909722
cosmic_909907,-0.3254355530260383,909907
cosmic_910849,-0.32550932917899283,910849
cosmic_753574,-0.3256331238038162,753574
cosmic_749715,-0.3257219022248979,749715
cosmic_946353,-0.32573427985114717,946353
cosmic_908152,-0.3257638254761016,908152
cosmic_1331039,-0.3258711113420253,1331039
cosmic_687592,-0.32615533626475357,687592
cosmic_907312,-0.3261583174166302,907312
cosmic_905944,-0.32624790801486636,905944
cosmic_905963,-0.3264777735740731,905963
cosmic_905965,-0.3266956398466839,905965
cosmic_908131,-0.32675941384847046,908131
cosmic_1503364,-0.32687556802843376,1503364
cosmic_905983,-0.32706755674426463,905983
cosmic_1240218,-0.32720926102714787,1240218
cosmic_908459,-0.3272427995103726,908459
cosmic_687455,-0.3272859600478723,687455
cosmic_907173,-0.3275403287136435,907173
cosmic_1290730,-0.3275789251954354,1290730
cosmic_1330948,-0.32771957409076197,1330948
cosmic_925338,-0.32773594438344006,925338
cosmic_687590,-0.32784863939441994,687590
cosmic_909249,-0.32786871742299745,909249
cosmic_687588,-0.3279879404439704,687588
cosmic_910706,-0.32802023318845563,910706
cosmic_1298356,-0.32813686011134297,1298356
cosmic_1327775,-0.3281615196891156,1327775
cosmic_907053,-0.3283155691933136,907053
cosmic_905937,-0.32832360609390837,905937
cosmic_908147,-0.328636632253409,908147
cosmic_1240122,-0.32890456633866494,1240122
cosmic_753569,-0.3289524482137052,753569
cosmic_1298352,-0.32895913369869556,1298352
cosmic_908149,-0.3292086171044037,908149
cosmic_908472,-0.32931035386614127,908472
cosmic_906826,-0.32942857749298127,906826
cosmic_909977,-0.3294289433818105,909977
cosmic_1240187,-0.3295432915854262,1240187
cosmic_906815,-0.3295719823723154,906815
cosmic_906821,-0.3297606942405533,906821
cosmic_1240123,-0.3297730201352233,1240123
cosmic_909737,-0.3300547670725967,909737
cosmic_910934,-0.330069190191679,910934
cosmic_1240127,-0.330179956924262,1240127
cosmic_1240156,-0.3307540163911572,1240156
cosmic_753585,-0.330791411871642,753585
cosmic_910401,-0.33084591009791864,910401
cosmic_910935,-0.3310157309308933,910935
cosmic_909740,-0.33107136771798235,909740
cosmic_1298134,-0.33130054581718127,1298134
cosmic_908122,-0.33133862120881724,908122
cosmic_1240169,-0.3313681173591069,1240169
cosmic_1240185,-0.33147165109852605,1240185
cosmic_909252,-0.3316039657404691,909252
cosmic_1240168,-0.33165795238924406,1240168
cosmic_971774,-0.33169184405182345,971774
cosmic_1298475,-0.33173674846030027,1298475
cosmic_909724,-0.33213518591791685,909724
cosmic_924238,-0.3323554627574196,924238
cosmic_906696,-0.3325746919507562,906696
cosmic_906746,-0.3327837912506796,906746
cosmic_1297447,-0.3330783035659954,1297447
cosmic_753566,-0.33308411342745564,753566
cosmic_906837,-0.3335407391584333,906837
cosmic_1299051,-0.33369058057115636,1299051
cosmic_907046,-0.3342451699021507,907046
cosmic_907000,-0.3342843044738811,907000
cosmic_1240132,-0.33436334003066953,1240132
cosmic_906872,-0.33436629368734627,906872
cosmic_1240199,-0.3344413298567776,1240199
cosmic_1240158,-0.3344931627318204,1240158
cosmic_1240142,-0.3347470493081713,1240142
cosmic_1330993,-0.334878393668781,1330993
cosmic_908473,-0.3349674744997708,908473
cosmic_753572,-0.3353439290012959,753572
cosmic_753610,-0.3354778084548123,753610
cosmic_908463,-0.33548710034585294,908463
cosmic_724873,-0.3357995542294333,724873
cosmic_910903,-0.33584533499267133,910903
cosmic_1479994,-0.33586600202955225,1479994
cosmic_907286,-0.3358925508803402,907286
cosmic_1240137,-0.3364691729427392,1240137
cosmic_687561,-0.3366120893199359,687561
cosmic_753586,-0.33664009790622473,753586
cosmic_722045,-0.33673329476342617,722045
cosmic_905936,-0.33675893568981374,905936
cosmic_1240139,-0.33681333047776146,1240139
cosmic_1322224,-0.3368245975774028,1322224
cosmic_906793,-0.33683185355324347,906793
cosmic_908476,-0.33686018475260116,908476
cosmic_905951,-0.3368771729611939,905951
cosmic_1479995,-0.33688088137835137,1479995
cosmic_1327765,-0.33695014950670127,1327765
cosmic_753549,-0.3371506295490987,753549
cosmic_910936,-0.33726455810468176,910936
cosmic_910911,-0.33749889940750283,910911
cosmic_753579,-0.33756525538852444,753579
cosmic_905985,-0.33765972767557256,905985
cosmic_946367,-0.33784465638513206,946367
cosmic_1290810,-0.33795595065297335,1290810
cosmic_905941,-0.3380844444707978,905941
cosmic_753546,-0.33835354884708724,753546
cosmic_1290722,-0.33847293618273905,1290722
cosmic_1330995,-0.3384827631657333,1330995
cosmic_753621,-0.33858110582247175,753621
cosmic_906843,-0.33889047625952085,906843
cosmic_687820,-0.339240440297263,687820
cosmic_906828,-0.3395145908221403,906828
cosmic_907271,-0.33952945264518963,907271
cosmic_909757,-0.3395669096740113,909757
cosmic_910703,-0.33963688805116937,910703
cosmic_910946,-0.33963971978947016,910946
cosmic_687798,-0.3399673914797955,687798
cosmic_905935,-0.33998129299633695,905935
cosmic_1240135,-0.33999138866709994,1240135
cosmic_905981,-0.34003729581790276,905981
cosmic_910695,-0.34026258694047873,910695
cosmic_688058,-0.34043473112440076,688058
cosmic_924105,-0.34054786952080823,924105
cosmic_924106,-0.34064691408548436,924106
cosmic_924248,-0.34064824814480016,924248
cosmic_925346,-0.34065073570304555,925346
cosmic_1330950,-0.34067258255093363,1330950
cosmic_1303900,-0.3408145894701635,1303900
cosmic_949094,-0.3408176949140604,949094
cosmic_909784,-0.34085338160417317,909784
cosmic_908119,-0.34092010111390164,908119
cosmic_908141,-0.34094077707357845,908141
cosmic_906861,-0.3410122215793902,906861
cosmic_1480364,-0.34102316328846993,1480364
cosmic_1290769,-0.341050771764478,1290769
cosmic_1331040,-0.341228567238921,1331040
cosmic_906863,-0.3412549026696792,906863
cosmic_907067,-0.3412748496128006,907067
cosmic_910927,-0.34128582017229686,910927
cosmic_910694,-0.341394402231596,910694
cosmic_906835,-0.3414230902595565,906835
cosmic_906800,-0.3414407310230355,906800
cosmic_1287706,-0.34147238331887614,1287706
cosmic_907322,-0.34149271020797506,907322
cosmic_905982,-0.34163061607201184,905982
cosmic_907311,-0.34174869779290584,907311
cosmic_907280,-0.34216431297499583,907280
cosmic_1479988,-0.3425624770328343,1479988
cosmic_1290795,-0.3427287168453988,1290795
cosmic_1331048,-0.342809434748295,1331048
cosmic_909781,-0.34283397411666405,909781
cosmic_925340,-0.3430395461485059,925340
cosmic_907287,-0.3430763820961411,907287
cosmic_909975,-0.3431732090617954,909975
cosmic_946377,-0.3432374587356454,946377
cosmic_1660034,-0.34355780435247635,1660034
cosmic_910933,-0.34367791720123664,910933
cosmic_907062,-0.3437018049914828,907062
cosmic_909769,-0.34389314687766825,909769
cosmic_1524414,-0.3439006515179071,1524414
cosmic_908159,-0.34406328216340826,908159
cosmic_1295740,-0.3440716230964602,1295740
cosmic_753552,-0.34407707232496637,753552
cosmic_753600,-0.34409068043167085,753600
cosmic_907044,-0.34409246585781267,907044
cosmic_949153,-0.3441781455762203,949153
cosmic_906999,-0.34425267038574675,906999
cosmic_1298219,-0.34425723293636395,1298219
cosmic_906871,-0.3443328316768154,906871
cosmic_905968,-0.3443753245056867,905968
cosmic_1298215,-0.34440572058649604,1298215
cosmic_909732,-0.3444559991217846,909732
cosmic_910925,-0.34452430673271467,910925
cosmic_1299062,-0.34467957878488525,1299062
cosmic_1659819,-0.3447051346836621,1659819
cosmic_907057,-0.3447820250123256,907057
cosmic_908452,-0.3448044819309008,908452
cosmic_724812,-0.34485934554914516,724812
cosmic_1290797,-0.34489969918418173,1290797
cosmic_909773,-0.3449101118983462,909773
cosmic_908130,-0.34498495153047953,908130
cosmic_1659928,-0.3450529119445133,1659928
cosmic_998184,-0.345159708380286,998184
cosmic_909751,-0.3452524211511961,909751
cosmic_753548,-0.34525332471013576,753548
cosmic_910852,-0.3453710083222862,910852
cosmic_906797,-0.3454306287157545,906797
cosmic_908461,-0.34550753550467284,908461
cosmic_907064,-0.34556233697028776,907064
cosmic_906839,-0.34562932364345,906839
cosmic_908151,-0.34565831881892295,908151
cosmic_908470,-0.3457338241504073,908470
cosmic_909703,-0.3457467925364145,909703
cosmic_946358,-0.34580349792670334,946358
cosmic_909745,-0.34583519784618993,909745
cosmic_1290907,-0.34597638377868584,1290907
cosmic_924111,-0.3460281053953712,924111
cosmic_749716,-0.3460750036049417,749716
cosmic_1240173,-0.3460804501633986,1240173
cosmic_1298154,-0.34609703062250335,1298154
cosmic_1240183,-0.34612672882629764,1240183
cosmic_924186,-0.34619717637234887,924186
cosmic_906841,-0.3464128273999112,906841
cosmic_908462,-0.3464618922748621,908462
cosmic_1240179,-0.3464750822492155,1240179
cosmic_909761,-0.34648256556870916,909761
cosmic_905964,-0.3467404000926279,905964
cosmic_908145,-0.34677631152236577,908145
cosmic_1509073,-0.3471747160327453,1509073
cosmic_930083,-0.34721616114446524,930083
cosmic_905972,-0.34725594527423254,905972
cosmic_906852,-0.3473073311974347,906852
cosmic_1503362,-0.3473318173680535,1503362
cosmic_924108,-0.34762653242798824,924108
cosmic_735784,-0.3476456382100175,735784
cosmic_908148,-0.3477872569492377,908148
cosmic_1240201,-0.347874139816734,1240201
cosmic_907313,-0.34795986976829196,907313
cosmic_905957,-0.3480320741574745,905957
cosmic_946359,-0.3480376411808172,946359
cosmic_687777,-0.34820975365015605,687777
cosmic_908457,-0.34833648585619265,908457
cosmic_906865,-0.34834205235832194,906865
cosmic_1298145,-0.3483648493272633,1298145
cosmic_907068,-0.3483668415659473,907068
cosmic_687819,-0.34838210550611565,687819
cosmic_683667,-0.34856934642075643,683667
cosmic_905984,-0.34861797390712657,905984
cosmic_907045,-0.348794650843638,907045
cosmic_924102,-0.34883235751900676,924102
cosmic_910907,-0.348859124806915,910907
cosmic_722066,-0.3491196290511771,722066
cosmic_907169,-0.3491538616990699,907169
cosmic_909755,-0.34930234063727206,909755
cosmic_924151,-0.34940165650988525,924151
cosmic_909713,-0.3494399702807432,909713
cosmic_753535,-0.3494924196281902,753535
cosmic_946356,-0.3495307563810168,946356
cosmic_907291,-0.34957762722518126,907291
cosmic_907786,-0.3496210685674002,907786
cosmic_925347,-0.3496964674022642,925347
cosmic_1298160,-0.34991696277184114,1298160
cosmic_1240130,-0.349926643329903,1240130
cosmic_910919,-0.34996812352521034,910919
cosmic_909905,-0.35006656930999597,909905
cosmic_1299081,-0.3501949430093795,1299081
cosmic_910704,-0.3502412978258839,910704
cosmic_909251,-0.35024373874243064,909251
cosmic_905989,-0.35031632899995346,905989
cosmic_1479991,-0.35039452331897564,1479991
cosmic_906868,-0.3505310683429753,906868
cosmic_1290725,-0.3505610998345262,1290725
cosmic_906765,-0.3506273215983585,906765
cosmic_1298348,-0.35091644058955557,1298348
cosmic_1247871,-0.35107044342841354,1247871
cosmic_1299050,-0.35108929153261714,1299050
cosmic_1503365,-0.3511859250840079,1503365
cosmic_910948,-0.35133550531288094,910948
cosmic_1503361,-0.35134425457743884,1503361
cosmic_905950,-0.35141309459006337,905950
cosmic_908123,-0.35159055889562657,908123
cosmic_753563,-0.35163711097720995,753563
cosmic_724825,-0.3516688209702787,724825
cosmic_724874,-0.35179637907740374,724874
cosmic_1303896,-0.35186115483209246,1303896
cosmic_1298157,-0.3521216869167234,1298157
cosmic_905954,-0.3524532757216007,905954
cosmic_1298226,-0.35284741576856354,1298226
cosmic_906803,-0.35302286874652467,906803
cosmic_910951,-0.3532640530223682,910951
cosmic_724878,-0.35329701437598193,724878
cosmic_1240196,-0.353519978756339,1240196
cosmic_907318,-0.3536368751936367,907318
cosmic_909260,-0.35372725939271243,909260
cosmic_910906,-0.3538113022283513,910906
cosmic_910688,-0.3538333929151328,910688
cosmic_687800,-0.3539248614322761,687800
cosmic_907277,-0.3539596721517591,907277
cosmic_1298355,-0.3540219332228969,1298355
cosmic_1287381,-0.3540713771251612,1287381
cosmic_1298136,-0.3544347859422718,1298136
cosmic_906830,-0.3544907904716983,906830
cosmic_1303912,-0.35458267816635014,1303912
cosmic_687816,-0.35468264546058975,687816
cosmic_909777,-0.3548183210597993,909777
cosmic_753575,-0.35488534139950806,753575
cosmic_1660036,-0.35491662989104894,1660036
cosmic_1240162,-0.35501708873730514,1240162
cosmic_998189,-0.35507835963851686,998189
cosmic_910943,-0.3550787991415975,910943
cosmic_722046,-0.35514495708950783,722046
cosmic_910779,-0.35523580421021,910779
cosmic_1330987,-0.35537227848953484,1330987
cosmic_753624,-0.35537517208142355,753624
cosmic_724838,-0.35538131403744005,724838
cosmic_909754,-0.35548899452550575,909754
cosmic_910930,-0.3555022950441727,910930
cosmic_1240208,-0.35558252547690083,1240208
cosmic_909721,-0.35563643572927195,909721
cosmic_949088,-0.35571991834450634,949088
cosmic_1299067,-0.35573429914076177,1299067
cosmic_753533,-0.35574951636820307,753533
cosmic_908124,-0.3561153556592469,908124
cosmic_907787,-0.35617446097331074,907787
cosmic_687506,-0.35618350484019495,687506
cosmic_905955,-0.3562044528147494,905955
cosmic_907321,-0.3563732674718329,907321
cosmic_687829,-0.35642725825593774,687829
cosmic_908455,-0.35644077763738174,908455
cosmic_909747,-0.35645632213422906,909747
cosmic_909255,-0.35669435724246934,909255
cosmic_905977,-0.35670619546937976,905977
cosmic_906855,-0.35675436652010045,906855
cosmic_1298365,-0.3568131226315348,1298365
cosmic_1299064,-0.3570250739541288,1299064
cosmic_924250,-0.35712619017942626,924250
cosmic_910689,-0.3571529409101762,910689
cosmic_909698,-0.35735001694035895,909698
cosmic_1290814,-0.35742073067709385,1290814
cosmic_908475,-0.3574311143767967,908475
cosmic_909746,-0.3574745693397046,909746
cosmic_907783,-0.3575154686295244,907783
cosmic_905945,-0.3575792075696749,905945
cosmic_909748,-0.35760008344881394,909748
cosmic_907789,-0.3576286035286028,907789
cosmic_946369,-0.3576339570700506,946369
cosmic_908449,-0.35764084123894396,908449
cosmic_905978,-0.3577091036524596,905978
cosmic_1303897,-0.35790786282630394,1303897
cosmic_1298533,-0.35832710779647514,1298533
cosmic_909743,-0.3585852986306849,909743
cosmic_924110,-0.3585959233572375,924110
cosmic_910554,-0.35869943221129874,910554
cosmic_910922,-0.35872863712130865,910922
cosmic_1290767,-0.35886771019173613,1290767
cosmic_1240226,-0.35898447087424035,1240226
cosmic_909263,-0.359043142057548,909263
cosmic_905960,-0.35910486659707536,905960
cosmic_1330941,-0.3591776967995025,1330941
cosmic_1299080,-0.3593485720277647,1299080
cosmic_905975,-0.35943513349237866,905975
