,MED2312
HUH1,-0.023843177259789298
EB1,-0.025145833274903853
HPAC,-0.026479333882586165
BT20,-0.02755152915954438
DV90,-0.02792340016952538
KYSE140,-0.030006163036393165
OCUM1,-0.03175473670617654
TE5,-0.03190565985745637
HEC6,-0.03215456062389977
ZR7530,-0.032877624505255436
T84,-0.034263949085566625
LS513,-0.03433543185492748
NCIH1915,-0.039185669625877495
MFE296,-0.0393755748718078
IM95,-0.03950444726733733
HEC265,-0.040697320442470125
KE39,-0.04270061595318658
NCIH441,-0.04429364718379653
PK59,-0.052545303679628265
F36P,-0.08966876952066666
NCIN87,-0.10549844629410746
