SHH_alpha,0.3548
SHH_delta,0.1147
G3_gamma,0.0841
SHH_gamma,0.073
G4_alpha,0.0638
WNT_alpha,0.0614
SHH_beta,0.0598
WNT_beta,0.0557
G3_beta,0.0426
G3_alpha,0.036
G4_gamma,0.0275
G4_beta,0.0266
