,ICB1299,COSMIC ID
cosmic_910931,-0.3825014345844588,910931
cosmic_908138,-0.38264864672928256,908138
cosmic_753563,-0.3826654885085818,753563
cosmic_949156,-0.3826968590798464,949156
cosmic_684681,-0.38312733497862983,684681
cosmic_906854,-0.38408549719337115,906854
cosmic_724859,-0.3841201902956298,724859
cosmic_907060,-0.384125604891726,907060
cosmic_753565,-0.38445449071903565,753565
cosmic_1240134,-0.38504663655364135,1240134
cosmic_907042,-0.38516303668491997,907042
cosmic_910904,-0.38612838407574396,910904
cosmic_909737,-0.3869300585653246,909737
cosmic_906812,-0.38720395740968133,906812
cosmic_1327775,-0.3875000712917178,1327775
cosmic_1240131,-0.3875406054288533,1240131
cosmic_1240149,-0.3878503420001462,1240149
cosmic_908150,-0.3880598019774042,908150
cosmic_910545,-0.388118332635833,910545
cosmic_949162,-0.38812391066814456,949162
cosmic_909255,-0.3883280358982901,909255
cosmic_905942,-0.3883571203174921,905942
cosmic_905952,-0.388428997873056,905952
cosmic_908459,-0.38844039477132875,908459
cosmic_1298154,-0.38892276261433034,1298154
cosmic_909759,-0.38902558717191116,909759
cosmic_687787,-0.3891131647763844,687787
cosmic_687983,-0.38931528626570533,687983
cosmic_1298223,-0.3903022574818311,1298223
cosmic_924186,-0.3906463074321603,924186
cosmic_909976,-0.3906477060194757,909976
cosmic_906818,-0.3911800316843942,906818
cosmic_1659818,-0.3913569875940062,1659818
cosmic_908125,-0.3919769115808688,908125
cosmic_908159,-0.3920385477531842,908159
cosmic_906795,-0.3922316850882853,906795
cosmic_1290807,-0.3924422994772648,1290807
cosmic_1240160,-0.3931308308366969,1240160
cosmic_909256,-0.39335261329313864,909256
cosmic_906827,-0.39337714806162655,906827
cosmic_687802,-0.39341769292051637,687802
cosmic_908152,-0.39353125338320627,908152
cosmic_1298350,-0.3936522458790897,1298350
cosmic_910695,-0.3937925610462992,910695
cosmic_905944,-0.39391618309568105,905944
cosmic_905965,-0.3940937259416777,905965
cosmic_946355,-0.3941128912981764,946355
cosmic_910853,-0.39428249540978194,910853
cosmic_749711,-0.3943524200643885,749711
cosmic_753577,-0.394727346067338,753577
cosmic_753576,-0.3947397944232101,753576
cosmic_907790,-0.3947421901871369,907790
cosmic_1240128,-0.3949883452924568,1240128
cosmic_908472,-0.395147345229754,908472
cosmic_1240197,-0.39516659927364284,1240197
cosmic_907785,-0.3952834740395032,907785
cosmic_909907,-0.39532688607997785,909907
cosmic_907791,-0.3953424892017825,907791
cosmic_1240209,-0.39534869006843265,1240209
cosmic_907173,-0.3953489257780431,907173
cosmic_910919,-0.3955165018203512,910919
cosmic_1290813,-0.3958223527876362,1290813
cosmic_1240178,-0.3959373451362536,1240178
cosmic_687505,-0.3959423057239481,687505
cosmic_909717,-0.39620059248606826,909717
cosmic_949165,-0.3965307756909648,949165
cosmic_910951,-0.3967809242279458,910951
cosmic_1290795,-0.396823173876477,1290795
cosmic_909249,-0.3973376576304835,909249
cosmic_683667,-0.3975443422275611,683667
cosmic_1327766,-0.3976467118000396,1327766
cosmic_907282,-0.397805141178833,907282
cosmic_910687,-0.3979937494311065,910687
cosmic_909776,-0.39807054686457893,909776
cosmic_924248,-0.3982354807253167,924248
cosmic_687829,-0.3982561512396996,687829
cosmic_905956,-0.3984137651112016,905956
cosmic_908126,-0.3984345967732085,908126
cosmic_949174,-0.3986683716152277,949174
cosmic_908143,-0.3986701876874906,908143
cosmic_1240226,-0.3991394489227305,1240226
cosmic_925340,-0.3992892359507631,925340
cosmic_1240205,-0.39953373679705095,1240205
cosmic_910946,-0.3995704088665971,910946
cosmic_910566,-0.39967520757643976,910566
cosmic_1240150,-0.3996843571537574,1240150
cosmic_905964,-0.39970910708624796,905964
cosmic_906846,-0.399871597122746,906846
cosmic_909756,-0.39992082689338015,909756
cosmic_907322,-0.3999926258299569,907322
cosmic_1240201,-0.3999963124818653,1240201
cosmic_910921,-0.40069508913514335,910921
cosmic_909975,-0.4008265148905679,909975
cosmic_724868,-0.4008885878578897,724868
cosmic_908151,-0.4009236451153299,908151
cosmic_722066,-0.40117579610397297,722066
cosmic_949157,-0.40186943404656966,949157
cosmic_1298222,-0.40207272523291593,1298222
cosmic_910943,-0.40219151151052185,910943
cosmic_909722,-0.40241920569945105,909722
cosmic_1240190,-0.4025490699386294,1240190
cosmic_907057,-0.4025521818021716,907057
cosmic_1330950,-0.4025626931264048,1330950
cosmic_906807,-0.40292335682117636,906807
cosmic_1240129,-0.40301559772126255,1240129
cosmic_907172,-0.4031685192295204,907172
cosmic_1240221,-0.40338859566989677,1240221
cosmic_909251,-0.40344350320614597,909251
cosmic_925338,-0.4035571635082429,925338
cosmic_907320,-0.40375638741581205,907320
cosmic_905948,-0.40482736847964573,905948
cosmic_910916,-0.4049736747335037,910916
cosmic_909716,-0.4049969270342216,909716
cosmic_909721,-0.40501492526610333,909721
cosmic_971774,-0.40537145719294715,971774
cosmic_905983,-0.4054668428612161,905983
cosmic_1240127,-0.40546695160046653,1240127
cosmic_1290907,-0.4054931553629747,1290907
cosmic_1240172,-0.40549555185906805,1240172
cosmic_753556,-0.4055769548877261,753556
cosmic_687452,-0.40629974150041837,687452
cosmic_911905,-0.406346626434438,911905
cosmic_909702,-0.4064212449384177,909702
cosmic_1503371,-0.4064304687164981,1503371
cosmic_905990,-0.4066187939758165,905990
cosmic_1503363,-0.4071058521082776,1503363
cosmic_724825,-0.4076344446192152,724825
cosmic_908121,-0.4078685547821054,908121
cosmic_906746,-0.4080242010948097,906746
cosmic_906696,-0.40828392983513895,906696
cosmic_909724,-0.4085710173099138,909724
cosmic_1290730,-0.4087536070637849,1290730
cosmic_1330943,-0.40886434918847747,1330943
cosmic_908474,-0.4091565890172951,908474
cosmic_905968,-0.4091597743302487,905968
cosmic_1240156,-0.4093010223324216,1240156
cosmic_1287381,-0.40952809711122945,1287381
cosmic_910903,-0.40970765952922306,910903
cosmic_1503361,-0.4097093079053613,1503361
cosmic_909742,-0.40974123015002256,909742
cosmic_1240142,-0.41023915477074324,1240142
cosmic_905991,-0.41026745581432145,905991
cosmic_907323,-0.41067051187827663,907323
cosmic_687562,-0.41067603041448786,687562
cosmic_946354,-0.41069691922611384,946354
cosmic_906765,-0.4109110970137484,906765
cosmic_905959,-0.41093496617980113,905959
cosmic_1298134,-0.41096052145234807,1298134
cosmic_1240168,-0.4110149299319438,1240168
cosmic_1327769,-0.41124133035637805,1327769
cosmic_687821,-0.41132341940277806,687821
cosmic_1480364,-0.411366734578053,1480364
cosmic_749713,-0.4115931295652803,749713
cosmic_1480362,-0.4116891388889525,1480362
cosmic_998184,-0.41184017893196095,998184
cosmic_724831,-0.4118847542620626,724831
cosmic_753555,-0.4119207408407309,753555
cosmic_687588,-0.41203947268410224,687588
cosmic_1298539,-0.41204459271721994,1298539
cosmic_909260,-0.4120842207987325,909260
cosmic_910920,-0.41209199807698044,910920
cosmic_909248,-0.412123311760872,909248
cosmic_1480358,-0.4121346721279071,1480358
cosmic_749717,-0.41219541722214764,749717
cosmic_924104,-0.4122710773751673,924104
cosmic_907799,-0.4122749557398587,907799
cosmic_906793,-0.41253929207856765,906793
cosmic_753612,-0.4126445375797875,753612
cosmic_753600,-0.41268018185891187,753600
cosmic_907796,-0.4128341603217978,907796
cosmic_907050,-0.4128580815916491,907050
cosmic_909739,-0.4130036731615415,909739
cosmic_910930,-0.41313480001416913,910930
cosmic_905933,-0.41333817205934614,905933
cosmic_906693,-0.4136796595444491,906693
cosmic_907786,-0.41370314199896324,907786
cosmic_906839,-0.41392661163606254,906839
cosmic_687590,-0.4139612306159646,687590
cosmic_905958,-0.4140234413399865,905958
cosmic_910546,-0.4141601908269283,910546
cosmic_908146,-0.4142142227877395,908146
cosmic_1331048,-0.41423705683313644,1331048
cosmic_753549,-0.4144985433407557,753549
cosmic_1479988,-0.4145603273244448,1479988
cosmic_908452,-0.4145836769816027,908452
cosmic_909723,-0.41486095629347475,909723
cosmic_1240219,-0.4149456417736286,1240219
cosmic_906841,-0.41498806276204164,906841
cosmic_1327771,-0.4150730110122465,1327771
cosmic_1290767,-0.41547460195068114,1290767
cosmic_908475,-0.41550306117640584,908475
cosmic_905941,-0.4155256777995748,905941
cosmic_1327768,-0.41556244698994776,1327768
cosmic_905982,-0.41577570640936135,905982
cosmic_1479987,-0.4158599892486951,1479987
cosmic_909732,-0.41593020236871525,909732
cosmic_687563,-0.4159430788864444,687563
cosmic_722058,-0.4160699777868635,722058
cosmic_1509074,-0.41617203154903387,1509074
cosmic_905970,-0.41652325838892934,905970
cosmic_907067,-0.4165581029417368,907067
cosmic_1240218,-0.4165817859458633,1240218
cosmic_1240158,-0.41674253927645394,1240158
cosmic_687800,-0.41680784636377166,687800
cosmic_924110,-0.41703161078356354,924110
cosmic_905972,-0.4170316965780703,905972
cosmic_687459,-0.4170551199901799,687459
cosmic_905986,-0.41712718716692654,905986
cosmic_907058,-0.41719768911057004,907058
cosmic_910906,-0.41735327746465833,910906
cosmic_1240136,-0.4173630260849354,1240136
cosmic_905969,-0.4174931525040213,905969
cosmic_909718,-0.41754245193519046,909718
cosmic_1240200,-0.4176868327533854,1240200
cosmic_1322218,-0.4176971423972368,1322218
cosmic_925345,-0.4178317193389379,925345
cosmic_1290810,-0.4180791970607952,1290810
cosmic_910935,-0.41813978926845125,910935
cosmic_1299061,-0.4182118185180979,1299061
cosmic_908455,-0.41841178846397314,908455
cosmic_910944,-0.418538274016897,910944
cosmic_1299081,-0.41897651756675547,1299081
cosmic_909725,-0.4192154799509827,909725
cosmic_1331039,-0.4192439897306929,1331039
cosmic_946353,-0.41927518392842095,946353
cosmic_1290724,-0.4192873052088117,1290724
cosmic_687514,-0.41937309513758236,687514
cosmic_753592,-0.41948191716626065,753592
cosmic_1327773,-0.41956299798602503,1327773
cosmic_1330993,-0.41963692283077164,1330993
cosmic_909712,-0.41971284305765205,909712
cosmic_687815,-0.4197157646752042,687815
cosmic_1503366,-0.41980674023432857,1503366
cosmic_1298359,-0.4198321674374566,1298359
cosmic_908130,-0.41994586634248876,908130
cosmic_905976,-0.4200096556423085,905976
cosmic_906842,-0.4201611381310833,906842
cosmic_908463,-0.4202431457537207,908463
cosmic_1240185,-0.4202959929857172,1240185
cosmic_1247873,-0.4203407596147588,1247873
cosmic_906865,-0.42036851637400086,906865
cosmic_946377,-0.4203896555488419,946377
cosmic_909701,-0.42055166523587006,909701
cosmic_687814,-0.42056775862035806,687814
cosmic_724874,-0.42062751807161064,724874
cosmic_1659819,-0.4207729025807723,1659819
cosmic_753585,-0.420827611152995,753585
cosmic_905950,-0.421003845482482,905950
cosmic_906999,-0.421009586705164,906999
cosmic_924102,-0.42101875966748203,924102
cosmic_753546,-0.42108636907537217,753546
cosmic_909784,-0.4210903916379762,909784
cosmic_1298356,-0.4212170905030339,1298356
cosmic_1299067,-0.4215305176561771,1299067
cosmic_722046,-0.42154532140927925,722046
cosmic_753572,-0.42155539338899023,753572
cosmic_909755,-0.4216939859527932,909755
cosmic_1330987,-0.4219022586898716,1330987
cosmic_907068,-0.42204521485876995,907068
cosmic_909252,-0.4220948709467157,909252
cosmic_1331049,-0.42211170967358624,1331049
cosmic_905937,-0.42213981395834194,905937
cosmic_924106,-0.42226428991168186,924106
cosmic_909769,-0.42240913176394285,909769
cosmic_908149,-0.4224503588910343,908149
cosmic_906828,-0.4225077084935095,906828
cosmic_687448,-0.4225090016537193,687448
cosmic_1298145,-0.4225092617001414,1298145
cosmic_946368,-0.42251035890231514,946368
cosmic_946358,-0.4225655705796112,946358
cosmic_909758,-0.4225676761002675,909758
cosmic_905936,-0.42257567593169015,905936
cosmic_688058,-0.42259852511263096,688058
cosmic_910925,-0.4227731986707412,910925
cosmic_905935,-0.4229425633030752,905935
cosmic_910209,-0.42294348248072294,910209
cosmic_1240157,-0.4230257703635904,1240157
cosmic_687596,-0.4231101493272793,687596
cosmic_753615,-0.42325594476017714,753615
cosmic_910861,-0.4233425943329256,910861
cosmic_907270,-0.4234245555004626,907270
cosmic_1290768,-0.4234393341076944,1290768
cosmic_1290814,-0.42347582546226914,1290814
cosmic_905963,-0.4234948900796159,905963
cosmic_1240206,-0.42360282200699423,1240206
cosmic_909719,-0.42360774055592154,909719
cosmic_1660034,-0.42366867761076227,1660034
cosmic_907044,-0.4236723034308362,907044
cosmic_907318,-0.42368745907555244,907318
cosmic_909728,-0.42369379870978136,909728
cosmic_1298226,-0.4237670203409266,1298226
cosmic_753624,-0.4238872139059974,753624
cosmic_1331032,-0.4238938998031182,1331032
cosmic_1299078,-0.42391593080160317,1299078
cosmic_1330941,-0.42394405068904306,1330941
cosmic_724873,-0.42413284143455954,724873
cosmic_907059,-0.4241413357782345,907059
cosmic_683665,-0.4241541424452212,683665
cosmic_1240162,-0.42429712520159424,1240162
cosmic_907298,-0.4243224173988057,907298
cosmic_906835,-0.4244050867140847,906835
cosmic_907268,-0.4244588573341307,907268
cosmic_909708,-0.4246181234611687,909708
cosmic_905978,-0.42463138131267675,905978
cosmic_1240132,-0.4246842382427022,1240132
cosmic_906863,-0.4247289270550043,906863
cosmic_1298160,-0.42479049333631036,1298160
cosmic_909736,-0.42484461456358635,909736
cosmic_1240187,-0.4250140277326965,1240187
cosmic_910922,-0.42515504207879556,910922
cosmic_1290722,-0.4251950477324473,1290722
cosmic_906831,-0.42524007129925806,906831
cosmic_1240173,-0.4253236744210824,1240173
cosmic_749710,-0.4254839061825156,749710
cosmic_1331033,-0.42565423568060706,1331033
cosmic_753610,-0.42565800356629835,753610
cosmic_907269,-0.4256919589229695,907269
cosmic_1290797,-0.42569479251250814,1290797
cosmic_909696,-0.42570935251500097,909696
cosmic_905985,-0.42578266400436743,905985
cosmic_687568,-0.42581042443357714,687568
cosmic_908144,-0.4258351095870101,908144
cosmic_908473,-0.4258541751478093,908473
cosmic_1290812,-0.4261046292467669,1290812
cosmic_908449,-0.4261192309943701,908449
cosmic_905946,-0.4261547911729841,905946
cosmic_906869,-0.4261564432821755,906869
cosmic_1240141,-0.4263005604540313,1240141
cosmic_905974,-0.42664343191214443,905974
cosmic_753586,-0.42665702342663303,753586
cosmic_1298146,-0.4269511771360625,1298146
cosmic_753536,-0.4270516222377489,753536
cosmic_930297,-0.4270974817904027,930297
cosmic_1331025,-0.4272259863693897,1331025
cosmic_907071,-0.42731887381675215,907071
cosmic_1240174,-0.4273543737304176,1240174
cosmic_909780,-0.42753845362970394,909780
cosmic_907271,-0.4275449680558178,907271
cosmic_753548,-0.42755762593259705,753548
cosmic_1298219,-0.4276381873592644,1298219
cosmic_907072,-0.42785345284837145,907072
cosmic_1331035,-0.42793005887789637,1331035
cosmic_1327774,-0.4281905120585044,1327774
cosmic_906852,-0.4282464218410109,906852
cosmic_753566,-0.42826622834446537,753566
cosmic_1479995,-0.42828134861315037,1479995
cosmic_909740,-0.4283367890058405,909740
cosmic_687561,-0.4284696823242815,687561
cosmic_1298358,-0.4284906758815686,1298358
cosmic_906798,-0.4285095027952973,906798
cosmic_949088,-0.4285958127275449,949088
cosmic_749716,-0.4287200672316341,749716
cosmic_1240137,-0.42881765783532955,1240137
cosmic_905971,-0.4289965509306308,905971
cosmic_724870,-0.4292092661331385,724870
cosmic_905949,-0.42923879188408354,905949
cosmic_910701,-0.42930835239491705,910701
cosmic_905934,-0.4293417276244811,905934
cosmic_1331031,-0.4294045692952172,1331031
cosmic_906870,-0.42956033620829126,906870
cosmic_1331050,-0.4296732710342328,1331050
cosmic_1298156,-0.42982179235151113,1298156
cosmic_1524415,-0.42992891078067674,1524415
cosmic_1247871,-0.4299381732627661,1247871
cosmic_946372,-0.4301280317701428,946372
cosmic_906815,-0.4303772260581365,906815
cosmic_907053,-0.43038042935158666,907053
cosmic_1240143,-0.4305150436693138,1240143
cosmic_906868,-0.43056767023355164,906868
cosmic_910401,-0.4307183212130347,910401
cosmic_1290905,-0.4307364520724533,1290905
cosmic_1240169,-0.4308154679605422,1240169
cosmic_909745,-0.43095242381702675,909745
cosmic_910548,-0.4310439035317888,910548
cosmic_1295741,-0.4310887602555523,1295741
cosmic_906871,-0.4311978876163075,906871
cosmic_1299059,-0.4312023850883485,1299059
cosmic_1240204,-0.43122676495400897,1240204
cosmic_1240167,-0.4313180946538137,1240167
cosmic_907291,-0.4313847020804655,907291
cosmic_1524417,-0.4313849882504504,1524417
cosmic_724839,-0.43146810858955414,724839
cosmic_1298215,-0.43173561968318214,1298215
cosmic_908476,-0.4317581597330872,908476
cosmic_906792,-0.4319373579892546,906792
cosmic_753558,-0.4320892650736302,753558
cosmic_907391,-0.4321080926223835,907391
cosmic_724878,-0.43226319228719495,724878
cosmic_1503367,-0.4323070838346806,1503367
cosmic_1240212,-0.4325241778031794,1240212
cosmic_909703,-0.4325268416188119,909703
cosmic_907787,-0.43253777187499565,907787
cosmic_905979,-0.43260883120131977,905979
cosmic_907043,-0.4327447829051146,907043
cosmic_908127,-0.4328642430324114,908127
cosmic_907312,-0.4328931742390302,907312
cosmic_910544,-0.4329874983239354,910544
cosmic_1240186,-0.43299356521339877,1240186
cosmic_753595,-0.43299506356215545,753595
cosmic_906805,-0.4330486909486877,906805
cosmic_1240135,-0.43311527784031845,1240135
cosmic_1331036,-0.43311571578184543,1331036
cosmic_908145,-0.4332126378214487,908145
cosmic_905962,-0.43344025465848157,905962
cosmic_906800,-0.4335395953199867,906800
cosmic_724838,-0.4335599259380526,724838
cosmic_907064,-0.4336843368319145,907064
cosmic_908119,-0.43386146302535256,908119
cosmic_924239,-0.43388130565997896,924239
cosmic_1240122,-0.43391539473110186,1240122
cosmic_724812,-0.4339945158122362,724812
cosmic_909905,-0.4340574492590875,909905
cosmic_910933,-0.4340584156527753,910933
cosmic_1303897,-0.43414024241824395,1303897
cosmic_1299050,-0.43449434299310113,1299050
cosmic_1299052,-0.4345154234586291,1299052
cosmic_1240170,-0.4345829113458495,1240170
cosmic_907321,-0.4348368758149153,907321
cosmic_910698,-0.4349009065274059,910698
cosmic_905960,-0.43496240780260603,905960
cosmic_687592,-0.43496596615893546,687592
cosmic_1240140,-0.43499062492370094,1240140
cosmic_753533,-0.43504685352852823,753533
cosmic_1330994,-0.4350750756385287,1330994
cosmic_909704,-0.435079422210603,909704
cosmic_1322224,-0.4351621181595421,1322224
cosmic_906821,-0.4353661220914099,906821
cosmic_753554,-0.435548364860427,753554
cosmic_910079,-0.43555857863920966,910079
cosmic_1524418,-0.43559593276158404,1524418
cosmic_924188,-0.4357146749758647,924188
cosmic_906791,-0.4358510579585492,906791
cosmic_724863,-0.4359833580794996,724863
cosmic_1660036,-0.43616083299042663,1660036
cosmic_687816,-0.4362385106844863,687816
cosmic_1480360,-0.43629985519675824,1480360
cosmic_687777,-0.43638929195234105,687777
cosmic_1480374,-0.43645639733077557,1480374
cosmic_925343,-0.43654214294901794,925343
cosmic_910907,-0.43654538354570716,910907
cosmic_1659928,-0.4366503539180488,1659928
cosmic_905989,-0.43666308376973356,905989
cosmic_1290765,-0.4366771872981533,1290765
cosmic_753579,-0.43679505787445905,753579
cosmic_949094,-0.43688115162152097,949094
cosmic_1298475,-0.43699356036090486,1298475
cosmic_910688,-0.43707704761723143,910688
cosmic_909777,-0.4371216264819977,909777
cosmic_1298352,-0.43721011607461474,1298352
cosmic_1240125,-0.43729644363765596,1240125
cosmic_906824,-0.4374022004252069,906824
cosmic_906797,-0.4374294967141414,906797
cosmic_906843,-0.43748751835106703,906843
cosmic_971777,-0.43751239034979056,971777
cosmic_1480372,-0.4375669694857736,1480372
cosmic_908450,-0.43761308727591003,908450
cosmic_906763,-0.4376476128105634,906763
cosmic_907176,-0.437673514028532,907176
cosmic_1240196,-0.43807474538518953,1240196
cosmic_909700,-0.43807719598071093,909700
cosmic_1290455,-0.43809416850387634,1290455
cosmic_910694,-0.43814057049277483,910694
cosmic_907277,-0.43819074488466814,907277
cosmic_909720,-0.43858042467504565,909720
cosmic_907287,-0.43874374093803953,907287
cosmic_687799,-0.43875994821700615,687799
cosmic_910927,-0.4387731314394096,910927
cosmic_1290798,-0.4387893875519336,1290798
cosmic_753535,-0.4388224534422134,753535
cosmic_1240146,-0.4389056367609534,1240146
cosmic_1524419,-0.43899158439760083,1524419
cosmic_910849,-0.4390735014178081,910849
cosmic_1290809,-0.43915502205830315,1290809
cosmic_910948,-0.43921149239422336,910948
cosmic_906873,-0.4393026719553874,906873
cosmic_753545,-0.4393040294108325,753545
cosmic_1509073,-0.43933983241256525,1509073
cosmic_908147,-0.4393579849127335,908147
