,MB002
SW780,0.004576100126770501
NCIH226,0.0042554829706109385
HS229T,0.003961068753275151
639V,0.0038379949585089276
SUDHL8,0.003364869733486911
NCIH2009,0.003312518143445309
CAL78,0.0032374542536049646
LOUNH91,0.002893285943544956
KHM1B,0.0028661467217735593
NUGC4,0.0026620282786481786
GCIY,0.002511533095155823
U937,0.0024938590875021715
NCIH1915,0.0020447041377869616
CAMA1,0.0015755902368191816
RVH421,0.0014447691306843486
MOLT16,0.0014256831755858207
CAPAN2,0.0013623705634661415
C32,0.0006491403645461172
HCC4006,0.00015193277001955698
CAL12T,-0.0007018210075999156
RKO,-0.0007951142396734458
HDQP1,-0.0010120617201161794
HPAC,-0.001104600418464927
HLF,-0.0011593762649034366
DV90,-0.00239023838531872
COV318,-0.0025450448024630923
EFM19,-0.003026636535563017
COLO678,-0.003128297098975051
KP2,-0.003180110195328634
LS123,-0.0035839495257894978
TOLEDO,-0.003951767311186652
OC314,-0.004194216390481888
TE15,-0.004402912986623297
SKLMS1,-0.004731998655355989
SH10TC,-0.004967553204550499
EFO21,-0.005177798387279951
HDMYZ,-0.005337664363874465
SW1417,-0.006111105607467222
RPMI8402,-0.006358411335648468
HUPT3,-0.006359808926348925
TE1,-0.006950043977238103
NCIH358,-0.007049407487231487
NCIH1944,-0.007157653843366128
HUT78,-0.007238494069059593
HH,-0.007554459234127049
MEWO,-0.007769355831419944
RT112,-0.00833873335689352
SNU449,-0.008660059939783197
DOHH2,-0.008803694147738397
LOXIMVI,-0.00880465167935953
TYKNU,-0.008883434652486429
AN3CA,-0.009180071237162675
HEPG2,-0.00922188401711805
KMS12BM,-0.009309911259363247
HEC265,-0.009389344945163362
PK1,-0.009595966515931753
KASUMI2,-0.009670657356671719
L363,-0.010495419045378956
SUDHL4,-0.010516034101616818
KE97,-0.0106299468487756
OCIAML2,-0.010779814119857544
ASPC1,-0.011193759666969337
NCIH1373,-0.011326593946596126
HEC1A,-0.011583329454902015
PSN1,-0.012345795716663993
NCIH28,-0.012591642324629388
MCF7,-0.013135422082322386
HT1080,-0.013409093709752459
KMBC2,-0.013545694529164137
TEN,-0.013923001992854843
RAJI,-0.014206486262692539
KO52,-0.01424791109519949
AU565,-0.014395905339144489
NCIH2452,-0.014670735676553475
KARPAS422,-0.015065330347493652
COLO741,-0.015210315780814847
LN229,-0.015379522349379426
HS895T,-0.015422169168305227
OCUM1,-0.017181113430518785
HS578T,-0.017818409506187904
MCAS,-0.01813321230424636
SQ1,-0.018275280547706056
SKBR3,-0.018303071360178513
MDAMB415,-0.01874226137367061
OE33,-0.01910433881463707
SUDHL10,-0.020337099140671534
SKMM2,-0.020442183117266432
PANC1005,-0.02088131436281752
PANC0403,-0.021140265281471202
NCIH2087,-0.021140780044741493
NCIH3255,-0.021205721087993044
HUH1,-0.022106953554532547
BDCM,-0.02227304726642031
MORCPR,-0.022760419025346843
RT4,-0.02279811889154887
HCC56,-0.023633911800414787
HT29,-0.024678991365171488
HEC251,-0.024760894694801104
JM1,-0.02512559330253245
KP3,-0.025333094072297127
SNU1,-0.02575220815726785
MONOMAC1,-0.02575546762842784
P31FUJ,-0.02618077028559657
HEC59,-0.02621016384785583
OCIAML5,-0.026294413658793425
PK45H,-0.027174533449383583
697,-0.027905373505876976
PANC0203,-0.027920413323273868
HEC1B,-0.029027618590826754
HT1376,-0.029552714555477085
TOV21G,-0.029777494857943204
BT20,-0.030094564268729737
PK59,-0.030999631770636665
HCC78,-0.031471720210499196
G402,-0.03154898810275441
KU812,-0.03170381641355727
MINO,-0.03218325440229865
JVM3,-0.032231991513532024
KYSE30,-0.03228491476906572
JHH4,-0.03241589706895327
CCK81,-0.032532524452079846
SW620,-0.033162064899368675
ZR7530,-0.0341245868431333
CORL23,-0.035316035547693456
JHH6,-0.03644453265823343
LS513,-0.03740018864986239
COLO201,-0.0376855508296596
JHH5,-0.039628248349293266
LS411N,-0.04052755226190604
HEP3B217,-0.04171207292538497
HS746T,-0.04181586784059155
T47D,-0.04207979851396426
SNGM,-0.04212332809040446
NUGC3,-0.042175199235168735
HCC2935,-0.04221398291750609
U118MG,-0.0423948451040824
KYM1,-0.043707805943376754
NCIH1975,-0.04413214007855762
MDAMB175VII,-0.04423718600685017
NCIN87,-0.04638025333956766
KYSE140,-0.04650455101160658
HEC151,-0.047449109889473116
ALLSIL,-0.048402281727135725
HT,-0.04845442000753628
HEC6,-0.051279460573625466
SKCO1,-0.05253581448746558
KYSE150,-0.05463922609363134
MDAMB435S,-0.055878151164744094
F36P,-0.0563020428528421
KG1,-0.05746953436122726
T84,-0.05900411090159245
CORL105,-0.05977606269816669
IM95,-0.060497030706884024
NCIH441,-0.0642935923003658
EB1,-0.06635181629314978
KE39,-0.06719945156208368
