,MB002,COSMIC ID
cosmic_905956,-0.4177272515136378,905956
cosmic_1298359,-0.4177940259165824,1298359
cosmic_1240218,-0.41784786264163,1240218
cosmic_1247873,-0.4180052636929301,1247873
cosmic_906844,-0.41827009088787265,906844
cosmic_687798,-0.41834416731035223,687798
cosmic_909756,-0.41853026485371675,909756
cosmic_1330987,-0.4186184039138335,1330987
cosmic_924250,-0.4186956265611231,924250
cosmic_1330983,-0.4187180430293368,1330983
cosmic_905958,-0.41871811494487277,905958
cosmic_906846,-0.4188916608310972,906846
cosmic_906854,-0.418920236243892,906854
cosmic_905944,-0.41904623987011785,905944
cosmic_907270,-0.41908463030091014,907270
cosmic_907280,-0.41910500793794814,907280
cosmic_1297449,-0.41911774989310535,1297449
cosmic_1298348,-0.4191892215464437,1298348
cosmic_930082,-0.41921713347752404,930082
cosmic_905934,-0.4194101669735154,905934
cosmic_909737,-0.4194162058327726,909737
cosmic_1327771,-0.41949204880739926,1327771
cosmic_910916,-0.4195684849494562,910916
cosmic_925338,-0.42008962228143804,925338
cosmic_905964,-0.42012558607288086,905964
cosmic_924239,-0.4201630325636236,924239
cosmic_906831,-0.4202155600590223,906831
cosmic_907269,-0.42024464760492963,907269
cosmic_907068,-0.4202784730799633,907068
cosmic_1659819,-0.42031166466054376,1659819
cosmic_907268,-0.4203262994286031,907268
cosmic_907277,-0.42043756704204926,907277
cosmic_910930,-0.4204991167394929,910930
cosmic_909703,-0.4206828547469452,909703
cosmic_910209,-0.42082624016170433,910209
cosmic_1240149,-0.4210189855065314,1240149
cosmic_1298350,-0.42119083932146734,1298350
cosmic_906842,-0.4211971984445375,906842
cosmic_909784,-0.421205888118137,909784
cosmic_1298223,-0.4212288819196468,1298223
cosmic_924108,-0.42123579844847775,924108
cosmic_753573,-0.4212798015854878,753573
cosmic_1331039,-0.42148555930750786,1331039
cosmic_909740,-0.4214942954018122,909740
cosmic_1480374,-0.4215019827406888,1480374
cosmic_687590,-0.42162672540675755,687590
cosmic_908443,-0.42168293164413273,908443
cosmic_1298145,-0.42187736172447715,1298145
cosmic_1331050,-0.4218817787530725,1331050
cosmic_905952,-0.42195724066777657,905952
cosmic_1240161,-0.42211183189062895,1240161
cosmic_1299052,-0.42221312946153433,1299052
cosmic_905938,-0.42231448431007707,905938
cosmic_1290455,-0.42233427967043435,1290455
cosmic_1240216,-0.4224610939367482,1240216
cosmic_1298475,-0.42246647158077427,1298475
cosmic_910934,-0.42248304045204044,910934
cosmic_749711,-0.4225584721679736,749711
cosmic_749709,-0.42256240844822485,749709
cosmic_1327768,-0.4228211842340576,1327768
cosmic_949174,-0.42284921406123593,949174
cosmic_907050,-0.4231015584428251,907050
cosmic_906836,-0.4232576036370378,906836
cosmic_1298352,-0.4232697196421941,1298352
cosmic_683667,-0.4232812509966341,683667
cosmic_1240179,-0.4233282985070893,1240179
cosmic_1240206,-0.42337560935221286,1240206
cosmic_1327766,-0.4235401788269813,1327766
cosmic_1240135,-0.4237113923985513,1240135
cosmic_907175,-0.4241347617321656,907175
cosmic_909771,-0.42413994967243124,909771
cosmic_946358,-0.42414888223497493,946358
cosmic_753549,-0.42416092233092956,753549
cosmic_1330985,-0.42424694279538117,1330985
cosmic_905976,-0.42440996918151414,905976
cosmic_687562,-0.42441103809392083,687562
cosmic_687812,-0.4244763015086782,687812
cosmic_1480364,-0.42447674078949993,1480364
cosmic_1298215,-0.42447721906756614,1298215
cosmic_1331049,-0.42462004107687823,1331049
cosmic_684681,-0.4246571003097375,684681
cosmic_949090,-0.4246992306221408,949090
cosmic_753562,-0.4248295449485478,753562
cosmic_909743,-0.42494772414834253,909743
cosmic_724825,-0.4252043895496813,724825
cosmic_906841,-0.42528913685782443,906841
cosmic_906869,-0.4253101293742532,906869
cosmic_908129,-0.425336608210791,908129
cosmic_1295741,-0.4253528589205626,1295741
cosmic_909253,-0.4253568737173706,909253
cosmic_949162,-0.4254334718046823,949162
cosmic_1659818,-0.4256088779494233,1659818
cosmic_905990,-0.42572762598753217,905990
cosmic_946369,-0.425942645835121,946369
cosmic_910706,-0.4259873921267716,910706
cosmic_1240131,-0.42600664578348346,1240131
cosmic_905941,-0.42615372461164003,905941
cosmic_1290806,-0.4263175086373171,1290806
cosmic_906843,-0.42649326771012425,906843
cosmic_910695,-0.42653618288098866,910695
cosmic_907043,-0.4265748730998338,907043
cosmic_908459,-0.4266219686092962,908459
cosmic_906865,-0.4266735195259285,906865
cosmic_1503363,-0.42669616741879196,1503363
cosmic_909715,-0.4267466502603713,909715
cosmic_909717,-0.42685240788830864,909717
cosmic_924247,-0.42693500620820707,924247
cosmic_949157,-0.4270364139499982,949157
cosmic_910926,-0.42717732204516556,910926
cosmic_910779,-0.4273567153572453,910779
cosmic_909904,-0.4274859553592895,909904
cosmic_910925,-0.4275590520836454,910925
cosmic_910549,-0.4276937287914358,910549
cosmic_724879,-0.4276969288805029,724879
cosmic_907172,-0.4278084402350923,907172
cosmic_1327774,-0.4279411704516141,1327774
cosmic_907271,-0.4279851111169843,907271
cosmic_684059,-0.4282043596839811,684059
cosmic_907062,-0.42822241019659507,907062
cosmic_724855,-0.42825604545409385,724855
cosmic_909260,-0.42832410768518564,909260
cosmic_909739,-0.4285007680953934,909739
cosmic_909250,-0.42854904860763077,909250
cosmic_753536,-0.4287414610947705,753536
cosmic_722046,-0.4287748919565042,722046
cosmic_724874,-0.42899422511299146,724874
cosmic_724870,-0.4291338212439809,724870
cosmic_924111,-0.42915870210678525,924111
cosmic_906827,-0.4292079214613778,906827
cosmic_1240187,-0.4293239698409684,1240187
cosmic_909697,-0.42936918159408966,909697
cosmic_1480358,-0.4295371517154647,1480358
cosmic_906824,-0.4296049032767056,906824
cosmic_909759,-0.4296054711402117,909759
cosmic_722066,-0.42967934997101925,722066
cosmic_1480372,-0.4296939993569898,1480372
cosmic_909262,-0.42995635060572834,909262
cosmic_908147,-0.4300230720511024,908147
cosmic_905935,-0.43011760745683475,905935
cosmic_906838,-0.430151959894355,906838
cosmic_683665,-0.43024322209716676,683665
cosmic_1240142,-0.4304955166594577,1240142
cosmic_910704,-0.4306625882069072,910704
cosmic_1240167,-0.43079213320804005,1240167
cosmic_909769,-0.43098397868087573,909769
cosmic_724873,-0.4309931501760581,724873
cosmic_753572,-0.4309952153678841,753572
cosmic_1509074,-0.43105666624054045,1509074
cosmic_910952,-0.4311070391032536,910952
cosmic_1327769,-0.4312438151940103,1327769
cosmic_1240136,-0.4313002462803188,1240136
cosmic_946353,-0.431320911614018,946353
cosmic_907044,-0.4313553437969013,907044
cosmic_907790,-0.4314019029995885,907790
cosmic_753541,-0.4315025033083364,753541
cosmic_906812,-0.4315184162151647,906812
cosmic_949176,-0.4315840630205893,949176
cosmic_910904,-0.43204407819659263,910904
cosmic_905949,-0.4321863884677364,905949
cosmic_910935,-0.4322222846053666,910935
cosmic_906828,-0.4322533390045613,906828
cosmic_905968,-0.43234902224008454,905968
cosmic_906999,-0.4327176189549955,906999
cosmic_908141,-0.43272051298379544,908141
cosmic_749716,-0.43275150744758617,749716
cosmic_1290725,-0.43294236908869005,1290725
cosmic_1303897,-0.4329658214161184,1303897
cosmic_905946,-0.43297997601657284,905946
cosmic_1240196,-0.43302206175717045,1240196
cosmic_909725,-0.4330514163022862,909725
cosmic_908457,-0.43307865167871634,908457
cosmic_949156,-0.4330858491031612,949156
cosmic_910701,-0.4331450957377033,910701
cosmic_1240204,-0.4332208370787889,1240204
cosmic_753585,-0.43324786154393746,753585
cosmic_1331031,-0.43343869027522164,1331031
cosmic_909736,-0.43357113021469373,909736
cosmic_1299078,-0.4336423352486166,1299078
cosmic_909708,-0.4338226026403411,909708
cosmic_905970,-0.43389980939191936,905970
cosmic_905963,-0.433943140709904,905963
cosmic_1240150,-0.434035302928611,1240150
cosmic_1480362,-0.4340507384418536,1480362
cosmic_1330995,-0.43409636200951174,1330995
cosmic_753592,-0.4341374863877861,753592
cosmic_1290922,-0.4341393718434673,1290922
cosmic_909701,-0.434215596882344,909701
cosmic_906821,-0.43428169147513646,906821
cosmic_910399,-0.43432778419544604,910399
cosmic_910931,-0.4344848522696456,910931
cosmic_910922,-0.4346116503375108,910922
cosmic_1298160,-0.43473564276272336,1298160
cosmic_906791,-0.4347589627914402,906791
cosmic_753561,-0.4347848899625007,753561
cosmic_946359,-0.434838031163777,946359
cosmic_908136,-0.4348678265114044,908136
cosmic_909774,-0.43494281605559193,909774
cosmic_687829,-0.4349487369434327,687829
cosmic_1299064,-0.43495550253170523,1299064
cosmic_908463,-0.43498864333745435,908463
cosmic_908448,-0.4350202515100508,908448
cosmic_905974,-0.4350240934499449,905974
cosmic_1299051,-0.4351468209189163,1299051
cosmic_753612,-0.43515447329322204,753612
cosmic_753531,-0.43517532653435637,753531
cosmic_753595,-0.4353446491235364,753595
cosmic_910851,-0.4354477570905657,910851
cosmic_909780,-0.43555739502899304,909780
cosmic_1330942,-0.4356096252688662,1330942
cosmic_906795,-0.43561684327718864,906795
cosmic_1299067,-0.4357308085778465,1299067
cosmic_687820,-0.43583063429317886,687820
cosmic_753614,-0.43587845658806074,753614
cosmic_687596,-0.43600361643501256,687596
cosmic_906855,-0.4361097899243275,906855
cosmic_946372,-0.43627277427652333,946372
cosmic_1240144,-0.43632555514674065,1240144
cosmic_1290905,-0.4364860101060393,1290905
cosmic_1331048,-0.436664623482905,1331048
cosmic_924248,-0.4367918783229561,924248
cosmic_910698,-0.43679296495249176,910698
cosmic_909744,-0.4369849000721262,909744
cosmic_905978,-0.43699983700389006,905978
cosmic_907042,-0.43711172856786445,907042
cosmic_907171,-0.43712168258582756,907171
cosmic_910921,-0.4371595206267936,910921
cosmic_1330935,-0.4372721977559924,1330935
cosmic_906851,-0.43728059561063726,906851
cosmic_909776,-0.43737436428860893,909776
cosmic_1240160,-0.4374357938732091,1240160
cosmic_1331033,-0.4375939474285998,1331033
cosmic_924105,-0.4376226357592846,924105
cosmic_908474,-0.43767588557089676,908474
cosmic_907318,-0.4377443821464893,907318
cosmic_924106,-0.4377449952300504,924106
cosmic_910861,-0.43794759338129086,910861
cosmic_906861,-0.4380809712712455,906861
cosmic_1290807,-0.43809577092259133,1290807
cosmic_753608,-0.43813604435081904,753608
cosmic_909907,-0.43818490639925406,909907
cosmic_1331025,-0.4382328520172152,1331025
cosmic_1240125,-0.4382401772990824,1240125
cosmic_906792,-0.4383552792861219,906792
cosmic_910853,-0.43846300660361465,910853
cosmic_907046,-0.4386078900972306,907046
cosmic_907000,-0.4387291043958926,907000
cosmic_905977,-0.43875434385002204,905977
cosmic_1298136,-0.4387766054987192,1298136
cosmic_1503365,-0.4388010293238223,1503365
cosmic_909777,-0.4389171136518371,909777
cosmic_1240139,-0.43898852152965206,1240139
cosmic_907056,-0.4390432822981662,907056
cosmic_909257,-0.43906170810015455,909257
cosmic_753575,-0.43916268755586496,753575
cosmic_724839,-0.4392037092137435,724839
cosmic_908123,-0.43924175043170394,908123
cosmic_687816,-0.43947487259314455,687816
cosmic_907322,-0.43966628827023346,907322
cosmic_908125,-0.43971867037422924,908125
cosmic_905979,-0.4397560717179722,905979
cosmic_907391,-0.43981634674029974,907391
cosmic_906870,-0.43988780334643124,906870
cosmic_1330941,-0.4398918244097404,1330941
cosmic_909770,-0.43990630364241384,909770
cosmic_687983,-0.43992454370569545,687983
cosmic_907311,-0.4400686206945746,907311
cosmic_724878,-0.44014987134240136,724878
cosmic_1503361,-0.4402215578235825,1503361
cosmic_905972,-0.4402765605814386,905972
cosmic_906817,-0.440417605219655,906817
cosmic_1240158,-0.4404462514281826,1240158
cosmic_905950,-0.4405255841490128,905950
cosmic_1330943,-0.4405763202508306,1330943
cosmic_910079,-0.4408604194353822,910079
cosmic_910906,-0.44089808405271513,910906
cosmic_906746,-0.44101033450043964,906746
cosmic_909724,-0.4410690769809529,909724
cosmic_1330994,-0.4411638351636655,1330994
cosmic_1503366,-0.4411744686278557,1503366
cosmic_1331045,-0.44123895057560814,1331045
cosmic_905940,-0.4414835901298067,905940
cosmic_905933,-0.4415728594362402,905933
cosmic_909975,-0.4415765284984478,909975
cosmic_906868,-0.4416108829624979,906868
cosmic_908449,-0.44165263418869066,908449
cosmic_905945,-0.4418051073144899,905945
cosmic_910401,-0.44182249342652646,910401
cosmic_906856,-0.4418402936806736,906856
cosmic_1330982,-0.4419878325368408,1330982
cosmic_905991,-0.4420070530817327,905991
cosmic_1290797,-0.4420780698084185,1290797
cosmic_906800,-0.4422625232612353,906800
cosmic_908455,-0.4423575674994155,908455
cosmic_907783,-0.4424011685983731,907783
cosmic_1240140,-0.4424039006076152,1240140
cosmic_910546,-0.4424640970493667,910546
cosmic_909255,-0.4426307084936091,909255
cosmic_909728,-0.44263948742566495,909728
cosmic_908122,-0.4428311264489078,908122
cosmic_1303896,-0.4428339235496594,1303896
cosmic_909702,-0.4430364104193489,909702
cosmic_908145,-0.44305939069475525,908145
cosmic_1303900,-0.44316019307199145,1303900
cosmic_907787,-0.44319508288856063,907787
cosmic_924244,-0.44319993997548135,924244
cosmic_910936,-0.44331048959593866,910936
cosmic_1240145,-0.44338714088584114,1240145
cosmic_753624,-0.4435852700746562,753624
cosmic_753604,-0.44359677798655656,753604
cosmic_1322218,-0.4437823858620001,1322218
cosmic_909252,-0.4438170644785814,909252
cosmic_907321,-0.44399684131908346,907321
cosmic_905939,-0.44404531194024943,905939
cosmic_909256,-0.4441239824939592,909256
cosmic_1323913,-0.444362627592786,1323913
cosmic_1240190,-0.4443781460586681,1240190
cosmic_1322224,-0.4444977717745632,1322224
cosmic_924104,-0.44450137328267947,924104
cosmic_911905,-0.44455890178893603,911905
cosmic_910852,-0.44458856229461896,910852
cosmic_1298351,-0.4445958363262184,1298351
cosmic_908465,-0.44459704120127347,908465
cosmic_1240186,-0.4446034854278316,1240186
cosmic_908461,-0.4447162811160763,908461
cosmic_910905,-0.44476862123177874,910905
cosmic_753574,-0.4448000089073418,753574
cosmic_1299061,-0.4450879876912508,1299061
cosmic_1290813,-0.4451276931960821,1290813
cosmic_925339,-0.4453055105987558,925339
cosmic_1240143,-0.4453364278981418,1240143
cosmic_753622,-0.44534928390733125,753622
cosmic_907312,-0.4453905934779511,907312
cosmic_753579,-0.445514767715812,753579
cosmic_908119,-0.44564531270187985,908119
cosmic_1298154,-0.4456697377096341,1298154
cosmic_907794,-0.4457226742898627,907794
cosmic_907313,-0.4458946380831597,907313
cosmic_910705,-0.44606398745500264,910705
cosmic_753533,-0.4461194259964656,753533
cosmic_907796,-0.4461224448124733,907796
cosmic_753600,-0.4461378426067595,753600
cosmic_907272,-0.4461756712630609,907272
cosmic_1330948,-0.4462021096750007,1330948
cosmic_909905,-0.4462312300511235,909905
cosmic_946382,-0.44625584980910016,946382
cosmic_753586,-0.4463064532654861,753586
cosmic_909750,-0.4463686125273229,909750
cosmic_910554,-0.4464837067993929,910554
cosmic_907281,-0.44656609508523293,907281
cosmic_909700,-0.4467222070200238,909700
cosmic_906820,-0.44676538291978923,906820
cosmic_1330933,-0.4470116582354745,1330933
cosmic_1298356,-0.447161790376039,1298356
cosmic_1240226,-0.4471739315359801,1240226
cosmic_905971,-0.44724547518708796,905971
cosmic_1298539,-0.44731176192450073,1298539
cosmic_1240147,-0.4478410027735308,1240147
cosmic_753583,-0.44796175343710554,753583
cosmic_907786,-0.44798521599295854,907786
cosmic_1298533,-0.4481151740411352,1298533
cosmic_910544,-0.44819172006394026,910544
cosmic_687448,-0.4482071081123867,687448
cosmic_687807,-0.44840067076113366,687807
cosmic_1298226,-0.4485859219764906,1298226
cosmic_910903,-0.44860931609940463,910903
cosmic_1660034,-0.4486206697276245,1660034
cosmic_1503367,-0.4487477904205455,1503367
cosmic_907286,-0.44875603923832175,907286
cosmic_687799,-0.44901849772099656,687799
cosmic_910697,-0.4490233345633913,910697
cosmic_1240174,-0.4490274886978072,1240174
cosmic_909699,-0.4490706312635406,909699
cosmic_905969,-0.44908258848927557,905969
cosmic_905985,-0.4491530396491878,905985
cosmic_910703,-0.4493536533558038,910703
cosmic_1240178,-0.4493775032067868,1240178
cosmic_907072,-0.4495392933776515,907072
cosmic_1298156,-0.44961594721906084,1298156
cosmic_1299050,-0.4496163329860137,1299050
