,MB002
G292CLONEA141B1,0.03253875660950326
HUPT4,0.032297517648964075
HCC2279,0.032164208960824815
MOLP8,0.03207712441223541
786O,0.0320624243714382
NCIH460,0.031823427243981
OVCAR4,0.03164730626329143
VMRCRCW,0.03158655445506134
SKOV3,0.03144768135993449
TE11,0.03137108464742757
COV362,0.031241305587752455
HS294T,0.031231927253997566
BFTC909,0.03103149497993624
ZR751,0.031002882771085028
HS934T,0.030905283837421534
ML1,0.030730606318154878
KALS1,0.030681546101891697
NCIH1650,0.030421166939740306
RPMI7951,0.030253354352142492
NCIH1563,0.029941568068512975
BCPAP,0.029779544541531512
FADU,0.029582611862692672
HCC1395,0.029413578338607718
EFO27,0.029182680963115867
QGP1,0.02908159602283783
RKN,0.029035927603357527
NCIH1395,0.02899376860912295
SU8686,0.02868765542610413
MDST8,0.028605544718906986
ACHN,0.028019226122346533
SNU1066,0.027966961510224615
KURAMOCHI,0.027924277557911426
JIMT1,0.027631273660679
LN18,0.027337042986917436
SF126,0.02729130202887882
SW1990,0.027134840836874785
SNU201,0.026901852005275045
HUCCT1,0.026682254716927773
HCC1143,0.026667212215213974
K029AX,0.02654658663829676
OVSAHO,0.026503054975552116
SNU1076,0.02621652947229697
HS729,0.025924453434348262
CAL62,0.025801025396771395
HCC366,0.02553516465415122
KNS81,0.02550330331632491
IGR39,0.025456508214985525
BT474,0.025271585729595755
SF295,0.025232680592595258
KMRC3,0.025212881870253757
NCIH1355,0.024489738458340363
ONCODG1,0.024288875493606227
NCIH2085,0.023949748716593867
GI1,0.023884639199220674
KNS60,0.02380799006202135
CCFSTTG1,0.023645466913752355
CW2,0.023438633250234642
KYSE70,0.0233499547247448
EKVX,0.023332878923559796
COLO829,0.02307201324732717
HUH28,0.02280163428813251
JHOC5,0.02279836403235483
NCIH2172,0.022695832814704088
MELJUSO,0.022668121846349486
NCIH520,0.022619999201973343
DKMG,0.02239520373619945
A375,0.02212931549495044
LMSU,0.02200182614626195
EBC1,0.021650002304092895
GMS10,0.02158964346297688
VMCUB1,0.02149670943559805
SNUC4,0.021226645551372585
KG1C,0.021097253611709086
NCIH1623,0.02097952164883493
CFPAC1,0.020830867294502776
GAMG,0.020694304293551256
SNU840,0.019993482344394253
HS839T,0.019280191803601233
HEL,0.019168379251092847
ISHIKAWAHERAKLIO02ER,0.019089189682441134
T98G,0.018807182984868095
SW1116,0.018705538834685835
SKHEP1,0.018543435213261805
G401,0.01822147752878099
COLO800,0.018146044342263884
JHUEM2,0.017854791968773112
SNUC2A,0.01754653597899261
HMC18,0.01699988530746322
NMCG1,0.016876163922548218
MDAMB231,0.016566581183015686
SW48,0.016377845881748263
KU1919,0.016271970592789183
HS888T,0.01615677674257177
SNU1105,0.01595935202735892
KNS42,0.01583820281000372
CMLT1,0.015606258210317279
COV644,0.015344057550210163
CAS1,0.01527248551276716
SJSA1,0.015194414394589899
SKMEL30,0.015181410189444867
8505C,0.015169450868018472
NCIH650,0.014824988889912414
IGROV1,0.014617528009971466
CAKI2,0.014319206079009055
YKG1,0.014145115141968383
L33,0.013940409215027963
PANC0504,0.01362008525624255
NCIH1793,0.013460112179258028
HCC38,0.013226544345161179
BHY,0.013192144786724525
253J,0.013081877089737123
TUHR14TKB,0.012893277912486354
SKMES1,0.01280418881255768
PATU8902,0.012509591668647714
RL952,0.012388116440850751
SKLU1,0.012113527448691607
RERFLCAI,0.012012214030036251
SNU1041,0.011625045100878669
SNU478,0.0113407821809469
SKNAS,0.011046699887085506
WM1799,0.010970049332556022
VMRCRCZ,0.010684679454422356
MDAMB453,0.010669779241473757
SCC9,0.010634678712853172
DANG,0.010576062155440411
HCC1500,0.010573174269053237
HCC827,0.010135812679227769
OUMS23,0.009939435547205496
HT1197,0.009873386278303514
HPAFII,0.00936015321450685
IGR1,0.009267483873282169
769P,0.009016780876434143
LCLC103H,0.008904973564181263
SNU489,0.008724788438262349
SNUC5,0.008523267456305744
SNU387,0.00849833603009286
TE617T,0.008426445342070168
HS766T,0.008368852190492878
NCIH2342,0.008116662254257523
KCL22,0.008031774784745833
KYSE510,0.00797551663667916
HSC4,0.00786780910766799
SNU761,0.007561221310266081
JURKAT,0.0075088156547727025
SNU410,0.0072876821415713364
U87MG,0.00679888104616341
T24,0.006742309578240442
PC14,0.0067343060289569755
HCC1937,0.006633691140895097
HS852T,0.006587756486208514
TE9,0.006584719576993385
HUH6,0.006438561746541058
IALM,0.006279923925169705
UMUC3,0.006068143521668459
HOP92,0.005639565039836823
MALME3M,0.00560701020937562
TE5,0.004841018974124929
JHH2,0.004829962809320463
PLCPRF5,0.004693356309660876
NCIH226,0.0042554829706109385
JHH1,0.004079091870226519
639V,0.0038379949585089276
SH4,0.00380317412886993
NCIH2291,0.0037886830082251815
RCC10RGB,0.0036949758088214747
2313287,0.003468623013627057
NCIH838,0.0034516709984940643
NCIH2009,0.003312518143445309
CAL78,0.0032374542536049646
JHUEM7,0.003029318633035901
PANC1,0.002994385160334915
PANC0813,0.0029401761114286945
LOUNH91,0.002893285943544956
NCIH2405,0.0023122425237068456
NCIH1915,0.0020447041377869616
CAMA1,0.0015755902368191816
CAPAN2,0.0013623705634661415
ACCMESO1,0.0013479146991133475
SNU899,0.0007619226671406519
C32,0.0006491403645461172
HCC2108,0.0006399564408162074
SCC4,0.00037682022274708015
LI7,0.00028070610821104324
HCC4006,0.00015193277001955698
SNU245,0.00013998912283702165
NCIH2110,9.751160892956303e-05
CAL12T,-0.0007018210075999156
RKO,-0.0007951142396734458
HDQP1,-0.0010120617201161794
HPAC,-0.001104600418464927
HLF,-0.0011593762649034366
DV90,-0.00239023838531872
COV318,-0.0025450448024630923
COLO678,-0.003128297098975051
KP2,-0.003180110195328634
LS123,-0.0035839495257894978
CAPAN1,-0.003812753968436074
OC314,-0.004194216390481888
TE15,-0.004402912986623297
SKLMS1,-0.004731998655355989
SH10TC,-0.004967553204550499
EFO21,-0.005177798387279951
HDMYZ,-0.005337664363874465
PATU8988T,-0.005968045185579665
SW1417,-0.006111105607467222
HT55,-0.006117256889665954
HUPT3,-0.006359808926348925
U251MG,-0.006625643953052439
TE1,-0.006950043977238103
NCIH358,-0.007049407487231487
NCIH1944,-0.007157653843366128
SNU213,-0.0072470705271235015
MEWO,-0.007769355831419944
RT112,-0.00833873335689352
SNU449,-0.008660059939783197
RERFLCAD1,-0.00871217751781917
LOXIMVI,-0.00880465167935953
TYKNU,-0.008883434652486429
AN3CA,-0.009180071237162675
HEPG2,-0.00922188401711805
HEC265,-0.009389344945163362
PK1,-0.009595966515931753
KASUMI2,-0.009670657356671719
COLO680N,-0.010446681744432853
AGS,-0.010495125703903955
SNU308,-0.010807351895079923
SKUT1,-0.010832312280709716
ASPC1,-0.011193759666969337
NCIH1373,-0.011326593946596126
HEC1A,-0.011583329454902015
253JBV,-0.01185096400936951
PSN1,-0.012345795716663993
NCIH28,-0.012591642324629388
SW1710,-0.01263918554389123
MCF7,-0.013135422082322386
HT1080,-0.013409093709752459
KMBC2,-0.013545694529164137
AU565,-0.014395905339144489
NCIH2452,-0.014670735676553475
COLO741,-0.015210315780814847
LN229,-0.015379522349379426
HS895T,-0.015422169168305227
SNU1033,-0.01583063108034406
SNU81,-0.016840121073895747
SNU886,-0.016911298767114814
OCUM1,-0.017181113430518785
LXF289,-0.017519142414308807
NCIH2126,-0.017642791420954995
HS578T,-0.017818409506187904
MCAS,-0.01813321230424636
SQ1,-0.018275280547706056
SKBR3,-0.018303071360178513
MDAMB415,-0.01874226137367061
KMH2,-0.019014049296893987
OE33,-0.01910433881463707
LAMA84,-0.020098403549559454
PANC1005,-0.02088131436281752
PANC0403,-0.021140265281471202
NCIH2087,-0.021140780044741493
KMRC20,-0.021848390436105355
HUH1,-0.022106953554532547
KPL1,-0.022125986398268294
NB1,-0.022154533340784814
M059K,-0.022217748787446263
OSRC2,-0.022492837821275227
MORCPR,-0.022760419025346843
RT4,-0.02279811889154887
HCC1428,-0.023039402370495097
HCC56,-0.023633911800414787
JHUEM1,-0.02420675976071971
HT29,-0.024678991365171488
HEC251,-0.024760894694801104
SNU1196,-0.02494499982392355
NCIH508,-0.024952437084735046
HCC1419,-0.02507500730849442
HEC50B,-0.02523661912496039
HT115,-0.02526645383127043
KP3,-0.025333094072297127
HEC59,-0.02621016384785583
JVM2,-0.02623434924621582
LS180,-0.026711776230570992
PK45H,-0.027174533449383583
PANC0203,-0.027920413323273868
HEC1B,-0.029027618590826754
CL34,-0.029079112612731668
LCLC97TM1,-0.02933947809033526
HT1376,-0.029552714555477085
TOV21G,-0.029777494857943204
BT20,-0.030094564268729737
LOVO,-0.03057263446543124
AM38,-0.030829728086212087
PK59,-0.030999631770636665
HCC78,-0.031471720210499196
G402,-0.03154898810275441
KYSE30,-0.03228491476906572
BHT101,-0.03240763819634558
JHH4,-0.03241589706895327
CCK81,-0.032532524452079846
SW620,-0.033162064899368675
CL11,-0.033439040133918706
SNU61,-0.03412170794959613
ZR7530,-0.0341245868431333
OE19,-0.03507067698991317
LNCAPCLONEFGC,-0.03714538323594413
LS513,-0.03740018864986239
SW948,-0.03743715478646537
COLO201,-0.0376855508296596
KM12,-0.03818610850197929
DLD1,-0.038855181474955335
JHH5,-0.039628248349293266
LS411N,-0.04052755226190604
HEP3B217,-0.04171207292538497
NCIH1435,-0.041775579493756654
HS746T,-0.04181586784059155
T47D,-0.04207979851396426
SNGM,-0.04212332809040446
NUGC3,-0.042175199235168735
HCC2935,-0.04221398291750609
U118MG,-0.0423948451040824
HS611T,-0.04263694440335166
LS1034,-0.04311142484000596
KYM1,-0.043707805943376754
RCM1,-0.044109037829318805
SNU1079,-0.04618594314652031
NCIN87,-0.04638025333956766
KYSE140,-0.04650455101160658
HEC151,-0.047449109889473116
SNU601,-0.04765482904122314
ALLSIL,-0.048402281727135725
HCC202,-0.04872511535502908
NCIH1838,-0.050897376858572575
HEC6,-0.051279460573625466
SKCO1,-0.05253581448746558
KYSE150,-0.05463922609363134
MDAMB435S,-0.055878151164744094
SNU719,-0.056951416382240466
SNU407,-0.05816651025574018
T84,-0.05900411090159245
CORL105,-0.05977606269816669
IM95,-0.060497030706884024
GSU,-0.06081343576738617
SNU869,-0.06125080828991328
HEC108,-0.0629657516748963
NCIH441,-0.0642935923003658
KE39,-0.06719945156208368
