,ICB1487
NCIH1184,0.24892635838537125
NCIH1155,0.2147174313480178
NCIH1092,0.2083442426262233
NCIH1694,0.19639652598320023
NCIH810,0.17383461242772355
NCIH1341,0.15460641738522274
DU145,0.14416196123202998
IMR32,0.14026653608003628
DMS114,0.13722645813595166
TC71,0.12814844674181342
SNU398,0.12807206391334394
DAOY,0.1273474224715237
KNS62,0.1266827615925824
NCIH522,0.12609318204583028
NCIH661,0.12404079471526003
FUOV1,0.12271762451791235
SKNDZ,0.12169840268103532
NCIH1048,0.11977048265693277
5637,0.11315205163149517
NIHOVCAR3,0.10851059379370974
22RV1,0.10486840358528736
SKNBE2,0.10417248721184763
TOV112D,0.1040552704985965
QGP1,0.10197521074636842
KYSE450,0.10102928491641082
KELLY,0.10096489667602976
WM793,0.09956042448743282
MFE280,0.09774298423357922
SKNSH,0.09720172407099
SIMA,0.09577307961929132
ZR751,0.0948431519828775
HCC1954,0.09380311262244745
ES2,0.09104928633571353
SAOS2,0.08857975148030851
DBTRG05MG,0.08758228994861107
NCIH211,0.08658504901409708
HARA,0.08622915388775214
IGR37,0.08563857732012473
NCIH1581,0.08506715068944956
KPNSI9S,0.08497109081797685
NCIH1651,0.08348010418128418
CAL27,0.08337970955368489
HCC1395,0.0824102390599079
KYSE180,0.08164451001821961
TT2609C02,0.08126877553617216
A204,0.0810520255893481
NCIH1299,0.07980423511305851
RERFGC1B,0.07957029063770128
BT549,0.07907899054766351
SNU475,0.07843417842329123
U2OS,0.0783178241019791
HS695T,0.07804399839240918
T3M10,0.07774692702458677
SKES1,0.07759705660324612
NCIH2444,0.07727921488727177
JHOS2,0.0770385417387671
NCIH2170,0.07630994901896877
WM115,0.07618494136969307
ESS1,0.07595971961554818
JMSU1,0.07584271909832213
SW1573,0.07581169141636887
SKMEL5,0.07560110142015349
8305C,0.07542661584297676
NCIH2286,0.07468346027442262
SUIT2,0.07390212751398353
CHP212,0.0735525870997809
SNU182,0.0734596842785181
ISTMES1,0.07306880249320456
A673,0.07298250325125609
KURAMOCHI,0.07243968655295667
NCIH747,0.07160520277965801
NCIH1650,0.07157386505000639
HT144,0.07132794259369361
SCC25,0.07077902328756862
NCIH2052,0.07066544240373838
G361,0.06889757563741825
HOS,0.06850781357107545
NCIH520,0.06849879910497221
A172,0.06833824753684006
SHP77,0.06814013585655478
NCIH727,0.06762464593330805
NCIH23,0.06720001461950714
HEYA8,0.0671653461251578
HCC1187,0.06687381159676763
WM88,0.066220643532403
HMCB,0.06482547553818126
SKNFI,0.06396777198829018
A253,0.06393270808735074
HGC27,0.0635853506562971
8MGBA,0.06287563761271997
HS294T,0.06286455525203255
VMRCRCW,0.06270219918358991
H4,0.06210715366503976
NCIH1568,0.0617010507244073
KLE,0.061378409718120606
HCC1569,0.06118102214731564
ONS76,0.061005231176092765
OVCAR4,0.06034742699435457
ONCODG1,0.060128087856632366
EN,0.06001801183691608
CAL78,0.05997753457974446
WM2664,0.05954242517090842
SBC5,0.059466084397540184
VMRCRCZ,0.058652121720048654
OE21,0.05853487951036183
HS944T,0.0579912248751048
RD,0.05792907666352438
SW1088,0.057734866498411
EFE184,0.05764998674434589
NCIH1693,0.057195243378173874
MDAMB436,0.057140532968497915
TE617T,0.05708908857052508
MKN45,0.05673927746403447
KYSE410,0.05580380488228252
SW900,0.05503033890166238
HS852T,0.054517795522401866
NCIH1792,0.05450367286010864
HS683,0.054490860393293844
JHOS4,0.05434134895184028
A2780,0.05405806905405661
A2058,0.05405094569217395
KMS11,0.05392225004056256
HS729,0.05389895072187257
IPC298,0.05334499742794772
DETROIT562,0.05236555838861605
NCIH2023,0.052313926144552776
KMRC1,0.05208472567814997
HEL9217,0.051839880689989
NCIH1573,0.051760764612732935
HS939T,0.05161818318509821
SNU423,0.05029898777480985
SW780,0.0495152570841349
8505C,0.04816692566464912
WM983B,0.048051942464915155
ISHIKAWAHERAKLIO02ER,0.04795339409879941
NCIH1666,0.0478352609178813
OVCAR8,0.04778485270794484
RERFLCMS,0.04741591304014313
42MGBA,0.04738210250923591
PANC0327,0.04643576835240153
KMS34,0.046340711330914316
KARPAS620,0.045420410610795346
COLO741,0.04491222105152746
MPP89,0.044596590918119856
SJSA1,0.04455859386094698
OVSAHO,0.044414600019401965
NCIH1703,0.043839428358927346
JHH2,0.04377750578177635
SKMEL24,0.04361223460789421
SW579,0.04342612376365929
SW480,0.04299278776436251
MDAMB157,0.04292658871531425
SW403,0.04284118953245451
HS936T,0.04242556843113265
NCIH322,0.04207416284791517
ACHN,0.04195635524219256
ISTMES2,0.04166819900482919
JHH7,0.04094555638414603
MFE319,0.03928818609087221
LN229,0.03876516224541983
CAS1,0.03840622872031293
KMRC2,0.03821364061415007
786O,0.037277414945954754
JURKAT,0.037157157222372554
HCC1806,0.03647837386182134
SW1353,0.03631154741527435
IGR39,0.036007789052094875
CALU1,0.035921813780460506
FADU,0.035486623327330574
NCIH647,0.03541730940749687
GAMG,0.034823771872621645
A375,0.03461787828732478
C32,0.03450832496252932
NCIH1355,0.03407090750248455
YKG1,0.0338992151775141
MSTO211H,0.0337118721527225
HCT116,0.033619460161918385
RKN,0.03306185467927822
HUCCT1,0.032628779907161315
BT474,0.03213663268419325
SKNAS,0.03213147282802931
NCIH2122,0.031978470346303536
C2BBE1,0.03175255982768461
COLO679,0.03174158148992067
SKMEL31,0.03168171643374488
UACC62,0.03133513585752042
NCIH460,0.030720890423297863
NCIH2172,0.030451711952128722
OVTOKO,0.030449265237508977
MHHES1,0.03010909458309972
SKMES1,0.03010590290540323
OC314,0.03003277894139806
GMS10,0.029597692242706843
KNS60,0.029595419859771366
SW1271,0.0293779829986838
A549,0.029357715403405777
MKN7,0.02927642173716738
MIAPACA2,0.029028267696990222
HMC18,0.028812067553160133
BXPC3,0.028465546586791183
COV504,0.028437051311512047
OV90,0.028333333543804767
SW48,0.028041974378214405
GB1,0.027841518306163184
CALU6,0.027255096179846984
KP4,0.02723434497245035
COV318,0.027212383463333926
639V,0.02716122630708944
RVH421,0.027071526658480293
UACC812,0.026686971701386293
MEWO,0.0265984484316738
U87MG,0.026598425370777553
LOXIMVI,0.026495539056878323
NCIH226,0.026473813994788754
K029AX,0.02585059753734322
CAKI2,0.025765873814397267
SNU387,0.02574832723239584
NCIH1869,0.025725199763290445
SW1417,0.025252652902015157
SUDHL6,0.025239680988391983
UACC257,0.02521539941716175
SNUC2A,0.02499135724014872
HS739T,0.024834522214771313
SKHEP1,0.024655693084726735
SCABER,0.024263511983399703
MKN74,0.02425961836865841
NCO2,0.024087822402077887
WM1799,0.023917268857395858
CALU3,0.023569184514953916
KYSE70,0.023363537252739063
EM2,0.023019003285269294
HCC44,0.02171970880139294
HLF,0.021620588636087967
SKMEL30,0.02133866980991384
DKMG,0.021128800638696155
SUPT1,0.02054314499593105
SKLU1,0.020396609406276085
NCIH650,0.020191754741321503
SKOV3,0.019987528989153562
NCIH1563,0.01947612290849062
SF295,0.01912891836812689
MG63,0.018702119908269914
MEG01,0.018507702263769157
T24,0.017883687549593588
P12ICHIKAWA,0.017366365218386245
NCIH2085,0.016838667221610187
KALS1,0.016600405996991502
CAMA1,0.015812105095197
HEC251,0.015470005215290773
KNS42,0.015388462640888898
NCIH1648,0.01524333050121062
NCIH2030,0.015175222712406669
BCPAP,0.015105576127215784
TE11,0.014149227484569081
PC3,0.013573285508972736
RPMI8402,0.01323355446034916
OPM2,0.012787588248769856
LP1,0.012744493491652732
MDAMB453,0.012703656819713458
HSC2,0.012217204936218126
LCLC103H,0.011969359655937806
NCIH2228,0.011774767156147921
KYSE140,0.011443323365787872
T98G,0.011092275365691453
KMS26,0.010774014214127187
MCF7,0.010320891935228853
769P,0.00916407373650211
JHUEM2,0.008463790615085643
SNU449,0.008378989337621191
TE1,0.008107079048705317
TCCSUP,0.008099229998178546
J82,0.007559266519988965
SF126,0.007205719168110901
LU99,0.007148580383085058
SUDHL10,0.007095341406994585
HCC15,0.0070897676067865996
SKLMS1,0.005947195391414844
KNS81,0.005328931685350306
KMM1,0.005063848907952395
CAL851,0.0050180383308067135
JHH6,0.004281170992373178
HT1197,0.003963758360636594
COLO320,0.0036969968504431197
HUPT4,0.0035609172407760413
DEL,0.003540154945036959
GCT,0.002730795237248378
HDMYZ,0.0026463810164199944
MDAMB468,0.002548487504559263
L33,0.0025338547837652266
SW1990,0.002448550596316764
KP2,0.0024386182313609617
PFEIFFER,0.0023790523849777424
MELHO,0.0022021510516298613
SUPM2,0.001192018107445886
RERFLCAI,0.0010239870737471684
HS578T,0.0007712581043000527
G401,0.0005664316664909525
RPMI7951,0.0005392100327770445
RL952,0.0002559473140503359
HEPG2,5.4018254425194864e-05
PLCPRF5,-0.0001742673159081833
HS746T,-0.001050224987856783
LUDLU1,-0.0010631654499479058
MFE296,-0.0014927514111248358
NCIH1793,-0.001527723173084671
GI1,-0.0015306234352919334
