,ICB1487,COSMIC ID
cosmic_753616,-0.2931180888601678,753616
cosmic_687600,-0.29434934226011905,687600
cosmic_1322212,-0.29720002026692705,1322212
cosmic_1330964,-0.2998736008822446,1330964
cosmic_753620,-0.299955168987028,753620
cosmic_908469,-0.3001378091972337,908469
cosmic_949155,-0.30045888248919234,949155
cosmic_910899,-0.3012972061161428,910899
cosmic_906833,-0.3018657690611574,906833
cosmic_949166,-0.30224328760275593,949166
cosmic_688087,-0.30379321711960705,688087
cosmic_949179,-0.3059894307655289,949179
cosmic_724872,-0.3060067117354421,724872
cosmic_949170,-0.3113166309187456,949170
cosmic_753551,-0.3122943901632754,753551
cosmic_946357,-0.3134954600208512,946357
cosmic_949178,-0.31364844100935335,949178
cosmic_717431,-0.31423554312167207,717431
cosmic_949161,-0.31485355906845097,949161
cosmic_713869,-0.3156377448340642,713869
cosmic_910692,-0.3165994919104737,910692
cosmic_949168,-0.3172299216635479,949168
cosmic_949160,-0.31742361216627357,949160
cosmic_908454,-0.31942336573919883,908454
cosmic_949167,-0.32137396507363813,949167
cosmic_910942,-0.3222152827275234,910942
cosmic_906808,-0.32232148692020673,906808
cosmic_753539,-0.32271627867432434,753539
cosmic_753534,-0.3229230834431514,753534
cosmic_909779,-0.3242846176751107,909779
cosmic_1299075,-0.3247517395089805,1299075
cosmic_906875,-0.3266125869843639,906875
cosmic_971773,-0.32954282587691125,971773
cosmic_1240217,-0.3301095947050375,1240217
cosmic_1298534,-0.330279512266762,1298534
cosmic_908458,-0.33058256434872707,908458
cosmic_687995,-0.33363957855390663,687995
cosmic_1240210,-0.33906948716354346,1240210
cosmic_908129,-0.3392121718972421,908129
cosmic_906812,-0.3394208748957747,906812
cosmic_906850,-0.340244387927608,906850
cosmic_946360,-0.3402744817718549,946360
cosmic_684057,-0.3409530428864315,684057
cosmic_949164,-0.34292466121719123,949164
cosmic_924100,-0.344673273086291,924100
cosmic_1299070,-0.34478324562586316,1299070
cosmic_909707,-0.34629203408086323,909707
cosmic_909264,-0.3485184383353311,909264
cosmic_908440,-0.3496053578516432,908440
cosmic_753573,-0.34980483480406677,753573
cosmic_684062,-0.35015667478516765,684062
cosmic_684055,-0.35051044448311314,684055
cosmic_949172,-0.3506538865929386,949172
cosmic_908443,-0.35166872711137315,908443
cosmic_949158,-0.35181572309771714,949158
cosmic_1330973,-0.3522055033755383,1330973
cosmic_909730,-0.35242251932857244,909730
cosmic_907319,-0.35255058390207367,907319
cosmic_1240182,-0.3525536741063618,1240182
cosmic_930299,-0.35275950129586586,930299
cosmic_907785,-0.3542520444507735,907785
cosmic_949176,-0.3547611308259755,949176
cosmic_949171,-0.35521485000848074,949171
cosmic_684059,-0.35560297613122793,684059
cosmic_753565,-0.35570432267474345,753565
cosmic_724855,-0.35600661126554023,724855
cosmic_906844,-0.3571324807150507,906844
cosmic_949162,-0.3587286625703263,949162
cosmic_949163,-0.3587501450734872,949163
cosmic_684072,-0.36037064996762475,684072
cosmic_1298222,-0.36101049412365527,1298222
cosmic_687787,-0.36263230771848975,687787
cosmic_907060,-0.3659163554509605,907060
cosmic_753563,-0.36594167812268147,753563
cosmic_1298538,-0.36671774201067814,1298538
cosmic_1299061,-0.3673324201272857,1299061
cosmic_908150,-0.36851332982967216,908150
cosmic_1240191,-0.36873529272156014,1240191
cosmic_684052,-0.36882109705926974,684052
cosmic_687802,-0.3707928399743884,687802
cosmic_910569,-0.3722708667493002,910569
cosmic_687798,-0.37523506255881645,687798
cosmic_1240189,-0.3752368739951409,1240189
cosmic_907055,-0.3753679024734332,907055
cosmic_924106,-0.375448193663193,924106
cosmic_684681,-0.3754638286919802,684681
cosmic_1298350,-0.3755427746331358,1298350
cosmic_1240149,-0.3763133619589721,1240149
cosmic_908125,-0.3764440338513099,908125
cosmic_946355,-0.37670303721803694,946355
cosmic_749713,-0.3768735954600955,749713
cosmic_908131,-0.378019210914983,908131
cosmic_1480359,-0.37873728682485386,1480359
cosmic_1290905,-0.37904894805950956,1290905
cosmic_910920,-0.3798353670850046,910920
cosmic_1330941,-0.3798828885401125,1330941
cosmic_905952,-0.379890577727018,905952
cosmic_907791,-0.38001380919506744,907791
cosmic_1240216,-0.3800381348534489,1240216
cosmic_1480358,-0.38009389507866065,1480358
cosmic_1298349,-0.3802610150905958,1298349
cosmic_908119,-0.3804988048449256,908119
cosmic_909718,-0.3808124797651465,909718
cosmic_905955,-0.3811828856626732,905955
cosmic_909737,-0.3814662011726187,909737
cosmic_1240205,-0.381522205352342,1240205
cosmic_753576,-0.38318140302760656,753576
cosmic_687505,-0.3835465977662648,687505
cosmic_1240209,-0.38383524187659507,1240209
cosmic_910931,-0.38383753578009006,910931
cosmic_724828,-0.3841087823138351,724828
cosmic_949090,-0.38412429126884734,949090
cosmic_910695,-0.3842372875313645,910695
cosmic_1240131,-0.38429409170673073,1240131
cosmic_906854,-0.38435421302372624,906854
cosmic_713880,-0.38438015952726134,713880
cosmic_1327775,-0.3845120464943275,1327775
cosmic_905956,-0.3848932917646432,905956
cosmic_907171,-0.3849821928611331,907171
cosmic_910853,-0.3850080971338717,910853
cosmic_724879,-0.38502078512685683,724879
cosmic_1298223,-0.3852810415416451,1298223
cosmic_909776,-0.3855347923888241,909776
cosmic_906794,-0.38574486429879096,906794
cosmic_905941,-0.3858037564505844,905941
cosmic_906848,-0.3858162833028155,906848
cosmic_905948,-0.3859397509211976,905948
cosmic_924110,-0.38661759249899297,924110
cosmic_1524417,-0.3867990747217204,1524417
cosmic_1327765,-0.3868851506744487,1327765
cosmic_910851,-0.3873849553725765,910851
cosmic_909723,-0.38750276611690987,909723
cosmic_905946,-0.3875215335516953,905946
cosmic_1480372,-0.38847651388183824,1480372
cosmic_753555,-0.388555776853762,753555
cosmic_907042,-0.38870014030752603,907042
cosmic_908138,-0.38877514664842944,908138
cosmic_909257,-0.38890592573677607,909257
cosmic_1298154,-0.38940535287048805,1298154
cosmic_906795,-0.3894598939090037,906795
cosmic_1240192,-0.38959073980439207,1240192
cosmic_1240199,-0.3895950908888279,1240199
cosmic_909726,-0.38965133722487666,909726
cosmic_946372,-0.3902000557467052,946372
cosmic_909248,-0.39051981954430787,909248
cosmic_906804,-0.39062613116338246,906804
cosmic_905933,-0.39065335351641295,905933
cosmic_907176,-0.3908045954061826,907176
cosmic_909739,-0.3908460729544506,909739
cosmic_909251,-0.3908509831639488,909251
cosmic_1480361,-0.3912542420291242,1480361
cosmic_753615,-0.39148319002301457,753615
cosmic_749712,-0.3916791113786753,749712
cosmic_906847,-0.39185485526138997,906847
cosmic_949174,-0.3918632416360275,949174
cosmic_910687,-0.3918891188578755,910687
cosmic_687800,-0.3919054386325054,687800
cosmic_909256,-0.3919579678674678,909256
cosmic_1240174,-0.39202274961644384,1240174
cosmic_907280,-0.39218047495694935,907280
cosmic_909756,-0.3924724167801397,909756
cosmic_1659818,-0.3925003581073885,1659818
cosmic_930082,-0.39305888561366287,930082
cosmic_949156,-0.39321696992156796,949156
cosmic_906815,-0.39383905511225437,906815
cosmic_1509074,-0.3939636703608802,1509074
cosmic_908151,-0.39448019415172414,908151
cosmic_724831,-0.39449550729333094,724831
cosmic_1240172,-0.3949230712359833,1240172
cosmic_1299052,-0.39496004221911074,1299052
cosmic_910900,-0.3949998948671761,910900
cosmic_1240129,-0.39507582457054347,1240129
cosmic_749711,-0.3951861410059321,749711
cosmic_1299081,-0.39529985982201465,1299081
cosmic_908152,-0.3953155264208288,908152
cosmic_908471,-0.39564553916487505,908471
cosmic_998184,-0.39565303103313965,998184
cosmic_907067,-0.39581329126154385,907067
cosmic_1659817,-0.3959846182605557,1659817
cosmic_753559,-0.3962353408188838,753559
cosmic_1331039,-0.39635427134248635,1331039
cosmic_1290807,-0.3966253770696501,1290807
cosmic_1240221,-0.39666774681660705,1240221
cosmic_1290730,-0.3969111941371156,1290730
cosmic_909976,-0.3969233590734063,909976
cosmic_906849,-0.3969517538877211,906849
cosmic_925345,-0.3970116372118317,925345
cosmic_908476,-0.397089429880453,908476
cosmic_1331040,-0.39711582323400246,1331040
cosmic_909727,-0.3971599801412852,909727
cosmic_753581,-0.39723515589673825,753581
cosmic_946358,-0.3972456564743639,946358
cosmic_687819,-0.3974905525605162,687819
cosmic_1287381,-0.3975351718850967,1287381
cosmic_1503371,-0.39768843438294077,1503371
cosmic_1240142,-0.39773437955619717,1240142
cosmic_907391,-0.39826260351322856,907391
cosmic_949088,-0.3984191891981842,949088
cosmic_910951,-0.39874788084314006,910951
cosmic_908472,-0.39876673698833126,908472
cosmic_687568,-0.3988440479578046,687568
cosmic_753556,-0.39888280502474044,753556
cosmic_906792,-0.3988921179162125,906792
cosmic_905942,-0.39893978924582174,905942
cosmic_906827,-0.3990957338873695,906827
cosmic_905986,-0.39929715190675996,905986
cosmic_753586,-0.3993140346729647,753586
cosmic_907790,-0.3993372200934478,907790
cosmic_949165,-0.399340680664636,949165
cosmic_906820,-0.39939903541786415,906820
cosmic_905965,-0.399419777775455,905965
cosmic_909724,-0.39943966292207367,909724
cosmic_910545,-0.3994405361378399,910545
cosmic_1240178,-0.3995211180918973,1240178
cosmic_1240206,-0.3996586816403201,1240206
cosmic_925339,-0.39981031829299246,925339
cosmic_909701,-0.39984394514291444,909701
cosmic_924248,-0.4002018716461997,924248
cosmic_1480374,-0.4003567550365056,1480374
cosmic_924186,-0.4004019405544154,924186
cosmic_907789,-0.4005861726698779,907789
cosmic_908121,-0.4005892593725871,908121
cosmic_749715,-0.4008488337857182,749715
cosmic_909711,-0.4009360305533355,909711
cosmic_687596,-0.4011233246162424,687596
cosmic_909977,-0.4011957627317887,909977
cosmic_907282,-0.4015270781785587,907282
cosmic_908459,-0.4016283119244334,908459
cosmic_905944,-0.402015853546484,905944
cosmic_753536,-0.40230481789490563,753536
cosmic_905978,-0.4023903909496186,905978
cosmic_909740,-0.4024860900253628,909740
cosmic_1297447,-0.4024901093708337,1297447
cosmic_1479995,-0.4025030415564608,1479995
cosmic_1298356,-0.402705367410773,1298356
cosmic_909716,-0.4030366010567338,909716
cosmic_906793,-0.4030425933912172,906793
cosmic_908148,-0.40307552904938104,908148
cosmic_907796,-0.4030793988844899,907796
cosmic_907320,-0.403538678981174,907320
cosmic_1240168,-0.4035610916026691,1240168
cosmic_1290813,-0.40381781524565835,1290813
cosmic_949157,-0.40408897088226653,949157
cosmic_909697,-0.40415896822297565,909697
cosmic_908122,-0.40443092428640126,908122
cosmic_1240125,-0.40453112189507484,1240125
cosmic_753577,-0.40459880039917934,753577
cosmic_722058,-0.4047876176635703,722058
cosmic_1299067,-0.4048637325727328,1299067
cosmic_905990,-0.40488829372285806,905990
cosmic_687452,-0.4050011439811462,687452
cosmic_907287,-0.4050651365470408,907287
cosmic_687815,-0.40540957526648275,687815
cosmic_907058,-0.40543282669793873,907058
cosmic_907000,-0.4057418703131482,907000
cosmic_908126,-0.40578457071720003,908126
cosmic_1240197,-0.40583479142670953,1240197
cosmic_924187,-0.40583714354857703,924187
cosmic_1295740,-0.40606650224310087,1295740
cosmic_1240190,-0.40610389213119025,1240190
cosmic_1509073,-0.4063885340842193,1509073
cosmic_910916,-0.40641918065353,910916
cosmic_905975,-0.40648892890879895,905975
cosmic_1240153,-0.4065648537154989,1240153
cosmic_753572,-0.4067409278589723,753572
cosmic_910688,-0.4067741710145986,910688
cosmic_907277,-0.406783443699062,907277
cosmic_906818,-0.4072083951294635,906818
cosmic_1290795,-0.40752697951036443,1290795
cosmic_753533,-0.40770887118095434,753533
cosmic_1660034,-0.40771579458921564,1660034
cosmic_909975,-0.4079241473400005,909975
cosmic_910921,-0.4080913383151928,910921
cosmic_909717,-0.4081669286260862,909717
cosmic_909255,-0.4084716298143337,909255
cosmic_905954,-0.4085151061082118,905954
cosmic_910919,-0.4085947349199488,910919
cosmic_907059,-0.40873274204273996,907059
cosmic_753621,-0.4089171376593947,753621
cosmic_1524414,-0.408968260082002,1524414
cosmic_971774,-0.40922536763831274,971774
cosmic_910904,-0.4097758448302257,910904
cosmic_946354,-0.40997388112948363,946354
cosmic_909759,-0.4102902580599811,909759
cosmic_909252,-0.41038779319057617,909252
cosmic_687983,-0.4104576177336052,687983
cosmic_909260,-0.4104975545666617,909260
cosmic_910701,-0.4107008709722475,910701
cosmic_1240141,-0.41083613189818685,1240141
cosmic_1240160,-0.4108529988566603,1240160
cosmic_905958,-0.41094933002027473,905958
cosmic_724859,-0.4111113557139556,724859
cosmic_906865,-0.41117266917710665,906865
cosmic_905936,-0.41121296767800164,905936
cosmic_1298215,-0.411256169652149,1298215
cosmic_905974,-0.41132880737986716,905974
cosmic_946353,-0.41136407477675424,946353
cosmic_687448,-0.4114713683054235,687448
cosmic_907175,-0.41163988556965947,907175
cosmic_949093,-0.4116727553792394,949093
cosmic_1298539,-0.4116755898609728,1298539
cosmic_909769,-0.41173111763289977,909769
cosmic_925340,-0.41173748483348727,925340
cosmic_906841,-0.4119094641684171,906841
cosmic_753600,-0.4119530416525839,753600
cosmic_683665,-0.4120362152449031,683665
cosmic_905964,-0.41241441818493735,905964
cosmic_1240200,-0.412457943763903,1240200
cosmic_1290765,-0.41269070180146356,1290765
cosmic_1290907,-0.41285922468347874,1290907
cosmic_1240158,-0.4130096861655335,1240158
cosmic_907073,-0.41319302633123584,907073
cosmic_753546,-0.4132276821671249,753546
cosmic_687588,-0.41334028955827806,687588
cosmic_907173,-0.41351824703966034,907173
cosmic_908451,-0.4136227512446382,908451
cosmic_907072,-0.4136723230250426,907072
cosmic_749709,-0.41383571410597086,749709
cosmic_905983,-0.41390803751491834,905983
cosmic_906842,-0.41409591158398634,906842
cosmic_1240144,-0.4141107810899437,1240144
cosmic_722046,-0.4142566705368683,722046
cosmic_753558,-0.41434889894959115,753558
cosmic_1298134,-0.41443448303665437,1298134
cosmic_910566,-0.4145873886716958,910566
cosmic_909713,-0.4146211318887085,909713
cosmic_1290810,-0.41474975282390397,1290810
cosmic_753569,-0.4148144120595482,753569
cosmic_905976,-0.41490245040782864,905976
cosmic_909253,-0.4150461507287333,909253
cosmic_1240169,-0.41509203190420485,1240169
cosmic_753549,-0.41523662738766887,753549
cosmic_753585,-0.415275794618186,753585
cosmic_905959,-0.4152889802061437,905959
cosmic_1298145,-0.41529475534925503,1298145
cosmic_924238,-0.4155166228406464,924238
cosmic_924108,-0.41571064841728567,924108
cosmic_925338,-0.4157354726221931,925338
cosmic_909743,-0.415818134765394,909743
cosmic_1240147,-0.41586700916011643,1240147
cosmic_908141,-0.41590238190154855,908141
cosmic_1503366,-0.4159039214792712,1503366
cosmic_724874,-0.416027660420457,724874
cosmic_906746,-0.41627710959814307,906746
cosmic_1240127,-0.4164265857059828,1240127
cosmic_1299078,-0.4164728479801413,1299078
cosmic_907799,-0.416628085122159,907799
cosmic_735784,-0.4166578732934946,735784
cosmic_1240187,-0.41673003399373115,1240187
cosmic_924151,-0.4167418202972745,924151
cosmic_1240136,-0.41684397275593005,1240136
cosmic_724878,-0.4168475683329713,724878
cosmic_753531,-0.4170325186595692,753531
cosmic_1480362,-0.4172228737856407,1480362
cosmic_908146,-0.4172897792250269,908146
cosmic_1298160,-0.4173288770320332,1298160
cosmic_687562,-0.41744230472608024,687562
cosmic_906791,-0.4176589600109364,906791
cosmic_753623,-0.4177629553536857,753623
cosmic_924240,-0.4178760927502394,924240
cosmic_908482,-0.41788254476238124,908482
cosmic_907053,-0.41797859090843303,907053
cosmic_749710,-0.41805329648733114,749710
cosmic_909974,-0.418093549086389,909974
cosmic_1298359,-0.4181109794830515,1298359
cosmic_905934,-0.41812516687554263,905934
cosmic_906863,-0.4182156166095386,906863
cosmic_1240150,-0.4183264402739491,1240150
cosmic_909744,-0.4184309922935381,909744
cosmic_1240134,-0.4184649701766087,1240134
cosmic_1330995,-0.41852367200820173,1330995
cosmic_906846,-0.418593455538598,906846
cosmic_687814,-0.41872162216003933,687814
cosmic_905951,-0.41884310909717987,905951
cosmic_1287706,-0.41910657529011647,1287706
cosmic_910911,-0.41913001547489465,910911
cosmic_908463,-0.41916897616086146,908463
cosmic_1299059,-0.4193110498264404,1299059
cosmic_687777,-0.41949301707233483,687777
cosmic_687563,-0.41949929453105134,687563
cosmic_1240185,-0.41951677193839965,1240185
cosmic_724812,-0.4195329436834445,724812
cosmic_907312,-0.4196374008739688,907312
cosmic_908455,-0.4196387950779649,908455
cosmic_905949,-0.4196757083763709,905949
cosmic_753578,-0.4197433408558945,753578
cosmic_1299080,-0.41993930845634025,1299080
cosmic_1299064,-0.42011704731726757,1299064
cosmic_1290814,-0.4202110087492649,1290814
cosmic_907047,-0.4203588718637129,907047
cosmic_909249,-0.42038452523018704,909249
cosmic_909729,-0.42056521911040917,909729
cosmic_1323913,-0.42063758740432905,1323913
cosmic_905937,-0.4206511243259002,905937
cosmic_907169,-0.42069879551313966,907169
cosmic_1240124,-0.42085245348968126,1240124
cosmic_909742,-0.4209922710936997,909742
cosmic_906999,-0.42103830570717116,906999
cosmic_909725,-0.4210398536768814,909725
cosmic_909755,-0.4212016787458425,909755
cosmic_905962,-0.4212057369424791,905962
cosmic_1240198,-0.4212111876825861,1240198
cosmic_905950,-0.421395223051504,905950
cosmic_946370,-0.42143086976265026,946370
cosmic_749717,-0.4216151847278227,749717
cosmic_753545,-0.42175521267438304,753545
cosmic_753548,-0.4217956472887247,753548
cosmic_905963,-0.42179886726192034,905963
cosmic_687821,-0.4218181321729029,687821
cosmic_1524419,-0.4220283539480538,1524419
cosmic_906797,-0.42203615272798584,906797
cosmic_908124,-0.42207489988009395,908124
cosmic_1240170,-0.42211090100488374,1240170
cosmic_910934,-0.42211444915329005,910934
cosmic_905970,-0.4221152663062109,905970
cosmic_905935,-0.42215296899040305,905935
cosmic_1503363,-0.4223521041520868,1503363
cosmic_905984,-0.4223593893403106,905984
cosmic_1303900,-0.4224063344742012,1303900
cosmic_687459,-0.4224668990589886,687459
cosmic_1298219,-0.42258278931938636,1298219
cosmic_909722,-0.4226053957847355,909722
cosmic_905977,-0.422744522285472,905977
cosmic_908473,-0.42274522535384007,908473
cosmic_1240132,-0.4227973542973782,1240132
cosmic_753596,-0.42288954506711796,753596
cosmic_925346,-0.42300850563266335,925346
cosmic_905985,-0.42300940000672815,905985
cosmic_930298,-0.42305733472032014,930298
cosmic_905971,-0.42321009871886534,905971
cosmic_1240201,-0.42328731527132724,1240201
cosmic_722066,-0.4233308157719206,722066
cosmic_906803,-0.42336170232383735,906803
cosmic_687586,-0.42355577650056003,687586
cosmic_909263,-0.4235594968817766,909263
cosmic_909780,-0.42358071817091986,909780
cosmic_908460,-0.42359245222829195,908460
cosmic_907788,-0.42362292734979157,907788
cosmic_910946,-0.42378828749878167,910946
cosmic_687514,-0.4238971715427042,687514
cosmic_1322218,-0.42396349229601465,1322218
cosmic_906824,-0.42398914169587526,906824
cosmic_1240156,-0.42399048002966183,1240156
cosmic_1240135,-0.424088237509582,1240135
cosmic_1330931,-0.4241047237737059,1330931
cosmic_924102,-0.4241060969244058,924102
cosmic_1330984,-0.424175516372199,1330984
cosmic_724825,-0.4243084214473711,724825
cosmic_906830,-0.4243453432586305,906830
cosmic_1298348,-0.4244528504393672,1298348
cosmic_910933,-0.4245068695272686,910933
cosmic_906814,-0.4245154059927726,906814
cosmic_724838,-0.4245504227281513,724838
cosmic_910554,-0.42457773094289775,910554
cosmic_909758,-0.42463935281016657,909758
cosmic_906765,-0.42470991293944343,906765
cosmic_909907,-0.42485657849660763,909907
cosmic_909784,-0.4248985069067282,909784
cosmic_906861,-0.42490772605840627,906861
cosmic_1240226,-0.42516112937760403,1240226
cosmic_683667,-0.42518283795310413,683667
cosmic_1240139,-0.4252056695937683,1240139
cosmic_1240220,-0.42532012223429744,1240220
cosmic_905968,-0.42550195183926004,905968
cosmic_1322224,-0.4255239606705537,1322224
cosmic_906843,-0.4255438823812246,906843
cosmic_905991,-0.42569624619615626,905991
cosmic_909699,-0.42571039025451485,909699
cosmic_907050,-0.42590613671629796,907050
cosmic_753566,-0.42593877440446143,753566
cosmic_753592,-0.42603065833298764,753592
cosmic_687820,-0.42614383333266515,687820
cosmic_908147,-0.4261800704593284,908147
cosmic_687816,-0.4262948512015839,687816
cosmic_907071,-0.42632477681830727,907071
cosmic_1298531,-0.4263576144893392,1298531
cosmic_753612,-0.4264503714111831,753612
cosmic_1297446,-0.4264989376740169,1297446
cosmic_1290724,-0.4265346529246556,1290724
cosmic_907044,-0.4265665859529063,907044
cosmic_911905,-0.4265760700668606,911905
cosmic_1480364,-0.426633052813625,1480364
cosmic_906856,-0.4267332887695761,906856
cosmic_907274,-0.4268965289535491,907274
cosmic_1524418,-0.42701491767172994,1524418
cosmic_909703,-0.4270494432521806,909703
cosmic_908462,-0.4272018681566651,908462
cosmic_906826,-0.4272125520537218,906826
cosmic_909720,-0.4272145981630426,909720
cosmic_1298226,-0.42729581645835824,1298226
cosmic_906821,-0.42733076729909836,906821
cosmic_1240186,-0.42739314429144254,1240186
cosmic_907064,-0.42764046992886795,907064
cosmic_1240161,-0.42770411407251835,1240161
cosmic_1330935,-0.4277226147778085,1330935
cosmic_724868,-0.42773314703446436,724868
cosmic_909702,-0.42785870690486943,909702
cosmic_910925,-0.42797912227536555,910925
cosmic_909748,-0.4279844403839146,909748
cosmic_907057,-0.4280771132659548,907057
cosmic_753579,-0.4280786221088293,753579
cosmic_907787,-0.4282521222799006,907787
cosmic_910849,-0.428449147243463,910849
cosmic_924188,-0.42850908220660183,924188
cosmic_724873,-0.4285118603143852,724873
cosmic_907783,-0.4285696167776399,907783
cosmic_909761,-0.4286206444217387,909761
cosmic_905982,-0.42877869454674183,905982
cosmic_687812,-0.4288616610411595,687812
cosmic_1327774,-0.4289371239370673,1327774
cosmic_906831,-0.4290387458079467,906831
cosmic_1503364,-0.429054763894408,1503364
cosmic_905972,-0.42905694205460415,905972
cosmic_1290455,-0.42914630579888075,1290455
cosmic_1240162,-0.42921028034343356,1240162
cosmic_907046,-0.4292526331330646,907046
cosmic_910548,-0.4294273981289773,910548
cosmic_907172,-0.4294844002325318,907172
cosmic_924107,-0.42951964489553895,924107
cosmic_905960,-0.4296888119292139,905960
cosmic_1290767,-0.42984218025222976,1290767
cosmic_906836,-0.4299634908293961,906836
cosmic_905961,-0.430124546699895,905961
cosmic_930297,-0.4302956862550921,930297
cosmic_1290768,-0.4304743902279817,1290768
cosmic_1479988,-0.4305852231534642,1479988
cosmic_907289,-0.430607004673377,907289
cosmic_1327768,-0.43065758687286626,1327768
cosmic_1240123,-0.4306831062270104,1240123
cosmic_907269,-0.4306845083555903,907269
cosmic_908465,-0.4307113570994138,908465
cosmic_1298362,-0.4309172738846011,1298362
cosmic_910952,-0.43095476589174553,910952
cosmic_1240128,-0.43098217829096236,1240128
cosmic_1298352,-0.4310390687877801,1298352
cosmic_1659928,-0.43116585620046927,1659928
cosmic_1298146,-0.4312551446178804,1298146
cosmic_688058,-0.4312783666261878,688058
cosmic_906800,-0.43127837629188853,906800
cosmic_908445,-0.43142215822303465,908445
cosmic_1290798,-0.4315085924049033,1290798
cosmic_1503370,-0.43155853843565106,1503370
cosmic_908449,-0.43164250769397566,908449
cosmic_1240173,-0.43166727466539423,1240173
cosmic_908128,-0.4316926921233054,908128
cosmic_998189,-0.43180847298259667,998189
cosmic_687592,-0.43187524379360204,687592
cosmic_1240143,-0.4318905281525614,1240143
cosmic_909754,-0.4319107101168949,909754
cosmic_910926,-0.43197951646214605,910926
cosmic_1240223,-0.43199043622304617,1240223
cosmic_909706,-0.4321514725943238,909706
cosmic_907276,-0.43215212490692007,907276
cosmic_1331049,-0.43229543194318965,1331049
cosmic_907795,-0.43239621382313115,907795
cosmic_907321,-0.4324006177891359,907321
cosmic_753608,-0.43242493277143085,753608
cosmic_1659819,-0.43243005521829897,1659819
cosmic_907786,-0.4324744158442577,907786
cosmic_1327773,-0.432635103036232,1327773
cosmic_924105,-0.43264253158495014,924105
cosmic_906801,-0.43265702350596197,906801
cosmic_910779,-0.4326956518473922,910779
cosmic_909757,-0.4327666209443516,909757
cosmic_909771,-0.4327733374958942,909771
cosmic_908457,-0.43279140960302265,908457
cosmic_753574,-0.43279416896239187,753574
cosmic_1240204,-0.432813468684394,1240204
cosmic_1660036,-0.43283937134475436,1660036
cosmic_924250,-0.4328793362083915,924250
cosmic_753595,-0.43290973764053614,753595
cosmic_907066,-0.4329738463192812,907066
cosmic_1299051,-0.4330514207996571,1299051
cosmic_910948,-0.433097299090339,910948
cosmic_1290722,-0.4332274885898702,1290722
cosmic_753622,-0.4333848458588067,753622
cosmic_971777,-0.43339418869487933,971777
cosmic_907313,-0.4334132440535075,907313
cosmic_907322,-0.4334144934434994,907322
cosmic_1327769,-0.43342978408036725,1327769
cosmic_1240154,-0.4334394356824398,1240154
cosmic_907323,-0.43345221863743194,907323
cosmic_924244,-0.43348690314438626,924244
cosmic_907273,-0.4335735067914569,907273
cosmic_909700,-0.43367844713958015,909700
cosmic_905947,-0.43368210573828464,905947
cosmic_1303896,-0.43374382979929116,1303896
cosmic_907275,-0.43380378026869676,907275
