SHH_alpha,0.2917
G4_alpha,0.1004
SHH_delta,0.097
SHH_gamma,0.0803
G3_gamma,0.0787
WNT_alpha,0.0709
WNT_beta,0.0658
SHH_beta,0.0573
G3_beta,0.0461
G4_beta,0.0397
G4_gamma,0.0372
G3_alpha,0.0349
