,BT084
ECGI10,0.13716056236502364
HS944T,0.13708950001723355
HCC38,0.13699673880805904
SW948,0.13696175798942467
NCIH1355,0.136941446192051
HT55,0.13633255640852063
42MGBA,0.13630457638405205
BFTC905,0.13623783943873383
NCIH2405,0.1361609850002858
HS294T,0.1357466102524777
SNU61,0.13548302067137236
HCC1143,0.13543477965737527
KNS60,0.13512345997685135
IALM,0.13504078868270614
PECAPJ41CLONED2,0.13498720114025659
NCIH2452,0.13469561822745993
SKMES1,0.1345581328482007
PC3,0.1342737289691273
SNUC5,0.13413560248609013
CAL54,0.13410493580473645
YKG1,0.13402832338486526
KMRC2,0.1340090209510656
GAMG,0.1338137203852934
SNU216,0.13338899006315708
ONS76,0.13317836801973665
8305C,0.13311859405296636
LOVO,0.13301336483545217
NCIH2122,0.132588392713625
NCIH1573,0.13255172227373507
NCIH2291,0.13255104348946956
CAL29,0.13254750008872812
SNU886,0.13201243030435397
MFE296,0.1319965653620717
253J,0.13185302093100482
UMUC3,0.13184868739233505
KALS1,0.1317780340680112
KP4,0.1312381246850648
MELHO,0.13077450212222577
PANC1,0.13061285460986985
COLO800,0.1304951092644382
RERFLCMS,0.13048266407725956
PATU8988S,0.12992025849383346
MKN74,0.12964835919610798
KNS42,0.129553318194181
OVISE,0.12942722873519844
HUCCT1,0.12850950294203758
CCK81,0.12834603380590973
KMRC1,0.1282872452282687
SCABER,0.127984665314323
SW1710,0.12785384389717283
LMSU,0.1274446519709848
ONCODG1,0.12732217781623578
CAL62,0.1272671075506005
SNUC2A,0.12688362998516772
CAL12T,0.1266700136982347
HCC366,0.1264957339686884
OV90,0.12638265517920683
JHUEM7,0.12633186347293732
C32,0.12629952676000775
LXF289,0.12626979772939897
MOLP8,0.12617997328338088
EN,0.1261276445580274
BHY,0.12547562805663437
SCC4,0.12536913255820573
SKUT1,0.1253673101679359
NCIH2009,0.1250622029233738
FTC238,0.12462736254336748
SNU626,0.1245995862700944
NCIH322,0.1244137849309904
OVSAHO,0.12379244614389356
LOXIMVI,0.12362070349614575
253JBV,0.12317655096500674
HUH28,0.12285243876622245
SNU1076,0.12259794564325326
HT115,0.12251383599567738
MG63,0.12242672978975805
ECC10,0.12235378997976393
SW1783,0.12234177311224802
OVCAR4,0.12219260981463198
CFPAC1,0.12205462806726006
CALU3,0.12182788342036592
JHOC5,0.12181705995478209
WM1799,0.12139751943250099
T84,0.1212283321959281
OVTOKO,0.12089523545042678
PANC0327,0.12076660509327795
TOV21G,0.12068997877702102
CAPAN2,0.12065108326174322
MCAS,0.1204571052421711
U251MG,0.12027526661658434
RERFLCAI,0.12003322190538024
BXPC3,0.11942586076159627
PANC1005,0.11938864959757813
JURKAT,0.11925409010449503
HS746T,0.11915720406557154
NCIH508,0.1190202496848477
BFTC909,0.11884468808308431
EFM192A,0.1187969945748152
CAL851,0.11872791265617244
JHOM1,0.1182595057796605
SF295,0.11786682801286641
T98G,0.11786539435682261
PATU8988T,0.11747854232273311
RT112,0.11735518896817305
M059K,0.11713475066194533
DANG,0.1169854871536425
LCLC103H,0.11654826374718964
SNU478,0.1161138072598127
EFO27,0.11603762912189548
CALU6,0.1160169396733506
HCC4006,0.11586977326764235
HOP62,0.11575443178006327
A375,0.11572778374738939
HUPT4,0.11572718703330967
KYSE510,0.11568194794545499
SNU1105,0.11514422347578097
KMRC20,0.11514359919582755
SH4,0.11512480940728452
EKVX,0.11504585973924364
SNU407,0.11479656226010464
OUMS23,0.11456789999209915
L33,0.11442943260027565
GMS10,0.11320029410849548
ASPC1,0.11313809091094836
HEC59,0.11304636451618336
GCT,0.11262622695944316
KP3,0.1123196808185711
SNU245,0.11195469428691442
KNS81,0.11186456490436461
COLO201,0.11179451823844772
HCC1428,0.1116856917446071
HSC2,0.11151689833156632
SNU1041,0.11143604328716626
CAPAN1,0.11134181247753237
TE5,0.11125146716291819
NCIH650,0.11097554170813126
SNU449,0.11068605579029639
A498,0.11061963750180238
A101D,0.11028646431563965
TYKNU,0.11013668443383814
PLCPRF5,0.10974779667086285
SNU410,0.1096603170881017
PANC0813,0.10952656264694398
SNU840,0.10948676469860835
PANC0504,0.10928224574358952
RERFLCAD2,0.10897461539659506
SNU8,0.10880289248325938
SKNAS,0.10866168159414094
SKLMS1,0.10860605046799203
JHH1,0.10859113524273253
CAMA1,0.1083979393371953
KPL1,0.10838664246453081
SW1417,0.10823838405785413
HEPG2,0.10803296977320262
RERFLCAD1,0.10784319091694573
AGS,0.10783970233524129
MALME3M,0.10729711424521242
GI1,0.1069644635095163
KPNYN,0.1068625880465319
LN229,0.1067568653415678
NCIH2110,0.10668096404732305
SQ1,0.1065793487314254
PK45H,0.10656098323152799
RCC10RGB,0.10640738360894604
BICR22,0.10623791888467876
MDAMB231,0.10606329133791921
RPMI7951,0.10604438801164409
PSN1,0.10596284250001038
SKMEL30,0.10562714564618733
HEC1B,0.10543438293199367
U118MG,0.10480959058337251
KURAMOCHI,0.10466439340054687
COV318,0.10438524594761467
SW1990,0.10438270585928984
SKCO1,0.1038299524763898
2313287,0.10368348296859588
HEC251,0.10320612825355285
EBC1,0.10307260724884865
CORL105,0.10302656066255961
SW1271,0.10274565822305438
SNU213,0.10271090638409827
CL34,0.10212806332858278
CAL33,0.10154320260587427
NCIH2087,0.10120523340318348
HT1080,0.10078158441478223
NCIH226,0.10033628268904288
PATU8902,0.09998538808355106
HCC2935,0.09966943568250068
HS766T,0.09961039756345502
HCC827,0.09916250337734153
HCC1500,0.09792397344227684
LS180,0.09789109451380738
KP2,0.09777091342824766
SNU387,0.0969052433278738
639V,0.09681446248962128
LS123,0.09635345032548533
HUPT3,0.09608571722870644
PANC0203,0.0957804988333165
SNU1196,0.09532483196591723
HPAC,0.0951292107243524
HDQP1,0.09467550570543495
MDAMB468,0.09437151752597323
A2058,0.09429785569882797
LNCAPCLONEFGC,0.09396366394533348
SNU466,0.0936391996561468
LOUNH91,0.09354534846050436
G401,0.0933066426088875
RKO,0.09325072864315752
KYSE140,0.09260943503256198
NCIH1373,0.09227509331203618
EFO21,0.09203967006959841
HLF,0.09200478906544993
OCUM1,0.09191960980640511
COLO678,0.09189994222529117
SNU869,0.09181004938269235
TCCSUP,0.09179464048319078
HT29,0.09158915594822399
HEL,0.09147167222050129
ACCMESO1,0.09138378314694026
CJM,0.0912128163755373
HUH6,0.09095812308920687
COLO680N,0.09082833778746377
HCC56,0.09058982621892792
NCIH1339,0.09045282530887376
AN3CA,0.0899286149522742
MORCPR,0.0897652911956642
KYSE150,0.08907948543968805
PC14,0.08895263443616527
PECAPJ15,0.08889182988298237
JHUEM2,0.08863887047130703
MDAMB453,0.08854011477977178
HEP3B217,0.08802899105058683
BT20,0.08760395757161851
SNU308,0.0872992503143647
LCLC97TM1,0.08714160971867428
SNU761,0.08668375427418387
HS578T,0.08665376354755798
G402,0.08664365394541067
SKBR3,0.08653340096295493
SNU1033,0.08622017614015348
NUGC3,0.08603409176504637
BCPAP,0.08362395196659383
AU565,0.0829562033560289
KASUMI2,0.08286801234333672
SKMEL31,0.08193225020950265
NCIH1838,0.08166722994679666
NCIH2342,0.08129123671482226
HEC1A,0.081262381953536
HPAFII,0.08070041453945
KCL22,0.08057484238754248
KMBC2,0.07952195090500588
HOP92,0.07937981593046416
PANC0403,0.07915699316835886
PK1,0.07903992577171506
HCC1419,0.07872516637564918
OE33,0.0785736072991823
HEC265,0.07833171494486509
HEC108,0.07791986853562657
KMH2,0.07768805552832027
HCC1937,0.07710806431380411
NCIH1435,0.07680861217891835
KM12,0.07632423111494813
SNU719,0.07606866228296834
SNU1079,0.07604116111604302
NCIH1944,0.07501662789073485
DLD1,0.07490995201431784
OE19,0.074869730453292
HUH1,0.07479875595342587
SW620,0.0735540769562001
JHUEM1,0.0733591265003875
AM38,0.07334873802722555
NCIH358,0.0733142996870409
SH10TC,0.07327251733313696
T47D,0.0729759375832164
BHT101,0.07291201449127259
NCIH2126,0.07255701363504219
LS513,0.07168201042580807
SNGM,0.07145676058665007
HT1197,0.0711196142478993
MDAMB415,0.0704147085262421
KE39,0.06854352788030223
JHH5,0.06825186686361308
HCC202,0.06692139746024087
HEC50B,0.06554872693748554
PK59,0.06483391970002941
SNU601,0.06447226827863277
CMLT1,0.063645954762348
NCIN87,0.06337905417863285
SCC9,0.061522522283676676
MCF7,0.06111941004855347
OSRC2,0.06055207335873807
JHH4,0.06017613638451807
DV90,0.05982310768593875
CL11,0.059722104070559105
LS1034,0.05902044424855003
JVM2,0.05881600187932773
HEC151,0.05858100172548415
ZR7530,0.05815402300354052
IM95,0.05787070218160695
LAMA84,0.057813375626755446
HEC6,0.05678519071766144
TE15,0.05484641946471916
HCC78,0.05466528146514339
KYSE30,0.05253482665529221
HT1376,0.05203315788101325
HCC2108,0.05194167087331593
JHH2,0.046228171956424875
KYM1,0.04497237513710996
HS611T,0.04255708803884293
NCIH441,0.03944712071144938
ALLSIL,0.03909103870199708
NCIH838,0.036639541037098926
RCM1,0.035154751075993494
GSU,0.03456780332613598
MDAMB435S,0.026926833191743407
NCIH1915,0.023138971842409855
