,RCMB32
NCIH1184,0.30965068400350493
NCIH1694,0.3078980274821072
NCIH1092,0.2895589808950733
NCIH1341,0.26115012856596687
NCIH1155,0.2469505257789553
IMR32,0.2295282024186571
DAOY,0.22507500917921644
SKNBE2,0.20199650999357074
5637,0.20100910435041028
DMS114,0.20064552355744733
DU145,0.19912646332424255
KNS62,0.1950987860085715
KELLY,0.19210255852805785
KYSE450,0.18860708278550922
NCIH661,0.18591587364445308
FUOV1,0.18399220655234794
NCIH2052,0.18262618934617278
NCIH1048,0.1806798878901389
ESS1,0.17986612763587947
NCIH810,0.1787867718335534
SKNSH,0.17645013215045502
DBTRG05MG,0.17622508016368715
HARA,0.17388315494087989
HCC1954,0.17184731739088
NCIH23,0.17120974957233517
QGP1,0.1688205705913312
IGR37,0.1664661761050022
CAL27,0.16513111291427346
WM793,0.16496565221510157
NIHOVCAR3,0.16395357198272673
KMS11,0.16388833453701668
KNS60,0.16236046049337433
NCIH522,0.16086087177239966
ISTMES1,0.16058066763507287
SIMA,0.16045271309068462
RD,0.16035010245236583
TC71,0.15938369243806882
SW1088,0.15828553598114758
SAOS2,0.15745965492174913
CAL78,0.15710769142595357
KLE,0.15560701228507198
SUIT2,0.15551269706479562
HS695T,0.1546657542230561
SW579,0.1530213148681756
NCIH2444,0.15296559504765472
SW1573,0.15282544378643673
MSTO211H,0.15238407115679461
SKNDZ,0.15074456270313413
HEYA8,0.1504031566885085
NCIH1650,0.14993761728225555
NCIH2286,0.14832702944620232
SCC25,0.14757867908784003
T98G,0.1458317657014552
WM88,0.14549330057607307
A549,0.1452007908622108
SW403,0.14510818119677119
NCIH1299,0.14505402109535853
IGR39,0.1445165840183708
VMRCRCW,0.1438773282264621
JHOS2,0.14382350421978168
SNU398,0.14349100727254074
A253,0.14286213379495294
NCIH727,0.14146884672600069
HS729,0.14105164741804543
WM115,0.14077591869986295
KURAMOCHI,0.1398533525102281
NCIH1651,0.13984637403306915
CAS1,0.1397191839275952
NCIH520,0.13957065127503995
42MGBA,0.13911578443653286
SKES1,0.13881845045730637
