,MED211,COSMIC ID
cosmic_1240199,-0.441306208720104,1240199
cosmic_949160,-0.4413062310057163,949160
cosmic_1290725,-0.44154845841954776,1290725
cosmic_687815,-0.4415745255528337,687815
cosmic_910926,-0.44162812494793413,910926
cosmic_1240190,-0.4416810029224373,1240190
cosmic_909907,-0.4419598133512491,909907
cosmic_905942,-0.44205686877364675,905942
cosmic_1298348,-0.44245757085096754,1298348
cosmic_1298350,-0.44270473517854103,1298350
cosmic_906865,-0.4429269661313632,906865
cosmic_753572,-0.4430777121336176,753572
cosmic_907050,-0.44309516267620314,907050
cosmic_749711,-0.44315699069786046,749711
cosmic_1240134,-0.4432049948628853,1240134
cosmic_1327768,-0.44324506056909535,1327768
cosmic_1298222,-0.44327208217412484,1298222
cosmic_687514,-0.44343061092756564,687514
cosmic_906765,-0.44345629948595316,906765
cosmic_687819,-0.44346725600194503,687819
cosmic_1299061,-0.44366340359444745,1299061
cosmic_1240179,-0.44378184908596396,1240179
cosmic_1240178,-0.4438041898085875,1240178
cosmic_906804,-0.4440621778656754,906804
cosmic_1327775,-0.4441360380207591,1327775
cosmic_906826,-0.44418013385090444,906826
cosmic_908121,-0.4443554028909616,908121
cosmic_971774,-0.4445880450672428,971774
cosmic_946372,-0.4445886184158607,946372
cosmic_905991,-0.4446085420800139,905991
cosmic_687829,-0.4449207800682885,687829
cosmic_735784,-0.44496219439080653,735784
cosmic_907171,-0.44525412386037955,907171
cosmic_1480372,-0.4456394274957788,1480372
cosmic_908143,-0.4456521270400273,908143
cosmic_1240144,-0.4457045190229192,1240144
cosmic_1240156,-0.4457843293681564,1240156
cosmic_1298136,-0.44585555022829954,1298136
cosmic_724868,-0.4459666869196136,724868
cosmic_1503362,-0.44644821819332864,1503362
cosmic_1327771,-0.4465569826711869,1327771
cosmic_1298358,-0.4466286615700234,1298358
cosmic_687459,-0.44672937560577036,687459
cosmic_1240172,-0.4468064289689024,1240172
cosmic_1331040,-0.44696404378445637,1331040
cosmic_1298356,-0.447200062285268,1298356
cosmic_946354,-0.44723220332429103,946354
cosmic_906821,-0.44729640826013917,906821
cosmic_908455,-0.4475328045304672,908455
cosmic_753624,-0.44761805526616044,753624
cosmic_753563,-0.4477592566521392,753563
cosmic_949157,-0.44795211227357223,949157
cosmic_909727,-0.44799656287341494,909727
cosmic_909721,-0.44800312737132497,909721
cosmic_1240221,-0.44816162658858866,1240221
cosmic_687800,-0.4482285170747906,687800
cosmic_910688,-0.4483784904322285,910688
cosmic_753533,-0.44869531584103844,753533
cosmic_687568,-0.4487139143582941,687568
cosmic_909776,-0.4487643447546343,909776
cosmic_909249,-0.4487961256681667,909249
cosmic_906795,-0.4488172255385876,906795
cosmic_722066,-0.4494786384291169,722066
cosmic_906812,-0.44953232775742297,906812
cosmic_907000,-0.44973065810734186,907000
cosmic_1240139,-0.4498014784892737,1240139
cosmic_924238,-0.4498304964697122,924238
cosmic_908130,-0.44987994148506444,908130
cosmic_907073,-0.4500181806575501,907073
cosmic_907044,-0.45027287926893006,907044
cosmic_908149,-0.4502936932668173,908149
cosmic_905968,-0.45030777431856167,905968
cosmic_1240200,-0.4504143370312357,1240200
cosmic_1240185,-0.4505625578088204,1240185
cosmic_753549,-0.4505651212052362,753549
cosmic_905944,-0.4506108415146899,905944
cosmic_910916,-0.45069672009739525,910916
cosmic_906696,-0.45073375696406326,906696
cosmic_1330987,-0.4508789902742086,1330987
cosmic_1331048,-0.45115306954286566,1331048
cosmic_905933,-0.45157661839975083,905933
cosmic_924105,-0.45168643296600425,924105
cosmic_753535,-0.45174491076590906,753535
cosmic_687983,-0.45175416314855754,687983
cosmic_753576,-0.45185100800696354,753576
cosmic_1298533,-0.45196391763630517,1298533
cosmic_910925,-0.4522207143035992,910925
cosmic_907322,-0.45233312178944834,907322
cosmic_749714,-0.45256728771643817,749714
cosmic_905946,-0.4525832902086628,905946
cosmic_1240187,-0.45267731692110874,1240187
cosmic_1299078,-0.4531362745560129,1299078
cosmic_910549,-0.45322213876507217,910549
cosmic_910936,-0.4532649560829125,910936
cosmic_910852,-0.4533132353706932,910852
cosmic_683667,-0.4534077824096652,683667
cosmic_1330985,-0.4536594027131602,1330985
cosmic_1322224,-0.45370944327783796,1322224
cosmic_930298,-0.4537804448374283,930298
cosmic_1331045,-0.45391824506444955,1331045
cosmic_1240212,-0.45398607508666755,1240212
cosmic_1290905,-0.4542946778354742,1290905
cosmic_1240162,-0.45442732045334244,1240162
cosmic_909256,-0.4544752489565306,909256
cosmic_909739,-0.45457661288772183,909739
cosmic_906872,-0.4546289682610571,906872
cosmic_909737,-0.45477317562523634,909737
cosmic_753577,-0.45482694197712537,753577
cosmic_907045,-0.4548809275265062,907045
cosmic_924111,-0.45493337796377437,924111
cosmic_907068,-0.4549819965999248,907068
cosmic_753585,-0.45498905603057305,753585
cosmic_924187,-0.45508472918809123,924187
cosmic_946369,-0.4551121762166729,946369
cosmic_1240186,-0.4551747333877437,1240186
cosmic_1290797,-0.45547738104697555,1290797
cosmic_909746,-0.45560696568670783,909746
cosmic_1659819,-0.45588174183654545,1659819
cosmic_1327769,-0.45605106129805667,1327769
cosmic_724870,-0.45626866411466455,724870
cosmic_1298218,-0.4563011802123506,1298218
cosmic_905935,-0.45648357101739795,905935
cosmic_906791,-0.4566968527962356,906791
cosmic_1290922,-0.45670375402173,1290922
cosmic_687777,-0.45678588851481666,687777
cosmic_908465,-0.45690488878195273,908465
cosmic_907042,-0.45691295532217313,907042
cosmic_905950,-0.4569832491463546,905950
cosmic_909699,-0.4571094258934897,909699
cosmic_905963,-0.4573733316824603,905963
cosmic_906831,-0.4574011328691809,906831
cosmic_1330950,-0.4575877983792001,1330950
cosmic_909255,-0.45759385490347626,909255
cosmic_753586,-0.4576213235613985,753586
cosmic_909701,-0.4576334662083136,909701
cosmic_724825,-0.45764349550560834,724825
cosmic_1331035,-0.45770754719924006,1331035
cosmic_1240131,-0.457736826335296,1240131
cosmic_1240207,-0.45774637439962634,1240207
cosmic_1327773,-0.45782186962322985,1327773
cosmic_1298531,-0.457835210074297,1298531
cosmic_1503365,-0.45783814860170047,1503365
cosmic_909722,-0.4579747261523542,909722
cosmic_906818,-0.45806454069280034,906818
cosmic_925338,-0.4580734099634601,925338
cosmic_1240160,-0.4583274244851845,1240160
cosmic_1524417,-0.45845480449664233,1524417
cosmic_687820,-0.4586870455765518,687820
cosmic_1480358,-0.45894086277967794,1480358
cosmic_949156,-0.45901428326520616,949156
cosmic_1298352,-0.4591977847238709,1298352
cosmic_910694,-0.459215164505033,910694
cosmic_724828,-0.4592644293943142,724828
cosmic_910701,-0.45928029872866294,910701
cosmic_910861,-0.45934413396400353,910861
cosmic_905974,-0.45959319862380504,905974
cosmic_1303900,-0.45976173628582007,1303900
cosmic_1503364,-0.4598324235859849,1503364
cosmic_1298365,-0.46002064219659833,1298365
cosmic_753604,-0.46009358894689345,753604
cosmic_906824,-0.460114086616123,906824
cosmic_753614,-0.46015053526510985,753614
cosmic_1298475,-0.4601644822384017,1298475
cosmic_753615,-0.46024677799481173,753615
cosmic_906844,-0.46044884866832364,906844
cosmic_753575,-0.46059953858412966,753575
cosmic_1240130,-0.46069482832051184,1240130
cosmic_1240167,-0.46070176794295337,1240167
cosmic_946353,-0.46077265750026636,946353
cosmic_910545,-0.46083989288749516,910545
cosmic_910209,-0.46086470772321875,910209
cosmic_1298215,-0.46107606689297875,1298215
cosmic_924108,-0.46116654486989805,924108
cosmic_907172,-0.46125076765426054,907172
cosmic_1479987,-0.46129927742965215,1479987
cosmic_908145,-0.4614882431660659,908145
cosmic_907072,-0.46153883912112786,907072
cosmic_1299064,-0.4615551990681399,1299064
cosmic_908122,-0.46157768792162046,908122
cosmic_907318,-0.4618330567814047,907318
cosmic_753595,-0.46184074334032793,753595
cosmic_1303896,-0.4619337535387047,1303896
cosmic_724878,-0.46202253539955324,724878
cosmic_909263,-0.4620909884214335,909263
cosmic_905937,-0.46209716236142856,905937
cosmic_1240149,-0.46227450075375903,1240149
cosmic_907291,-0.46241083000902256,907291
cosmic_1331036,-0.462544336847591,1331036
cosmic_907286,-0.46254828444443935,907286
cosmic_1240158,-0.46271128105974624,1240158
cosmic_1290813,-0.4628098283390648,1290813
cosmic_753623,-0.4628557878982766,753623
cosmic_687821,-0.4630850982215188,687821
cosmic_1290814,-0.463196367430165,1290814
cosmic_910935,-0.46323190397902747,910935
cosmic_906797,-0.4632720478272125,906797
cosmic_753562,-0.46339435415417524,753562
cosmic_909975,-0.4634189581013482,909975
cosmic_687814,-0.4634735703845259,687814
cosmic_906843,-0.4637220843984108,906843
cosmic_722046,-0.4637526332047975,722046
cosmic_906861,-0.4637602542364655,906861
cosmic_907062,-0.46377819310447244,907062
cosmic_909905,-0.46396993046539364,909905
cosmic_909755,-0.4641938765307401,909755
cosmic_905949,-0.464253788486715,905949
cosmic_910779,-0.4644696793665695,910779
cosmic_906854,-0.4646500131425233,906854
cosmic_924239,-0.46474284636897983,924239
cosmic_924247,-0.46476719129837896,924247
cosmic_906869,-0.46478778690037087,906869
cosmic_907275,-0.4649415873900678,907275
cosmic_1240138,-0.4649439231982743,1240138
cosmic_907041,-0.46500021535674935,907041
cosmic_924188,-0.4650196844827845,924188
cosmic_1240196,-0.46515605441110547,1240196
cosmic_908123,-0.4652608744798378,908123
cosmic_908131,-0.46528737636886724,908131
cosmic_1299067,-0.46531614966555235,1299067
cosmic_908119,-0.465332865309104,908119
cosmic_906871,-0.46541324670185585,906871
cosmic_907313,-0.4655750999297322,907313
cosmic_753574,-0.465634308515024,753574
cosmic_1240127,-0.4656542569038889,1240127
cosmic_1503368,-0.4656677839798656,1503368
cosmic_909711,-0.46579155118305965,909711
cosmic_753608,-0.4658269508680793,753608
cosmic_905983,-0.46608845202003385,905983
cosmic_753600,-0.46613825681977256,753600
cosmic_905964,-0.4661887533689215,905964
cosmic_1290806,-0.46628910657180356,1290806
cosmic_1524414,-0.4663428053438285,1524414
cosmic_906856,-0.46636004032531175,906856
cosmic_910703,-0.46664735164154025,910703
cosmic_687506,-0.46678223480136105,687506
cosmic_910906,-0.46680657777397755,910906
cosmic_1331031,-0.4668710938101379,1331031
cosmic_906836,-0.46703376960572107,906836
cosmic_908482,-0.46704534400201436,908482
cosmic_687807,-0.46705633395557766,687807
cosmic_907287,-0.4670918769914354,907287
cosmic_753570,-0.4672901926086809,753570
cosmic_1659818,-0.4673127022556552,1659818
cosmic_1299051,-0.46733758216932264,1299051
cosmic_905979,-0.467760358984738,905979
cosmic_687455,-0.4677851472138397,687455
cosmic_905945,-0.46780235821984667,905945
cosmic_1331025,-0.4678311847636574,1331025
cosmic_906841,-0.4678782269071207,906841
cosmic_1240161,-0.46790870426408704,1240161
cosmic_907051,-0.46794780428900207,907051
cosmic_1503363,-0.4680061069844244,1503363
cosmic_907280,-0.46808128776347097,907280
cosmic_924186,-0.4681896519557015,924186
cosmic_1298539,-0.4682272940669796,1298539
cosmic_905934,-0.4682923232641399,905934
cosmic_910079,-0.4683456300150045,910079
cosmic_753536,-0.4684910057369912,753536
cosmic_1290810,-0.46850160615523573,1290810
cosmic_1240137,-0.46853395566221107,1240137
cosmic_1509074,-0.4686614494081845,1509074
cosmic_905939,-0.4686740925881358,905939
cosmic_1503367,-0.46868882479349905,1503367
cosmic_1240132,-0.4689671922137689,1240132
cosmic_924107,-0.46905596580215153,924107
cosmic_907786,-0.4691028408785638,907786
cosmic_753541,-0.4692040655116404,753541
cosmic_905941,-0.46928353442914295,905941
cosmic_909703,-0.4694309292309064,909703
cosmic_905936,-0.46964899534365684,905936
cosmic_910698,-0.4697063538721022,910698
cosmic_907053,-0.4697690623508665,907053
cosmic_1331033,-0.46982057750547745,1331033
cosmic_1240128,-0.4700105790404592,1240128
cosmic_906832,-0.4700372403542978,906832
cosmic_924248,-0.4701152005468459,924248
cosmic_905969,-0.4701225224974787,905969
cosmic_908125,-0.47017800757338646,908125
cosmic_906790,-0.4701808197776843,906790
cosmic_946359,-0.47025870851548995,946359
cosmic_924250,-0.4703848332330743,924250
cosmic_1330935,-0.4704598220177731,1330935
cosmic_910401,-0.4706574104837833,910401
cosmic_1240150,-0.4707024560892655,1240150
cosmic_910946,-0.4707235590139499,910946
cosmic_909251,-0.47085872244730387,909251
cosmic_1240136,-0.47087503513478857,1240136
cosmic_753596,-0.47102356517406074,753596
cosmic_910853,-0.4710689117631062,910853
cosmic_1240219,-0.4712222333489139,1240219
cosmic_907311,-0.4712691672501264,907311
cosmic_906746,-0.47130287832809026,906746
cosmic_907268,-0.47144866068631947,907268
cosmic_924244,-0.4714597203012503,924244
cosmic_917486,-0.471489546303854,917486
cosmic_908147,-0.47149753336574085,908147
cosmic_910934,-0.47151502739253154,910934
cosmic_1298226,-0.4715637292466746,1298226
cosmic_688058,-0.4717535104124243,688058
cosmic_1299050,-0.4718004535813468,1299050
cosmic_910399,-0.4718297700417342,910399
cosmic_1330948,-0.47183529745079744,1330948
cosmic_909784,-0.47196287335793363,909784
cosmic_924151,-0.4721764160419639,924151
cosmic_909759,-0.4721803778555613,909759
cosmic_925346,-0.4721874016839431,925346
cosmic_1298537,-0.47231070597129615,1298537
cosmic_907282,-0.47236184759742783,907282
cosmic_1480362,-0.4723661520436167,1480362
cosmic_909756,-0.4724164618389435,909756
cosmic_1330931,-0.4724524541872268,1330931
cosmic_907071,-0.4727435568044468,907071
cosmic_1295741,-0.4728381797649278,1295741
cosmic_907796,-0.47283975098282743,907796
cosmic_683665,-0.4728822305431989,683665
cosmic_1331050,-0.4729377787152839,1331050
cosmic_687596,-0.47307574889633697,687596
cosmic_1240157,-0.4731627986283594,1240157
cosmic_687457,-0.473169569901257,687457
cosmic_906792,-0.473267241931671,906792
cosmic_749716,-0.47341103195703604,749716
cosmic_905990,-0.47359177567410293,905990
cosmic_687592,-0.47369697254245846,687592
cosmic_1660034,-0.4738147689840307,1660034
cosmic_1303897,-0.4738793894953402,1303897
cosmic_906817,-0.47393075105461185,906817
cosmic_911905,-0.4739708032100344,911905
cosmic_905986,-0.4745561146396387,905986
cosmic_907271,-0.47456154803085915,907271
cosmic_906801,-0.4747195505113857,906801
cosmic_909700,-0.474855043503787,909700
cosmic_907169,-0.47485610898254194,907169
cosmic_910705,-0.47490992304880825,910705
cosmic_905962,-0.47512342762781634,905962
cosmic_949153,-0.47517606604619,949153
cosmic_908474,-0.47520229670533504,908474
cosmic_724834,-0.475244980226706,724834
cosmic_1298219,-0.4754164346264383,1298219
cosmic_1298362,-0.47546106137865896,1298362
cosmic_905955,-0.47569295004144113,905955
cosmic_1298476,-0.4757676543879093,1298476
cosmic_909697,-0.4760024825297215,909697
cosmic_1479995,-0.47615082520028346,1479995
cosmic_907056,-0.4761880716453161,907056
cosmic_1298151,-0.47639654137621545,1298151
cosmic_687780,-0.4764730397461009,687780
cosmic_907269,-0.47648599434001204,907269
cosmic_906873,-0.47684325271958855,906873
cosmic_906823,-0.4769382249378089,906823
cosmic_908141,-0.4770070169974055,908141
cosmic_910952,-0.4771446765145052,910952
cosmic_905972,-0.4772180627679139,905972
cosmic_1503370,-0.47732651632942885,1503370
cosmic_906828,-0.47735864028347114,906828
cosmic_753621,-0.4774128420378034,753621
cosmic_724873,-0.4774130958447172,724873
cosmic_1290769,-0.47747965335430903,1290769
cosmic_910903,-0.4775609494429484,910903
cosmic_907065,-0.47760794623253694,907065
cosmic_910930,-0.47761738328095565,910930
cosmic_905956,-0.4776463998188329,905956
cosmic_753622,-0.47765694481517773,753622
cosmic_687799,-0.4777727292435688,687799
cosmic_1240170,-0.4778609955669417,1240170
cosmic_910931,-0.47787668962785523,910931
cosmic_753612,-0.47790118553151456,753612
cosmic_753583,-0.47793074112280054,753583
cosmic_1298145,-0.47809894098093986,1298145
cosmic_1660035,-0.47816870829185476,1660035
cosmic_909977,-0.47817512509184246,909977
cosmic_1322218,-0.47819076800385196,1322218
cosmic_907173,-0.4782686846667858,907173
cosmic_907783,-0.47830467528749426,907783
cosmic_924240,-0.47840528704405594,924240
cosmic_749715,-0.47840823117173026,749715
cosmic_907058,-0.47845388306869313,907058
cosmic_908144,-0.47859785835906643,908144
cosmic_910922,-0.4786634158884893,910922
cosmic_1298146,-0.4786895169981977,1298146
cosmic_924102,-0.47882141919850674,924102
cosmic_925348,-0.4788838165123176,925348
cosmic_1290795,-0.47895608355084734,1290795
cosmic_906835,-0.4789750609551148,906835
cosmic_687563,-0.4790997796128361,687563
cosmic_1240125,-0.4791588223805747,1240125
cosmic_949094,-0.479212665993169,949094
cosmic_1331034,-0.4792834113956963,1331034
cosmic_1290768,-0.47938455598536694,1290768
cosmic_1240201,-0.47969160680552947,1240201
cosmic_905952,-0.47971032603316505,905952
cosmic_907270,-0.4797323777749213,907270
cosmic_906855,-0.4797519658696219,906855
