G3_gamma,0.2673
G3_beta,0.1399
G3_alpha,0.1307
SHH_alpha,0.0803
G4_alpha,0.0766
WNT_alpha,0.068
WNT_beta,0.0599
G4_gamma,0.051
SHH_gamma,0.0405
SHH_delta,0.0347
G4_beta,0.0307
SHH_beta,0.0204
