G3_gamma,0.201
G3_alpha,0.1977
G3_beta,0.118
G4_alpha,0.0947
SHH_alpha,0.0784
WNT_alpha,0.0661
WNT_beta,0.0598
G4_gamma,0.0588
SHH_gamma,0.0388
G4_beta,0.0359
SHH_delta,0.0297
SHH_beta,0.0211
