G3_gamma,0.1836
SHH_alpha,0.1616
G3_beta,0.1001
G4_alpha,0.0995
WNT_alpha,0.0806
G3_alpha,0.0693
WNT_beta,0.0674
SHH_gamma,0.0659
SHH_delta,0.054
G4_gamma,0.0463
G4_beta,0.0394
SHH_beta,0.0323
